Linux 4.14.35-1844.1.3.el7uek.x86_64 (instance-20190207-1400) 	02/07/2019 	_x86_64_	(104 CPU)

02/07/2019 07:45:37 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.22    0.00    2.04    3.06    0.00   94.68

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdae             52.00     0.00  320.00    0.00 99072.00     0.00   619.20   143.32  456.00  456.00    0.00   3.12 100.00
sdaf             42.00     0.00  335.00    2.00 93696.00     8.00   556.11   143.45  423.16  424.44  209.00   2.97 100.00
sdag             60.00     0.00  327.00    0.00 96000.00     0.00   587.16   143.65  431.56  431.56    0.00   3.06 100.00

02/07/2019 07:45:51 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.04    0.00    0.43   18.96    0.00   80.57

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb              55.00     0.00  345.00    0.00 101376.00     0.00   587.69   143.92  420.04  420.04    0.00   2.90 100.00
sdc              43.00     0.00  316.00    0.00 91904.00     0.00   581.67   143.54  446.35  446.35    0.00   3.16 100.00
sdd              46.00     0.00  336.00    0.00 97792.00     0.00   582.10   143.29  443.35  443.35    0.00   2.98 100.00
sde              68.00     0.00  330.00    0.00 98304.00     0.00   595.78   143.78  436.72  436.72    0.00   3.03 100.00
sdf              52.00     0.00  337.00    0.00 97536.00     0.00   578.85   143.78  416.11  416.11    0.00   2.97 100.00
sdg              62.00     0.00  329.00    0.00 98048.00     0.00   596.04   143.13  408.64  408.64    0.00   3.04 100.00
sdh              58.00     0.00  335.00    2.00 99840.00  2048.00   604.68   143.70  429.32  428.68  536.00   2.97 100.00
sdi              49.00     0.00  309.00    0.00 89088.00     0.00   576.62   143.69  448.16  448.16    0.00   3.24 100.00
sdj              36.00     0.00  314.00    0.00 91648.00     0.00   583.75   143.16  435.12  435.12    0.00   3.18 100.00
sdk              39.00     0.00  307.00    0.00 89856.00     0.00   585.38   142.82  497.62  497.62    0.00   3.26 100.00
sdl              51.00     0.00  304.00    0.00 89344.00     0.00   587.79   143.81  464.09  464.09    0.00   3.29 100.00
sdm              38.00     0.00  306.00    0.00 88832.00     0.00   580.60   143.68  459.99  459.99    0.00   3.27 100.00
sdn              52.00     0.00  298.00    0.00 89344.00     0.00   599.62   143.12  466.78  466.78    0.00   3.36 100.00
sdo              75.00     1.00  309.00    1.00 98816.00     8.00   637.57   143.57  468.70  469.44  241.00   3.23 100.00
sdp              60.00     0.00  335.00    1.00 100864.00     4.00   600.40   143.34  422.99  423.70  184.00   2.98 100.00
sdq              41.00     0.00  346.00    0.00 99072.00     0.00   572.67   143.43  414.21  414.21    0.00   2.89 100.00
sdr              41.00     0.00  345.00    0.00 99328.00     0.00   575.81   143.47  426.10  426.10    0.00   2.90 100.00
sds              47.00     0.00  297.00    0.00 88576.00     0.00   596.47   143.59  479.84  479.84    0.00   3.37 100.00
sdt              45.00     0.00  320.00    0.00 92416.00     0.00   577.60   143.21  462.73  462.73    0.00   3.12 100.00
sdu              35.00     0.00  302.00    0.00 90880.00     0.00   601.85   143.61  479.83  479.83    0.00   3.31 100.00
sdv              50.00     0.00  348.00    0.00 100864.00     0.00   579.68   143.94  421.01  421.01    0.00   2.87 100.00
sdw              42.00     0.00  299.00    0.00 88576.00     0.00   592.48   143.44  486.74  486.74    0.00   3.34 100.00
sdx              39.00     0.00  321.00    0.00 90368.00     0.00   563.04   143.77  446.67  446.67    0.00   3.12 100.10
sdy              49.00     0.00  306.00    0.00 89856.00     0.00   587.29   142.90  438.25  438.25    0.00   3.27 100.00
sdz              50.00     0.00  313.00    0.00 91648.00     0.00   585.61   143.41  449.98  449.98    0.00   3.19 100.00
sdaa             59.00     0.00  332.00    0.00 97536.00     0.00   587.57   143.43  452.32  452.32    0.00   3.01 100.00
sdab             50.00     0.00  330.00    0.00 98304.00     0.00   595.78   144.00  436.72  436.72    0.00   3.03 100.00
sdac             53.00     0.00  304.00    0.00 90880.00     0.00   597.89   143.56  468.30  468.30    0.00   3.29 100.00
sdad             26.00     0.00  310.00    0.00 89344.00     0.00   576.41   142.73  467.15  467.15    0.00   3.23 100.00
sdae             56.00     0.00  340.00    0.00 100864.00     0.00   593.32   143.67  412.21  412.21    0.00   2.94 100.00
sdaf             55.00     0.00  308.00    0.00 91648.00     0.00   595.12   142.97  461.68  461.68    0.00   3.25 100.00
sdag             68.00     0.00  311.00    0.00 97280.00     0.00   625.59   142.87  444.35  444.35    0.00   3.22 100.00

02/07/2019 07:45:52 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.02    0.00    0.46   19.59    0.00   79.94

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb              60.00     0.00  333.00    0.00 99584.00     0.00   598.10   143.62  433.95  433.95    0.00   3.00 100.00
sdc              54.00     0.00  318.00    0.00 92928.00     0.00   584.45   143.70  438.44  438.44    0.00   3.14 100.00
sdd              58.00     0.00  312.00    0.00 96000.00     0.00   615.38   143.47  458.55  458.55    0.00   3.21 100.00
sde              50.00     0.00  323.00    0.00 98048.00     0.00   607.11   143.40  435.00  435.00    0.00   3.10 100.00
sdf              54.00     0.00  320.00    2.00 95488.00  2048.00   605.81   143.00  444.43  443.59  578.00   3.11 100.00
sdg              62.00     0.00  318.00    2.00 97536.00  2048.00   622.40   143.53  469.42  469.22  500.50   3.12 100.00
sdh              60.00     0.00  324.00    0.00 97792.00     0.00   603.65   143.21  444.03  444.03    0.00   3.09 100.00
sdi              35.00     0.00  308.00    0.00 89856.00     0.00   583.48   143.68  476.78  476.78    0.00   3.25 100.00
sdj              53.00     0.00  323.00    0.00 93184.00     0.00   576.99   143.69  468.12  468.12    0.00   3.10 100.00
sdk              60.00     0.00  296.00    0.00 90624.00     0.00   612.32   143.56  479.31  479.31    0.00   3.38 100.00
sdl              42.00     0.00  309.00    0.00 90112.00     0.00   583.25   143.09  466.99  466.99    0.00   3.24 100.00
sdm              49.00     1.00  307.00    1.00 90368.00     8.00   586.86   143.19  455.07  455.81  228.00   3.25 100.00
sdn              49.00     1.00  307.00    1.00 91136.00     8.00   591.84   143.94  444.34  445.09  213.00   3.25 100.00
sdo              62.00     0.00  330.00    1.00 99072.00     4.00   598.65   143.40  427.73  428.35  223.00   3.02 100.00
sdp              53.00     0.00  343.00    0.00 99072.00     0.00   577.68   143.67  408.00  408.00    0.00   2.92 100.00
sdq              59.00     0.00  328.00    0.00 97024.00     0.00   591.61   143.44  430.41  430.41    0.00   3.05 100.00
sdr              66.00     0.00  324.00    2.00 98048.00     8.00   601.57   143.89  412.67  413.74  238.00   3.07 100.00
sds              46.00     0.00  311.00    0.00 89344.00     0.00   574.56   143.35  476.48  476.48    0.00   3.22 100.00
sdt              46.00     0.00  324.00    0.00 92928.00     0.00   573.63   143.56  439.39  439.39    0.00   3.09 100.10
sdu              48.00     0.00  317.00    0.00 92928.00     0.00   586.30   143.77  452.06  452.06    0.00   3.16 100.10
sdv              79.00     0.00  319.00    0.00 98560.00     0.00   617.93   143.56  414.03  414.03    0.00   3.14 100.10
sdw              58.00     0.00  304.00    0.00 90112.00     0.00   592.84   143.83  452.36  452.36    0.00   3.29 100.10
sdx              55.00     0.00  312.00    0.00 91904.00     0.00   589.13   143.51  443.51  443.51    0.00   3.21 100.00
sdy              50.00     0.00  298.00    0.00 89856.00     0.00   603.06   143.73  493.38  493.38    0.00   3.36 100.00
sdz              54.00     0.00  300.00    0.00 93440.00     0.00   622.93   143.62  488.37  488.37    0.00   3.33 100.00
sdaa             61.00     0.00  315.00    0.00 96512.00     0.00   612.77   143.24  460.78  460.78    0.00   3.17 100.00
sdab             37.00     0.00  334.00    0.00 98304.00     0.00   588.65   143.40  430.69  430.69    0.00   2.99 100.00
sdac             46.00     0.00  316.00    0.00 91392.00     0.00   578.43   143.58  472.31  472.31    0.00   3.16 100.00
sdad             51.00     0.00  307.00    0.00 89600.00     0.00   583.71   143.64  450.52  450.52    0.00   3.26 100.00
sdae             56.00     0.00  331.00    0.00 98816.00     0.00   597.08   143.26  429.85  429.85    0.00   3.02 100.00
sdaf             57.00     0.00  303.00    0.00 92928.00     0.00   613.39   143.12  481.86  481.86    0.00   3.30 100.00
sdag             49.00     0.00  312.00    0.00 96768.00     0.00   620.31   143.25  471.65  471.65    0.00   3.21 100.00

02/07/2019 07:45:53 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.03    0.00    0.50   18.68    0.00   80.78

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb              60.00     0.00  325.00    0.00 100352.00     0.00   617.55   143.85  430.43  430.43    0.00   3.08 100.00
sdc              56.00     0.00  312.00    0.00 92672.00     0.00   594.05   142.99  454.50  454.50    0.00   3.21 100.00
sdd              64.00     0.00  322.00    0.00 96512.00     0.00   599.45   143.25  451.75  451.75    0.00   3.11 100.00
sde              70.00     0.00  316.00    2.00 98048.00  2048.00   629.53   143.84  444.35  443.50  579.50   3.14 100.00
sdf              70.00     0.00  308.00    0.00 95488.00     0.00   620.05   143.26  459.29  459.29    0.00   3.25 100.00
sdg              79.00     0.00  313.00    1.00 98816.00     4.00   629.43   143.42  453.69  454.50  199.00   3.18 100.00
sdh              60.00     0.00  332.00    0.00 98304.00     0.00   592.19   143.46  415.33  415.33    0.00   3.01 100.00
sdi              65.00     0.00  293.00    0.00 89600.00     0.00   611.60   143.56  460.64  460.64    0.00   3.41 100.00
sdj              42.00     0.00  311.00    0.00 92416.00     0.00   594.32   143.53  447.19  447.19    0.00   3.22 100.00
sdk              53.00     0.00  306.00    0.00 91392.00     0.00   597.33   142.87  474.55  474.55    0.00   3.27 100.00
sdl              59.00     1.00  296.00    1.00 89344.00     8.00   601.70   143.92  459.27  460.00  242.00   3.37 100.00
sdm              66.00     0.00  290.00    1.00 88576.00     4.00   608.80   143.71  487.52  488.59  176.00   3.44 100.00
sdn              40.00     0.00  302.00    1.00 91136.00     4.00   601.58   142.73  492.23  493.11  225.00   3.30 100.00
sdo              53.00     0.00  322.00    0.00 98816.00     0.00   613.76   143.37  453.59  453.59    0.00   3.11 100.00
sdp              59.00     0.00  324.00    0.00 99584.00     0.00   614.72   143.75  462.62  462.62    0.00   3.09 100.00
sdq              56.00     0.00  328.00    0.00 97536.00     0.00   594.73   143.86  435.54  435.54    0.00   3.05 100.00
sdr              55.00     0.00  331.00    0.00 98304.00     0.00   593.98   143.22  451.35  451.35    0.00   3.02 100.00
sds              54.00     0.00  288.00    0.00 89600.00     0.00   622.22   143.26  496.33  496.33    0.00   3.47 100.00
sdt              59.00     0.00  306.00    0.00 91904.00     0.00   600.68   142.97  465.68  465.68    0.00   3.27 100.00
sdu              53.00     0.00  312.00    0.00 91136.00     0.00   584.21   143.20  457.49  457.49    0.00   3.21 100.00
sdv              60.00     0.00  321.00    0.00 99328.00     0.00   618.87   143.38  466.15  466.15    0.00   3.12 100.00
sdw              56.00     0.00  293.00    0.00 89088.00     0.00   608.11   143.28  486.43  486.43    0.00   3.41 100.00
sdx              56.00     0.00  295.00    0.00 91136.00     0.00   617.87   142.94  471.69  471.69    0.00   3.39 100.00
sdy              57.00     0.00  300.00    0.00 89856.00     0.00   599.04   143.11  487.11  487.11    0.00   3.33 100.00
sdz              56.00     0.00  311.00    0.00 92672.00     0.00   595.96   143.35  465.75  465.75    0.00   3.22 100.00
sdaa             50.00     0.00  305.00    0.00 96000.00     0.00   629.51   143.82  464.54  464.54    0.00   3.28 100.00
sdab             66.00     0.00  347.00    0.00 98816.00     0.00   569.54   143.38  416.44  416.44    0.00   2.88 100.00
sdac             49.00     0.00  306.00    0.00 91648.00     0.00   599.01   143.46  462.18  462.18    0.00   3.27 100.00
sdad             59.00     0.00  293.00    0.00 89856.00     0.00   613.35   143.00  490.52  490.52    0.00   3.41 100.00
sdae             65.00     0.00  336.00    0.00 100352.00     0.00   597.33   143.31  431.38  431.38    0.00   2.98 100.00
sdaf             53.00     0.00  310.00    0.00 93184.00     0.00   601.19   143.53  460.13  460.13    0.00   3.23 100.00
sdag             63.00     0.00  313.00    0.00 96256.00     0.00   615.05   143.81  465.47  465.47    0.00   3.19 100.00

02/07/2019 07:45:54 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.03    0.00    0.46   18.24    0.00   81.27

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb              74.00     0.00  333.00    2.00 100864.00     8.00   602.22   143.31  427.54  428.70  234.00   2.99 100.00
sdc              52.00     0.00  309.00    0.00 92672.00     0.00   599.82   143.12  457.09  457.09    0.00   3.24 100.00
sdd              75.00     0.00  306.00    2.00 96000.00  2048.00   636.68   143.42  447.58  446.62  594.50   3.25 100.00
sde              66.00     0.00  318.00    0.00 98048.00     0.00   616.65   143.03  475.43  475.43    0.00   3.14 100.00
sdf              65.00     0.00  306.00    0.00 95232.00     0.00   622.43   143.36  476.29  476.29    0.00   3.27 100.00
sdg              79.00     0.00  311.00    0.00 99328.00     0.00   638.77   142.91  446.78  446.78    0.00   3.22 100.00
sdh              64.00     0.00  318.00    0.00 98304.00     0.00   618.26   143.27  479.47  479.47    0.00   3.14 100.00
sdi              48.00     0.00  296.00    0.00 89856.00     0.00   607.14   143.34  480.96  480.96    0.00   3.38 100.00
sdj              52.00     1.00  316.00    1.00 92928.00     8.00   586.35   143.04  455.03  455.69  244.00   3.15 100.00
sdk              74.00     1.00  294.00    1.00 90368.00     8.00   612.72   143.71  471.57  472.21  281.00   3.39 100.00
sdl              54.00     0.00  299.00    1.00 90368.00     4.00   602.48   143.25  505.30  506.12  260.00   3.33 100.00
sdm              70.00     0.00  283.00    0.00 89344.00     0.00   631.41   143.31  516.90  516.90    0.00   3.53 100.00
sdn              50.00     0.00  313.00    0.00 90112.00     0.00   575.80   143.76  458.84  458.84    0.00   3.19 100.00
sdo              74.00     0.00  317.00    0.00 98304.00     0.00   620.21   143.16  447.14  447.14    0.00   3.15 100.00
sdp              86.00     0.00  317.00    0.00 99328.00     0.00   626.68   143.45  431.46  431.46    0.00   3.15 100.00
sdq              71.00     0.00  306.00    0.00 97792.00     0.00   639.16   143.25  458.89  458.89    0.00   3.27 100.10
sdr              91.00     0.00  302.00    0.00 98560.00     0.00   652.72   143.96  446.40  446.40    0.00   3.31 100.10
sds              56.00     0.00  289.00    0.00 88832.00     0.00   614.75   143.88  480.26  480.26    0.00   3.46 100.10
sdt              53.00     0.00  300.00    0.00 92672.00     0.00   617.81   144.26  481.85  481.85    0.00   3.33 100.00
sdu              55.00     0.00  309.00    0.00 92928.00     0.00   601.48   143.32  465.13  465.13    0.00   3.24 100.00
sdv              72.00     0.00  324.00    0.00 98048.00     0.00   605.23   143.13  451.05  451.05    0.00   3.09 100.00
sdw              64.00     0.00  295.00    0.00 91136.00     0.00   617.87   143.33  493.64  493.64    0.00   3.39 100.00
sdx              84.00     0.00  280.00    0.00 90880.00     0.00   649.14   143.65  520.49  520.49    0.00   3.57 100.00
sdy              58.00     0.00  291.00    0.00 90112.00     0.00   619.33   143.21  479.38  479.38    0.00   3.44 100.00
sdz              62.00     0.00  301.00    0.00 92416.00     0.00   614.06   143.34  474.43  474.43    0.00   3.32 100.00
sdaa             81.00     0.00  317.00    0.00 96512.00     0.00   608.91   143.53  434.19  434.19    0.00   3.15 100.00
sdab             71.00     0.00  308.00    0.00 98304.00     0.00   638.34   143.20  471.10  471.10    0.00   3.25 100.00
sdac             68.00     0.00  296.00    0.00 91392.00     0.00   617.51   143.27  469.24  469.24    0.00   3.38 100.00
sdad             54.00     0.00  289.00    0.00 89344.00     0.00   618.30   143.60  493.60  493.60    0.00   3.46 100.00
sdae             86.00     0.00  309.00    0.00 98816.00     0.00   639.59   143.28  459.26  459.26    0.00   3.24 100.00
sdaf             72.00     0.00  296.00    0.00 92928.00     0.00   627.89   143.24  473.27  473.27    0.00   3.38 100.00
sdag             76.00     0.00  319.00    0.00 98048.00     0.00   614.72   143.36  432.45  432.45    0.00   3.13 100.00

02/07/2019 07:45:55 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.02    0.00    0.44   18.18    0.00   81.36

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb              92.00     0.00  305.00    2.00 101120.00  2048.00   672.10   143.19  444.07  442.95  615.00   3.26 100.00
sdc              76.00     0.00  294.00    2.00 92672.00  2048.00   640.00   143.10  471.40  470.39  619.50   3.38 100.00
sdd              88.00     0.00  286.00    1.00 96000.00     4.00   669.02   141.58  487.84  488.70  243.00   3.48 100.00
sde              64.00     0.00  312.00    0.00 96512.00     0.00   618.67   143.19  453.55  453.55    0.00   3.21 100.00
sdf              75.00     0.00  305.00    0.00 95488.00     0.00   626.15   143.56  461.31  461.31    0.00   3.28 100.00
sdg              96.00     0.00  311.00    0.00 99072.00     0.00   637.12   142.54  471.97  471.97    0.00   3.22 100.00
sdh              71.00     0.00  302.00    0.00 97536.00     0.00   645.93   143.36  462.27  462.27    0.00   3.31 100.00
sdi              52.00     1.00  307.00    1.00 89856.00     8.00   583.53   143.46  490.26  491.02  258.00   3.25 100.00
sdj              77.00     0.00  295.00    1.00 93696.00     4.00   633.11   143.38  474.04  474.89  221.00   3.38 100.00
sdk              67.00     0.00  291.00    1.00 90368.00     4.00   618.99   143.03  483.72  484.54  247.00   3.42 100.00
sdl              59.00     0.00  289.00    0.00 90112.00     0.00   623.61   143.26  510.75  510.75    0.00   3.46 100.00
sdm              55.00     0.00  288.00    0.00 90112.00     0.00   625.78   143.56  486.25  486.25    0.00   3.47 100.00
sdn              62.00     0.00  297.00    0.00 90368.00     0.00   608.54   143.02  487.32  487.32    0.00   3.37 100.00
sdo              83.00     0.00  318.00    0.00 99072.00     0.00   623.09   142.85  441.35  441.35    0.00   3.14 100.00
sdp              89.00     0.00  310.00    0.00 99328.00     0.00   640.83   143.19  460.42  460.42    0.00   3.23 100.00
sdq              59.00     0.00  314.00    0.00 96768.00     0.00   616.36   143.67  470.28  470.28    0.00   3.18 100.00
sdr              82.00     0.00  303.00    0.00 98816.00     0.00   652.25   143.00  478.42  478.42    0.00   3.30 100.00
sds              58.00     0.00  299.00    0.00 91392.00     0.00   611.32   143.66  487.90  487.90    0.00   3.34 100.00
sdt              60.00     0.00  303.00    0.00 92160.00     0.00   608.32   143.03  474.65  474.65    0.00   3.30 100.00
sdu              64.00     0.00  298.00    0.00 92416.00     0.00   620.24   143.79  480.12  480.12    0.00   3.36 100.00
sdv              79.00     0.00  300.00    0.00 98560.00     0.00   657.07   143.44  451.64  451.64    0.00   3.33 100.00
sdw              54.00     0.00  285.00    0.00 90112.00     0.00   632.36   143.53  505.62  505.62    0.00   3.51 100.00
sdx              68.00     0.00  289.00    0.00 91392.00     0.00   632.47   143.19  494.68  494.68    0.00   3.46 100.00
sdy              58.00     0.00  291.00    0.00 90624.00     0.00   622.85   143.11  517.33  517.33    0.00   3.44 100.00
sdz              78.00     0.00  300.00    0.00 93440.00     0.00   622.93   143.31  468.40  468.40    0.00   3.33 100.00
sdaa             59.00     0.00  306.00    0.00 94464.00     0.00   617.41   143.36  470.73  470.73    0.00   3.27 100.00
sdab             64.00     0.00  308.00    0.00 97280.00     0.00   631.69   142.91  456.04  456.04    0.00   3.25 100.00
sdac             60.00     0.00  296.00    0.00 91648.00     0.00   619.24   144.22  449.37  449.37    0.00   3.38 100.00
sdad             58.00     0.00  299.00    0.00 90368.00     0.00   604.47   143.43  483.87  483.87    0.00   3.34 100.00
sdae             70.00     0.00  306.00    0.00 98816.00     0.00   645.86   143.06  452.53  452.53    0.00   3.27 100.00
sdaf             80.00     0.00  299.00    0.00 93952.00     0.00   628.44   143.59  483.80  483.80    0.00   3.34 100.00
sdag             69.00     0.00  313.00    0.00 95744.00     0.00   611.78   143.56  480.05  480.05    0.00   3.19 100.00

02/07/2019 07:45:56 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.03    0.00    0.44   17.10    0.00   82.43

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb             103.00     0.00  286.00    0.00 98816.00     0.00   691.02   141.66  516.50  516.50    0.00   3.50 100.00
sdc              71.00     0.00  292.00    0.00 91648.00     0.00   627.73   143.40  505.32  505.32    0.00   3.42 100.00
sdd              85.00     0.00  300.00    0.00 95744.00     0.00   638.29   143.45  467.85  467.85    0.00   3.33 100.00
sde              70.00     0.00  315.00    0.00 97280.00     0.00   617.65   144.00  428.90  428.90    0.00   3.17 100.00
sdf              89.00     0.00  306.00    0.00 96256.00     0.00   629.12   142.76  470.26  470.26    0.00   3.27 100.00
sdg              75.00     0.00  276.00    0.00 98048.00     0.00   710.49   139.38  479.11  479.11    0.00   3.62 100.00
sdh              83.00     1.00  317.00    1.00 98560.00     8.00   619.92   143.71  429.58  430.35  186.00   3.14 100.00
sdi              67.00     0.00  289.00    1.00 89856.00     4.00   619.72   143.09  488.21  488.94  275.00   3.45 100.00
sdj              64.00     0.00  300.00    0.00 93184.00     0.00   621.23   143.22  480.09  480.09    0.00   3.33 100.00
sdk              50.00     0.00  282.00    0.00 90880.00     0.00   644.54   142.76  512.23  512.23    0.00   3.55 100.10
sdl              73.00     0.00  290.00    0.00 89856.00     0.00   619.70   143.72  481.06  481.06    0.00   3.45 100.10
sdm              66.00     0.00  285.00    0.00 90112.00     0.00   632.36   143.47  503.80  503.80    0.00   3.51 100.10
sdn              51.00     0.00  296.00    0.00 90368.00     0.00   610.59   143.75  479.75  479.75    0.00   3.38 100.10
sdo              84.00     0.00  304.00    0.00 99840.00     0.00   656.84   143.06  466.09  466.09    0.00   3.29 100.10
sdp              57.00     0.00  314.00    1.00 98304.00     4.00   624.18   143.95  474.88  475.68  223.00   3.18 100.10
sdq             101.00     0.00  316.00    0.00 97536.00     0.00   617.32   141.57  446.94  446.94    0.00   3.16 100.00
sdr              72.00     0.00  296.00    0.00 98304.00     0.00   664.22   143.37  482.43  482.43    0.00   3.38 100.00
sds              84.00     0.00  286.00    0.00 89856.00     0.00   628.36   143.59  503.40  503.40    0.00   3.50 100.00
sdt              65.00     0.00  302.00    0.00 92672.00     0.00   613.72   143.29  472.69  472.69    0.00   3.31 100.00
sdu              43.00     0.00  307.00    0.00 92672.00     0.00   603.73   143.14  457.61  457.61    0.00   3.26 100.00
sdv             104.00     0.00  290.00    0.00 98304.00     0.00   677.96   139.88  479.17  479.17    0.00   3.45 100.00
sdw              67.00     0.00  303.00    0.00 90368.00     0.00   596.49   143.66  469.07  469.07    0.00   3.30 100.00
sdx              72.00     0.00  279.00    0.00 91648.00     0.00   656.97   143.52  510.29  510.29    0.00   3.58 100.00
sdy              75.00     0.00  290.00    0.00 90112.00     0.00   621.46   142.89  490.73  490.73    0.00   3.45 100.00
sdz              74.00     0.00  287.00    0.00 92928.00     0.00   647.58   143.54  479.86  479.86    0.00   3.48 100.00
sdaa             70.00     0.00  304.00    0.00 95232.00     0.00   626.53   143.35  457.70  457.70    0.00   3.29 100.00
sdab            101.00     0.00  287.00    0.00 97536.00     0.00   679.69   142.65  494.71  494.71    0.00   3.48 100.00
sdac             59.00     0.00  298.00    0.00 92416.00     0.00   620.24   143.31  518.09  518.09    0.00   3.36 100.00
sdad             70.00     0.00  297.00    0.00 90368.00     0.00   608.54   143.22  490.36  490.36    0.00   3.37 100.00
sdae             97.00     0.00  308.00    0.00 99072.00     0.00   643.32   143.41  447.89  447.89    0.00   3.25 100.00
sdaf             76.00     0.00  276.00    0.00 93440.00     0.00   677.10   142.46  502.38  502.38    0.00   3.62 100.00
sdag             84.00     0.00  301.00    2.00 97280.00  2048.00   655.63   142.54  455.34  454.44  592.00   3.30 100.00

02/07/2019 07:45:57 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.03    0.00    0.44   16.53    0.00   83.01

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb             134.00     0.00  280.00    0.00 101120.00     0.00   722.29   135.61  500.14  500.14    0.00   3.57 100.00
sdc              74.00     0.00  281.00    0.00 92928.00     0.00   661.41   143.47  517.93  517.93    0.00   3.56 100.00
sdd             109.00     0.00  278.00    0.00 96512.00     0.00   694.33   139.67  506.18  506.18    0.00   3.60 100.00
sde             103.00     0.00  291.00    0.00 97792.00     0.00   672.11   140.61  491.78  491.78    0.00   3.44 100.00
sdf              87.00     1.00  267.00    1.00 95232.00     8.00   710.75   142.60  510.12  511.08  253.00   3.73 100.00
sdg             108.00     1.00  289.00    1.00 98048.00     8.00   676.25   142.99  515.75  516.71  239.00   3.45 100.00
sdh              99.00     0.00  287.00    1.00 97280.00     4.00   675.58   142.19  514.18  514.95  293.00   3.47 100.00
sdi              56.00     0.00  294.00    0.00 89856.00     0.00   611.27   143.38  471.47  471.47    0.00   3.40 100.00
sdj              80.00     0.00  298.00    0.00 92928.00     0.00   623.68   142.68  487.74  487.74    0.00   3.36 100.00
sdk              77.00     0.00  294.00    0.00 90624.00     0.00   616.49   143.60  484.76  484.76    0.00   3.40 100.00
sdl              86.00     0.00  264.00    0.00 89856.00     0.00   680.73   143.96  524.25  524.25    0.00   3.79 100.00
sdm              78.00     0.00  276.00    0.00 89344.00     0.00   647.42   142.80  498.36  498.36    0.00   3.62 100.00
sdn              88.00     0.00  285.00    0.00 90880.00     0.00   637.75   142.35  487.58  487.58    0.00   3.51 100.00
sdo              94.00     0.00  293.00    1.00 99584.00     4.00   677.47   141.52  477.64  478.38  262.00   3.40 100.00
sdp             106.00     0.00  300.00    0.00 99840.00     0.00   665.60   140.46  468.61  468.61    0.00   3.33 100.00
sdq             103.00     0.00  274.00    0.00 98560.00     0.00   719.42   140.16  482.26  482.26    0.00   3.65 100.00
sdr             102.00     0.00  309.00    0.00 98560.00     0.00   637.93   141.28  477.03  477.03    0.00   3.24 100.00
sds              78.00     0.00  271.00    0.00 89344.00     0.00   659.37   143.22  530.43  530.43    0.00   3.69 100.00
sdt              68.00     0.00  294.00    0.00 93184.00     0.00   633.90   143.52  456.31  456.31    0.00   3.40 100.00
sdu             100.00     0.00  293.00    0.00 92928.00     0.00   634.32   141.71  469.48  469.48    0.00   3.41 100.00
sdv              84.00     0.00  292.00    0.00 98048.00     0.00   671.56   143.35  500.80  500.80    0.00   3.42 100.00
sdw              79.00     0.00  287.00    0.00 89856.00     0.00   626.17   143.39  487.79  487.79    0.00   3.48 100.00
sdx              74.00     0.00  289.00    0.00 91136.00     0.00   630.70   143.90  496.91  496.91    0.00   3.46 100.00
