Linux 4.14.35-1844.1.3.el7uek.x86_64 (instance-20190207-1400) 	02/07/2019 	_x86_64_	(104 CPU)

02/07/2019 07:43:35 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.17    0.00    1.70    2.23    0.00   95.90

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     1.00    0.00   10.00     0.00  8204.00  1640.80     0.05    4.80    0.00    4.80   2.60   2.60
sdc               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    6.50    0.00    6.50   3.62   2.90
sdd               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.07    8.88    0.00    8.88   5.12   4.10
sde               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    6.00    0.00    6.00   3.00   2.40
sdf               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.08   10.00    0.00   10.00   5.62   4.50
sdg               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    6.12    0.00    6.12   3.25   2.60
sdh               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    5.88    0.00    5.88   3.12   2.50
sdi               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    5.88    0.00    5.88   3.12   2.50
sdj               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.04    5.62    0.00    5.62   2.88   2.30
sdk               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.04    5.25    0.00    5.25   2.75   2.20
sdl               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    5.88    0.00    5.88   3.50   2.80
sdm               0.00     0.00    0.00   10.00     0.00 10240.00  2048.00     0.05    5.80    0.00    5.80   2.50   2.50
sdn               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.08    9.50    0.00    9.50   5.75   4.60
sdo               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    6.75    0.00    6.75   3.50   2.80
sdp               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    6.00    0.00    6.00   3.12   2.50
sdq               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    5.88    0.00    5.88   3.12   2.50
sdr               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.06    7.00    0.00    7.00   3.88   3.10
sds               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.08    9.50    0.00    9.50   5.50   4.40
sdt               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    6.00    0.00    6.00   3.12   2.50
sdu               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.06    7.38    0.00    7.38   4.38   3.50
sdv               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    6.12    0.00    6.12   3.25   2.60
sdw               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.08    9.88    0.00    9.88   5.62   4.50
sdx               0.00     1.00    0.00   10.00     0.00  8204.00  1640.80     0.05    4.80    0.00    4.80   2.50   2.50
sdy               0.00     2.00    0.00   10.00     0.00  8208.00  1641.60     0.07    7.50    0.00    7.50   4.10   4.10
sdz               0.00     1.00    0.00   10.00     0.00  8204.00  1640.80     0.05    4.70    0.00    4.70   2.50   2.50
sdaa              0.00     2.00    0.00   10.00     0.00  8208.00  1641.60     0.08    8.00    0.00    8.00   4.10   4.10
sdab              0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    5.75    0.00    5.75   3.12   2.50
sdac              0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.08    9.50    0.00    9.50   5.00   4.00
sdad              0.00     1.00    0.00   10.00     0.00  8204.00  1640.80     0.08    7.90    0.00    7.90   4.30   4.30
sdae              0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    5.88    0.00    5.88   3.00   2.40
sdaf              0.00     0.00    0.00    9.00     0.00  8196.00  1821.33     0.05    5.78    0.00    5.78   3.11   2.80
sdag              0.00     1.00    0.00   10.00     0.00  8204.00  1640.80     0.08    7.70    0.00    7.70   4.30   4.30

02/07/2019 07:43:37 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.20    0.00   11.61   14.21    0.00   72.98

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     1.00    0.00    2.00     0.00   260.00   260.00     0.01    3.00    0.00    3.00   1.50   0.30
sdb               1.00     4.00 6098.00 5713.00 97584.00 93488.00    32.35   126.25   10.55    3.52   18.06   0.08  90.60
sdc               0.00    13.00 5945.00 5771.00 95120.00 94512.00    32.37   124.91   10.54    3.69   17.59   0.08  90.50
sdd               0.00    10.00 5369.00 5316.00 85904.00 87184.00    32.40   126.49   11.69    3.89   19.56   0.09  91.10
sde               0.00     7.00 4717.00 4589.00 75472.00 75552.00    32.46   127.60   13.42    5.00   22.08   0.10  90.70
sdf               0.00    13.00 3848.00 3770.00 61568.00 62528.00    32.58   127.20   16.33    5.54   27.35   0.12  91.10
sdg               0.00     7.00 3493.00 3380.00 55888.00 58224.00    33.21   128.04   18.20    6.74   30.05   0.13  90.80
sdh               2.00    12.00 5859.00 5549.00 93776.00 93008.00    32.75   126.19   10.94    3.62   18.67   0.08  90.60
sdi               2.00     9.00 6110.00 5975.00 97792.00 99776.00    32.70   126.11   10.26    3.68   16.98   0.07  90.60
sdj               1.00     9.00 5467.00 5258.00 87488.00 88304.00    32.78   126.78   11.67    3.88   19.77   0.08  90.60
sdk               1.00     6.00 2931.00 2836.00 46912.00 49504.00    33.44   125.22   21.26    9.56   33.36   0.16  90.50
sdl               3.00     9.00 5646.00 5474.00 90384.00 91760.00    32.76   125.97   11.13    3.89   18.59   0.08  90.30
sdm               3.00    14.00 5794.00 5679.00 92752.00 93104.00    32.40   126.29   10.88    3.58   18.33   0.08  90.00
sdn               3.00     6.00 5068.00 4944.00 81136.00 81216.00    32.43   125.18   12.30    4.73   20.06   0.09  90.00
sdo               2.00     9.00 5655.00 5704.00 90512.00 93424.00    32.39   125.60   10.93    3.47   18.34   0.08  90.00
sdp               3.00    11.00 5597.00 5300.00 89600.00 86976.00    32.41   125.00   11.30    4.14   18.86   0.08  90.00
sdq               2.00    14.00 5593.00 5450.00 89520.00 89440.00    32.41   126.61   11.30    3.66   19.14   0.08  90.10
sdr               0.00     9.00 4836.00 4771.00 77376.00 78496.00    32.45   125.58   12.84    4.54   21.26   0.09  90.00
sds               1.00    10.00 5121.00 5114.00 81952.00 83968.00    32.42   126.41   12.14    4.18   20.10   0.09  90.00
sdt               1.00     9.00 5897.00 5718.00 94368.00 93648.00    32.37   124.90   10.63    3.56   17.91   0.08  90.00
sdu               0.00    12.00 5733.00 5741.00 91728.00 94048.00    32.38   126.08   10.86    3.46   18.26   0.08  90.10
sdv               1.00    17.00 6344.00 5938.00 101520.00 97296.00    32.38   126.47   10.17    3.51   17.28   0.07  90.20
sdw               0.00    15.00 5209.00 5028.00 83344.00 82624.00    32.43   126.64   12.24    4.08   20.70   0.09  90.10
sdx               1.00     9.00 4880.00 4726.00 78096.00 77776.00    32.45   126.31   12.97    4.27   21.95   0.09  90.00
sdy               1.00     6.00 5030.00 5049.00 80496.00 82896.00    32.42   126.79   12.41    4.15   20.64   0.09  90.10
sdz               0.00    15.00 5570.00 5464.00 89120.00 89680.00    32.41   125.90   11.26    3.78   18.88   0.08  90.10
sdaa              0.00     3.00 3761.00 3568.00 60176.00 59136.00    32.56   127.81   17.09    5.63   29.18   0.12  90.20
sdab              0.00     2.00 3092.00 3065.00 49472.00 51088.00    32.67   127.43   20.15    7.23   33.18   0.15  90.10
sdac              2.00    10.00 5608.00 5522.00 89760.00 90528.00    32.40   126.40   11.22    3.88   18.66   0.08  90.10
sdad              0.00     6.00 4313.00 4254.00 69008.00 70176.00    32.49   127.61   14.70    4.81   24.73   0.11  90.70
sdae              1.00     8.00 3696.00 3559.00 59152.00 59024.00    32.58   127.35   17.25    6.67   28.24   0.13  90.80
sdaf              3.00    10.00 6029.00 6002.00 96512.00 98160.00    32.36   127.37   10.46    3.43   17.51   0.08  90.80
sdag              0.00     7.00 3034.00 3050.00 48544.00 50928.00    32.70   127.43   20.44    7.41   33.39   0.15  91.10

02/07/2019 07:43:38 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.32    0.00   12.68   16.82    0.00   69.17

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               2.00    21.00 6560.00 6422.00 104992.00 105104.00    32.37   141.31   10.90    3.52   18.44   0.08 100.00
sdc               2.00    19.00 6693.00 6763.00 107120.00 110528.00    32.35   140.39   10.43    3.25   17.54   0.07 100.00
sdd               2.00    16.00 6476.00 6419.00 103648.00 104976.00    32.36   140.30   10.89    3.45   18.39   0.08  99.90
sde               0.00    10.00 4998.00 4959.00 79968.00 81520.00    32.44   142.55   14.38    5.36   23.47   0.10 100.00
sdf               3.00     8.00 4128.00 3977.00 66096.00 65792.00    32.54   141.28   17.48    5.53   29.88   0.12 100.00
sdg               1.00     6.00 3817.00 3761.00 61072.00 60256.00    32.02   141.54   18.65    6.38   31.10   0.13 100.00
sdh               1.00    15.00 6350.00 6179.00 101616.00 99088.00    32.04   140.74   11.20    3.66   18.94   0.08 100.00
sdi               2.00    19.00 6878.00 7182.00 110080.00 115216.00    32.05   140.43   10.04    3.21   16.58   0.07 100.00
sdj               5.00    13.00 6134.00 6093.00 98224.00 97696.00    32.05   140.94   11.52    3.72   19.38   0.08 100.00
sdk               0.00     8.00 4373.00 4319.00 69968.00 69200.00    32.02   141.17   16.20    5.97   26.57   0.12 100.00
sdl               5.00    11.00 6264.00 6223.00 100304.00 99744.00    32.04   140.20   11.27    3.73   18.85   0.08 100.00
sdm               3.00    15.00 6243.00 6333.00 99936.00 101568.00    32.05   140.34   11.16    3.54   18.68   0.08 100.00
sdn               1.00    13.00 6273.00 6162.00 100384.00 98800.00    32.04   132.46   10.65    4.09   17.33   0.08 100.00
sdo               7.00    14.00 6263.00 6104.00 100304.00 99888.00    32.38   140.61   11.31    3.59   19.24   0.08 100.00
sdp               2.00    13.00 5985.00 6042.00 95792.00 98896.00    32.38   141.16   11.76    3.83   19.62   0.08 100.00
sdq               0.00    10.00 5546.00 5503.00 88736.00 90208.00    32.39   140.25   12.66    3.96   21.43   0.09 100.00
sdr               3.00     8.00 5302.00 5171.00 84880.00 84880.00    32.42   139.13   13.29    4.41   22.39   0.10 100.00
sds               2.00    14.00 5858.00 5731.00 93760.00 93968.00    32.40   140.10   12.13    3.73   20.71   0.09 100.00
sdt               0.00     8.00 6583.00 6499.00 105328.00 106128.00    32.33   140.15   10.70    3.31   18.18   0.08 100.00
sdu               4.00    13.00 6479.00 6361.00 103728.00 104000.00    32.36   140.45   10.93    3.51   18.48   0.08 100.00
sdv               0.00    19.00 6846.00 6933.00 109536.00 113248.00    32.34   139.71   10.14    3.37   16.82   0.07 100.00
sdw               0.00    18.00 6427.00 6416.00 102816.00 104976.00    32.36   140.38   10.89    3.49   18.32   0.08 100.00
sdx               0.00    12.00 5264.00 5327.00 84224.00 87424.00    32.41   141.08   13.28    4.20   22.26   0.09 100.00
sdy               2.00    18.00 6255.00 6282.00 100112.00 102816.00    32.37   140.77   11.23    3.55   18.87   0.08 100.10
sdz               2.00    16.00 6005.00 6003.00 96112.00 98304.00    32.38   140.61   11.70    3.72   19.68   0.08 100.00
sdaa              1.00     7.00 4261.00 4298.00 68192.00 70896.00    32.50   141.53   16.57    5.26   27.79   0.12 100.00
sdab              1.00     8.00 3247.00 3173.00 51968.00 52912.00    32.67   142.36   22.27    7.91   36.96   0.16 100.00
sdac              1.00    14.00 6339.00 6198.00 101440.00 101408.00    32.36   139.91   11.19    3.55   19.00   0.08 100.00
sdad              1.00     9.00 4792.00 4653.00 76688.00 76608.00    32.46   140.65   14.79    4.54   25.34   0.11 100.00
sdae              2.00    10.00 3918.00 3964.00 62720.00 65616.00    32.56   141.04   17.85    6.19   29.37   0.13  99.90
sdaf              2.00    16.00 6397.00 6417.00 102384.00 104928.00    32.36   140.48   10.98    3.46   18.48   0.08  99.90
sdag              0.00     2.00 3277.00 3261.00 52416.00 54224.00    32.62   141.36   21.67    7.64   35.76   0.15 100.00

02/07/2019 07:43:39 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.31    0.00   12.67   17.02    0.00   69.01

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    20.00 6192.00 6382.00 99072.00 104416.00    32.37   140.74   11.17    3.44   18.66   0.08 100.10
sdc               0.00    20.00 6818.00 6667.00 109088.00 109008.00    32.35   140.12   10.40    3.25   17.70   0.07 100.10
sdd               2.00    20.00 6351.00 6304.00 101648.00 103200.00    32.37   139.59   11.02    3.43   18.67   0.08 100.10
sde               0.00    14.00 4916.00 4869.00 78656.00 80144.00    32.46   142.00   14.50    5.36   23.73   0.10 100.00
sdf               0.00    10.00 4204.00 4108.00 67264.00 67904.00    32.52   141.76   16.98    5.57   28.66   0.12 100.00
sdg               1.00     3.00 3635.00 3796.00 58192.00 62816.00    32.57   142.19   19.14    6.60   31.15   0.13 100.00
sdh               3.00    24.00 6272.00 6062.00 100400.00 99392.00    32.40   140.52   11.40    3.63   19.44   0.08 100.00
sdi               1.00    23.00 6751.00 6609.00 108032.00 108128.00    32.36   140.23   10.48    3.33   17.77   0.07 100.00
sdj               1.00    32.00 6089.00 6110.00 97440.00 100272.00    32.41   141.06   11.55    3.72   19.35   0.08 100.00
sdk               1.00    13.00 4177.00 4250.00 66848.00 70256.00    32.54   142.03   16.93    6.00   27.67   0.12 100.00
sdl               0.00    18.00 6192.00 6048.00 99072.00 99056.00    32.37   140.41   11.46    3.69   19.42   0.08 100.00
sdm               0.00    29.00 6124.00 6253.00 97984.00 102528.00    32.40   140.10   11.32    3.65   18.83   0.08 100.00
sdn               0.00    25.00 6263.00 6199.00 100208.00 101568.00    32.38   140.45   11.31    3.59   19.12   0.08 100.00
sdo               5.00    14.00 6187.00 6085.00 99088.00 97600.00    32.05   134.01   10.95    3.73   18.29   0.08 100.00
sdp               1.00    29.00 6023.00 6021.00 96384.00 96816.00    32.08   140.88   11.67    3.68   19.67   0.08 100.00
sdq               3.00    20.00 5868.00 5910.00 93936.00 94880.00    32.06   140.88   12.01    3.78   20.19   0.08 100.00
sdr               1.00    11.00 5138.00 5138.00 82224.00 82372.00    32.04   140.25   13.64    4.56   22.73   0.10 100.00
sds               1.00    20.00 5682.00 5747.00 90928.00 92272.00    32.06   140.62   12.27    3.84   20.62   0.09 100.10
sdt               3.00    22.00 6387.00 6450.00 102240.00 103536.00    32.06   139.75   10.88    3.22   18.46   0.08 100.10
sdu               5.00    18.00 6491.00 6443.00 103936.00 105392.00    32.37   140.54   10.85    3.43   18.33   0.08 100.00
sdv               2.00    22.00 6850.00 6963.00 109632.00 113776.00    32.35   139.79   10.12    3.32   16.81   0.07 100.00
sdw               2.00    20.00 6648.00 6720.00 106416.00 109840.00    32.35   140.66   10.56    3.38   17.67   0.07 100.00
sdx               1.00    17.00 5458.00 5479.00 87344.00 89952.00    32.42   141.50   12.96    4.13   21.75   0.09 100.00
sdy               0.00    27.00 6770.00 6663.00 108320.00 109040.00    32.36   140.87   10.50    3.47   17.64   0.07 100.00
sdz               3.00    24.00 6207.00 5960.00 99360.00 97776.00    32.41   140.29   11.56    3.78   19.66   0.08 100.00
sdaa              2.00    11.00 4311.00 4271.00 69008.00 70544.00    32.52   141.40   16.43    5.05   27.92   0.12 100.00
sdab              1.00     7.00 3228.00 3075.00 51664.00 51312.00    32.68   142.95   22.54    8.03   37.78   0.16 100.00
sdac              0.00    34.00 6424.00 6389.00 102784.00 104724.00    32.39   140.57   10.93    3.48   18.41   0.08 100.00
sdad              2.00    10.00 4464.00 4445.00 71456.00 73296.00    32.50   140.41   15.79    4.87   26.76   0.11 100.00
sdae              0.00     8.00 4018.00 3807.00 64288.00 63040.00    32.54   142.35   18.14    6.53   30.39   0.13 100.10
sdaf              7.00    23.00 6664.00 6730.00 106736.00 110080.00    32.38   140.79   10.49    3.24   17.66   0.07 100.10
sdag              0.00     7.00 3216.00 3264.00 51472.00 54352.00    32.66   142.04   21.84    7.78   35.70   0.15 100.00

02/07/2019 07:43:40 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.33    0.00   12.48   17.19    0.00   69.00

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               6.00    34.00 5824.00 5937.00 93280.00 97552.00    32.45   140.80   11.96    3.80   19.98   0.09 100.00
sdc               6.00    27.00 6593.00 6603.00 105584.00 108096.00    32.39   140.75   10.67    3.36   17.98   0.08 100.00
sdd               4.00    23.00 5773.00 5925.00 92432.00 97152.00    32.41   140.50   11.92    3.81   19.82   0.09 100.00
sde               2.00    14.00 5785.00 5710.00 92592.00 93584.00    32.39   140.56   12.27    4.02   20.62   0.09 100.00
sdf               3.00    18.00 3994.00 4066.00 63952.00 67300.00    32.57   140.06   17.46    5.21   29.49   0.12 100.00
sdg               4.00     7.00 3806.00 3645.00 60960.00 60388.00    32.57   141.25   19.04    6.86   31.75   0.13 100.00
sdh               5.00    22.00 6055.00 6095.00 96960.00 99904.00    32.41   140.23   11.54    3.54   19.50   0.08 100.00
sdi               3.00    44.00 6656.00 6536.00 106544.00 107264.00    32.41   140.74   10.65    3.44   17.99   0.08 100.00
sdj               5.00    24.00 6029.00 6058.00 96544.00 99316.00    32.41   140.02   11.58    3.54   19.59   0.08 100.00
sdk               0.00    10.00 4319.00 4469.00 69104.00 73664.00    32.49   142.58   16.23    6.15   25.98   0.11 100.00
sdl               5.00    36.00 6168.00 6124.00 98768.00 100576.00    32.43   140.80   11.47    3.66   19.33   0.08 100.10
sdm               5.00    29.00 6136.00 6048.00 98256.00 99196.00    32.41   139.99   11.54    3.71   19.48   0.08 100.00
sdn               4.00    31.00 7011.00 6954.00 112240.00 113760.00    32.37   140.39   10.05    3.23   16.93   0.07 100.00
sdo               3.00    25.00 6019.00 5976.00 96352.00 97996.00    32.40   140.54   11.74    3.68   19.87   0.08 100.00
sdp               4.00    27.00 5755.00 5644.00 92144.00 92752.00    32.44   141.16   12.38    3.88   21.05   0.09 100.00
sdq               3.00    22.00 5548.00 5411.00 88816.00 88960.00    32.44   141.46   12.84    4.10   21.80   0.09 100.00
sdr               5.00    22.00 5077.00 4963.00 81312.00 81776.00    32.49   140.94   14.07    4.72   23.63   0.10 100.00
sds               2.00    21.00 5524.00 5318.00 88416.00 87440.00    32.44   140.39   12.95    4.03   22.22   0.09 100.00
sdt               4.00    29.00 6353.00 6453.00 101712.00 105732.00    32.40   140.08   10.94    3.40   18.37   0.08 100.00
sdu               2.00    30.00 6435.00 6620.00 102992.00 106400.00    32.08   140.12   10.76    3.33   17.98   0.08 100.00
sdv               6.00    32.00 6903.00 6771.00 110528.00 108820.00    32.08   140.42   10.30    3.42   17.31   0.07 100.00
sdw               6.00    35.00 6614.00 6575.00 105920.00 105776.00    32.10   139.95   10.60    3.35   17.90   0.08 100.00
sdx               9.00    27.00 5548.00 5438.00 88912.00 87456.00    32.11   140.34   12.80    4.00   21.78   0.09 100.00
sdy               0.00    43.00 6700.00 6772.00 107200.00 109040.00    32.10   140.07   10.40    3.26   17.46   0.07 100.00
sdz               1.00    24.00 6249.00 6125.00 100000.00 98384.00    32.06   139.61   11.27    3.46   19.24   0.08 100.00
sdaa              0.00    14.00 4312.00 4232.00 68992.00 67936.00    32.05   141.58   16.57    5.37   27.99   0.12 100.00
sdab              2.00    12.00 3161.00 3107.00 50608.00 49872.00    32.06   142.18   22.57    7.81   37.57   0.16 100.00
sdac              3.00    31.00 6290.00 6412.00 100688.00 105088.00    32.40   140.17   11.06    3.40   18.57   0.08 100.00
sdad              2.00    22.00 4639.00 4832.00 74256.00 79680.00    32.51   140.95   14.87    4.56   24.77   0.11 100.00
sdae              0.00    14.00 3877.00 3935.00 62032.00 65200.00    32.57   141.65   18.14    6.33   29.78   0.13 100.00
sdaf              5.00    29.00 6867.00 6981.00 109952.00 114176.00    32.37   140.32   10.14    3.15   17.02   0.07 100.00
sdag              0.00     8.00 3411.00 3372.00 54576.00 56080.00    32.63   143.12   21.12    7.71   34.69   0.15 100.00

02/07/2019 07:43:41 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.35    0.00   12.73   17.31    0.00   68.61

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               4.00    40.00 6266.00 6350.00 100320.00 102224.00    32.11   139.96   11.09    3.46   18.62   0.08 100.00
sdc               3.00    48.00 6944.00 6735.00 111152.00 108512.00    32.12   140.48   10.23    3.29   17.39   0.07 100.00
sdd               7.00    50.00 5815.00 5760.00 93152.00 92960.00    32.16   140.30   12.22    3.82   20.70   0.09 100.00
sde               4.00    29.00 6327.00 6151.00 101296.00 98848.00    32.08   140.29   11.26    3.56   19.17   0.08 100.00
sdf               1.00    18.00 4202.00 4223.00 67248.00 67856.00    32.07   141.41   16.77    5.30   28.19   0.12 100.00
sdg               0.00    15.00 3727.00 3797.00 59632.00 63008.00    32.60   141.67   18.67    6.45   30.67   0.13 100.00
sdh               8.00    36.00 6048.00 6057.00 96880.00 99440.00    32.44   140.36   11.62    3.62   19.61   0.08 100.00
sdi               3.00    52.00 6830.00 6773.00 109328.00 111200.00    32.42   140.04   10.30    3.37   17.29   0.07 100.10
sdj               2.00    39.00 5946.00 5934.00 95168.00 97552.00    32.44   140.45   11.82    3.66   19.99   0.08 100.00
sdk               4.00    14.00 4280.00 4246.00 68544.00 70144.00    32.53   142.38   16.71    6.43   27.07   0.12 100.00
sdl               6.00    38.00 6206.00 5998.00 99392.00 98560.00    32.44   140.47   11.49    3.75   19.51   0.08 100.00
sdm               5.00    47.00 5999.00 5997.00 96064.00 98724.00    32.48   139.97   11.61    3.72   19.51   0.08 100.00
sdn               3.00    51.00 6652.00 6641.00 106480.00 109088.00    32.43   140.08   10.53    3.36   17.72   0.08 100.00
sdo               5.00    40.00 6186.00 6096.00 99056.00 100196.00    32.45   141.28   11.49    3.71   19.38   0.08 100.00
sdp               6.00    36.00 5882.00 5716.00 94208.00 93988.00    32.45   140.11   12.10    4.05   20.40   0.09 100.00
sdq               3.00    44.00 5819.00 5774.00 93152.00 95012.00    32.46   140.97   12.21    3.89   20.58   0.09 100.10
