Linux 4.14.35-1844.1.3.el7uek.x86_64 (instance-20190207-1400) 	02/07/2019 	_x86_64_	(104 CPU)

02/07/2019 07:46:39 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.21    0.00    2.00    3.40    0.00   94.39

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdab              7.00     8.00  248.00  210.00 66560.00 65280.00   575.72   144.29  330.01  100.34  601.24   2.18 100.00
sdac             31.00    31.00  314.00  256.00 87296.00 75520.00   571.28   143.20  248.68   82.58  452.41   1.75 100.00
sdad              6.00    24.00  243.00  225.00 63744.00 64512.00   548.10   144.51  290.40  103.28  492.48   2.14 100.00
sdae              6.00    35.00  373.00  366.00 96768.00 101120.00   535.56   141.15  180.72   54.62  309.22   1.35 100.00
sdaf              1.00    14.00  483.00  447.00 127232.00 120064.00   531.82   142.04  163.38   50.21  285.66   1.08 100.00
sdag             53.00    46.00  416.00  398.00 120576.00 115968.00   581.19   143.51  180.31   61.09  304.93   1.23 100.00

02/07/2019 07:47:08 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.69    0.00    2.17   19.78    0.00   77.37

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               2.00    13.00  346.00  329.00 89088.00 87296.00   522.62   143.80  203.84   75.78  338.52   1.48 100.00
sdc               3.00    32.00  310.00  291.00 79872.00 81924.00   538.42   145.17  277.63   87.78  479.88   1.66 100.00
sdd               1.00    15.00  320.00  354.00 82176.00 93440.00   521.12   142.93  213.05   76.58  336.40   1.48 100.00
sde               6.00    36.00  400.00  384.00 103424.00 107776.00   538.78   142.73  183.81   68.75  303.67   1.28 100.00
sdf               1.00    26.00  353.00  352.00 90624.00 96000.00   529.43   142.65  200.40   65.18  336.01   1.42 100.00
sdg               4.00    29.00  367.00  372.00 94720.00 101632.00   531.40   139.93  197.88   57.56  336.32   1.35 100.00
sdh              15.00    50.00  293.00  303.00 78592.00 89088.00   562.68   142.00  254.95   89.90  414.55   1.68 100.00
sdi               2.00    16.00  519.00  441.00 133376.00 116484.00   520.54   143.45  137.08   66.56  220.08   1.04 100.00
sdj               5.00    33.00  501.00  472.00 129536.00 128768.00   530.94   143.09  143.51   49.51  243.28   1.03 100.00
sdk               4.00    36.00  405.00  351.00 104704.00 98048.00   536.38   143.10  181.29   59.11  322.25   1.32 100.00
sdl               2.00     4.00  286.00  279.00 75264.00 79872.00   549.15   143.04  257.90   83.01  437.19   1.77 100.00
sdm               1.00     3.00  241.00  219.00 61696.00 58624.00   523.13   146.21  294.48  105.27  502.69   2.17 100.00
sdn               4.00    19.00  479.00  511.00 123648.00 134400.00   521.31   142.65  143.83   48.89  232.82   1.01 100.00
sdo               1.00    11.00  325.00  355.00 83200.00 92672.00   517.27   143.12  211.10   67.15  342.89   1.47 100.00
sdp               1.00     7.00  281.00  263.00 72192.00 68864.00   518.59   144.71  235.90   93.49  388.05   1.84 100.00
sdq               2.00    14.00  285.00  318.00 73216.00 84224.00   522.19   142.53  246.57   79.55  396.25   1.66 100.00
sdr               1.00     6.00  317.00  286.00 81408.00 74496.00   517.09   145.49  249.13   81.74  434.66   1.66 100.00
sds              16.00    35.00  164.00  148.00 46336.00 46592.00   595.69   143.60  371.81  166.29  599.56   3.21 100.00
sdt              12.00    17.00  299.00  257.00 80896.00 76800.00   567.25   144.47  273.12   87.41  489.17   1.80 100.10
sdu              38.00    48.00  247.00  183.00 74240.00 56832.00   609.64   141.83  319.41  121.84  586.08   2.33 100.10
sdv               5.00    27.00  366.00  317.00 95232.00 86784.00   532.99   144.01  222.50   73.52  394.50   1.46 100.00
sdw               5.00    19.00  440.00  372.00 113920.00 101632.00   530.92   144.17  172.60   57.84  308.34   1.23 100.00
sdx               2.00    10.00  336.00  320.00 86528.00 84736.00   522.15   142.93  215.72   75.24  363.23   1.52 100.00
sdy               1.00    20.00  535.00  488.00 137216.00 129536.00   521.51   143.30  129.29   50.20  216.00   0.98 100.00
sdz               4.00    19.00  322.00  298.00 83456.00 81920.00   533.47   141.12  224.08   69.54  391.07   1.61 100.00
sdaa              7.00    18.00  289.00  318.00 75776.00 88832.00   542.37   141.20  248.94   84.08  398.76   1.65 100.00
sdab              2.00    18.00  334.00  330.00 86016.00 87808.00   523.57   143.01  217.58   76.48  360.39   1.51 100.00
sdac             35.00    47.00  249.00  262.00 75008.00 79872.00   606.18   141.97  298.40   84.51  501.68   1.96 100.00
sdad              4.00    31.00  270.00  212.00 70144.00 61696.00   547.05   145.09  295.28  110.12  531.10   2.07 100.00
sdae              7.00    28.00  369.00  324.00 96256.00 91648.00   542.29   142.87  197.55   67.46  345.71   1.44 100.00
sdaf              3.00    18.00  505.00  521.00 130048.00 137984.00   522.48   143.66  137.35   47.28  224.66   0.97 100.00
sdag              0.00    11.00  437.00  455.00 111872.00 119808.00   519.46   141.91  155.74   53.42  254.01   1.12 100.00

02/07/2019 07:47:09 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.71    0.00    2.20   20.42    0.00   76.68

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    21.00  356.00  322.00 91136.00 87552.00   527.10   143.09  210.56   67.04  369.22   1.47 100.00
sdc               7.00    45.00  425.00  375.00 110848.00 107776.00   546.56   143.61  187.32   61.21  330.25   1.25 100.00
sdd               4.00    17.00  355.00  336.00 91904.00 91136.00   529.78   141.96  219.24   68.05  378.98   1.45 100.00
sde               8.00    38.00  418.00  371.00 109568.00 103424.00   539.90   142.06  183.08   59.91  321.85   1.27 100.00
sdf               3.00    17.00  352.00  301.00 90880.00 81408.00   527.68   144.19  206.31   78.30  356.00   1.53 100.00
sdg               5.00    16.00  249.00  270.00 64768.00 75020.00   538.68   125.54  222.59  120.75  316.50   1.93 100.00
sdh              18.00    54.00  268.00  248.00 72960.00 75016.00   573.55   141.44  259.34  102.33  429.02   1.94 100.00
sdi               4.00    34.00  531.00  531.00 136960.00 143360.00   527.91   143.15  139.71   43.79  235.62   0.94 100.00
sdj               4.00    27.00  526.00  495.00 135680.00 134144.00   528.55   143.27  143.04   49.13  242.83   0.98 100.00
sdk               5.00    42.00  389.00  359.00 100864.00 103424.00   546.22   142.31  203.94   65.59  353.85   1.34 100.00
sdl               0.00     6.00  297.00  284.00 76288.00 74496.00   519.05   142.18  246.96   89.24  411.90   1.72 100.00
sdm               3.00    10.00  306.00  323.00 79360.00 84736.00   521.77   142.92  241.47   71.08  402.89   1.59 100.00
sdn               6.00    26.00  492.00  464.00 127232.00 125952.00   529.67   142.55  156.61   47.83  271.96   1.05 100.00
sdo               3.00    11.00  334.00  352.00 86528.00 92160.00   520.96   144.61  207.62   71.78  336.51   1.46 100.00
sdp               1.00     8.00  299.00  307.00 76800.00 81152.00   521.29   142.25  252.15   66.41  433.06   1.65 100.00
sdq               3.00    15.00  299.00  236.00 77568.00 63744.00   528.27   144.25  241.05   88.67  434.12   1.87 100.00
sdr               1.00     5.00  277.00  286.00 71168.00 74496.00   517.46   141.86  229.46   77.49  376.66   1.78 100.00
sds              18.00    40.00  226.00  187.00 62464.00 59648.00   591.34   142.73  337.28  125.50  593.22   2.42 100.00
sdt               2.00     5.00  321.00  278.00 82432.00 72960.00   518.84   142.86  226.19   80.83  394.02   1.67 100.00
sdu               0.00     3.00  233.00  261.00 60672.00 74752.00   548.28   143.69  292.88   88.32  475.49   2.02 100.00
sdv              11.00    35.00  353.00  341.00 92928.00 96512.00   545.94   141.38  208.44   71.60  350.10   1.44 100.00
sdw               2.00    31.00  395.00  364.00 101632.00 100096.00   531.56   141.76  186.68   60.18  323.94   1.32 100.00
sdx               0.00    13.00  335.00  321.00 85760.00 86784.00   526.05   143.07  224.18   71.50  383.51   1.52 100.00
sdy               1.00    32.00  493.00  547.00 126464.00 149504.00   530.71   143.47  139.15   46.87  222.32   0.96 100.00
sdz               3.00    15.00  299.00  286.00 77312.00 77312.00   528.63   141.77  241.15   84.88  404.53   1.71 100.00
sdaa              3.00    20.00  287.00  259.00 74240.00 71168.00   532.63   142.71  232.32   77.64  403.73   1.83 100.00
sdab              1.00    14.00  332.00  289.00 85248.00 79360.00   530.14   142.97  233.62   73.28  417.82   1.61 100.00
sdac              4.00     8.00  309.00  283.00 80128.00 77568.00   532.76   144.47  222.05   79.48  377.72   1.69 100.00
sdad              1.00    22.00  231.00  216.00 59136.00 62208.00   542.93   143.86  332.39  114.49  565.43   2.24 100.00
sdae              6.00    37.00  345.00  358.00 89856.00 99840.00   539.68   142.48  216.24   64.32  362.65   1.42 100.00
sdaf              5.00    26.00  522.00  481.00 134912.00 129024.00   526.29   142.59  146.49   44.42  257.27   1.00 100.00
sdag              3.00    23.00  420.00  486.00 108288.00 129792.00   525.56   143.27  155.91   53.17  244.69   1.10 100.00

02/07/2019 07:47:10 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.67    0.00    2.10   23.38    0.00   73.86

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               8.00    20.00  353.00  310.00 92160.00 82188.00   525.94   138.96  219.67   83.26  374.99   1.51 100.00
sdc               8.00    40.00  358.00  328.00 93696.00 92172.00   541.89   135.93  200.05   83.62  327.13   1.46 100.00
sdd               9.00    22.00  327.00  341.00 86016.00 91404.00   531.20   138.03  198.29   81.64  310.15   1.50 100.00
sde               4.00    53.00  352.00  342.00 91136.00 100876.00   553.35   142.53  215.65   68.37  367.24   1.44 100.00
sdf              10.00    15.00  259.00  317.00 68864.00 85004.00   534.26   133.34  262.32  112.75  384.54   1.74 100.00
sdg               4.00    37.00  385.00  303.00 100096.00 84992.00   538.05   142.59  213.65  100.55  357.35   1.45 100.00
sdh              41.00    58.00  265.00  234.00 78848.00 75012.00   616.67   141.96  297.72   82.07  541.94   2.00 100.00
sdi               4.00    48.00  546.00  486.00 141056.00 136448.00   537.80   141.86  133.58   43.51  234.76   0.97 100.00
sdj               1.00    34.00  437.00  418.00 112128.00 114944.00   531.16   145.01  134.62   56.11  216.70   1.17 100.00
sdk               7.00    45.00  415.00  360.00 108032.00 102656.00   543.71   143.40  179.91   68.17  308.71   1.29 100.00
sdl               5.00    12.00  327.00  305.00 84736.00 79104.00   518.48   142.30  235.13   79.97  401.49   1.58 100.00
sdm               1.00    20.00  313.00  327.00 80384.00 87816.00   525.62   140.26  215.35   72.64  351.96   1.56 100.00
sdn               8.00    37.00  488.00  447.00 127232.00 122124.00   533.38   138.16  134.83   58.82  217.80   1.07 100.00
sdo               5.00    20.00  343.00  313.00 89344.00 84748.00   530.77   139.78  225.07   95.12  367.46   1.52 100.00
sdp               2.00    15.00  300.00  250.00 77312.00 65804.00   520.42   140.78  244.23   96.98  420.92   1.82 100.00
sdq               2.00     7.00  291.00  285.00 74752.00 74508.00   518.26   136.46  262.10   95.59  432.12   1.74 100.00
sdr               3.00    19.00  296.00  301.00 76288.00 79880.00   523.18   143.07  258.21   83.15  430.37   1.68 100.00
sds               0.00     2.00  256.00  273.00 65536.00 75016.00   531.39   143.62  340.70   94.18  571.86   1.89 100.00
sdt               3.00     7.00  321.00  277.00 82944.00 71692.00   517.18   139.91  247.06  113.77  401.53   1.67 100.00
sdu               1.00     8.00  288.00  284.00 73984.00 73740.00   516.52   143.00  272.70   83.81  464.26   1.75 100.00
sdv              12.00    22.00  328.00  291.00 87040.00 82700.00   548.43   139.06  217.42  101.65  347.91   1.62 100.00
sdw               8.00    37.00  311.00  308.00 81664.00 86800.00   544.31   122.20  189.23   83.30  296.20   1.62 100.00
sdx               3.00    13.00  290.00  284.00 74752.00 74768.00   520.98   123.74  216.95  108.33  327.87   1.74 100.00
sdy               7.00    26.00  293.00  314.00 76544.00 84496.00   530.61   131.11  207.26   93.33  313.56   1.65 100.00
sdz               5.00    16.00  309.00  307.00 80640.00 81168.00   525.35   136.95  231.54   93.00  370.98   1.62 100.00
sdaa              6.00    17.00  241.00  253.00 62976.00 69136.00   534.87   119.51  266.77  103.55  422.25   2.02 100.00
sdab              6.00    15.00  315.00  317.00 82176.00 84240.00   526.63   138.34  219.44   72.92  365.03   1.58 100.00
sdac              2.00     8.00  234.00  263.00 60416.00 68624.00   519.28   117.15  235.36  108.19  348.51   2.01 100.00
sdad              6.00    60.00  262.00  281.00 68096.00 83468.00   558.25   143.91  295.14   98.36  478.62   1.84 100.00
sdae             10.00    20.00  308.00  249.00 81664.00 70160.00   545.15   122.55  216.11  105.67  352.73   1.80 100.00
sdaf              8.00    35.00  395.00  383.00 103168.00 105488.00   536.39   140.34  161.10   78.83  245.95   1.29 100.00
sdag              6.00    28.00  446.00  418.00 115712.00 111120.00   525.07   134.52  155.71   67.16  250.19   1.16 100.00

02/07/2019 07:47:11 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.69    0.00    2.26   19.56    0.00   77.49

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               6.00    26.00  378.00  333.00 98304.00 92416.00   536.48   143.32  207.66   68.09  366.10   1.41 100.00
sdc              11.00    42.00  414.00  353.00 108800.00 102912.00   552.05   142.25  193.65   61.36  348.80   1.30 100.00
sdd               3.00    22.00  344.00  315.00 88832.00 84736.00   526.76   142.20  204.82   70.85  351.12   1.52 100.00
sde              22.00    54.00  355.00  314.00 96000.00 90112.00   556.39   143.06  193.00   71.67  330.17   1.49 100.00
sdf               7.00    26.00  367.00  301.00 95488.00 82944.00   534.23   143.61  205.44   77.98  360.85   1.50 100.00
sdg               6.00    32.00  329.00  345.00 85504.00 98048.00   544.66   142.84  211.06   70.35  345.26   1.48 100.00
sdh               0.00     8.00  292.00  302.00 74752.00 84992.00   537.86   143.70  250.09   87.24  407.54   1.68 100.00
sdi              10.00    46.00  486.00  443.00 126464.00 125184.00   541.76   143.55  153.86   55.16  262.13   1.08 100.00
sdj               6.00    39.00  437.00  397.00 113408.00 109824.00   535.33   140.90  173.72   49.24  310.73   1.20 100.00
sdk               7.00    42.00  390.00  388.00 101632.00 108300.00   539.67   139.24  176.70   61.13  292.86   1.29 100.00
sdl               3.00    11.00  283.00  322.00 73472.00 85004.00   523.89   127.74  216.40  102.96  316.10   1.65 100.00
sdm               1.00    16.00  330.00  276.00 84736.00 73988.00   523.84   142.36  225.62   80.16  399.54   1.65 100.00
sdn               5.00    47.00  366.00  379.00 94976.00 106496.00   540.86   143.55  194.16   64.20  319.65   1.34 100.00
sdo               6.00    25.00  351.00  367.00 91392.00 100352.00   534.11   141.80  184.18   60.42  302.53   1.39 100.00
sdp               3.00    22.00  333.00  341.00 86016.00 93952.00   534.03   141.68  230.90   71.03  387.01   1.48 100.00
sdq               3.00    20.00  332.00  266.00 86016.00 71936.00   528.27   143.11  214.61   90.17  369.92   1.67 100.00
sdr               4.00    16.00  296.00  277.00 77056.00 75012.00   530.78   142.96  252.54   93.71  422.27   1.75 100.00
sds               1.00     6.00  280.00  289.00 71936.00 74244.00   513.81   144.17  246.42   80.02  407.64   1.76 100.00
sdt               0.00    20.00  368.00  303.00 94464.00 81152.00   523.45   141.96  209.07   62.36  387.24   1.49 100.00
sdu               1.00    12.00  270.00  286.00 69376.00 77056.00   526.73   143.72  218.26   83.39  345.58   1.80 100.00
sdv              11.00    40.00  374.00  312.00 98816.00 85504.00   537.38   144.35  211.73   76.85  373.42   1.46 100.00
sdw               9.00    46.00  346.00  390.00 90880.00 111872.00   550.96   143.52  204.87   68.10  326.22   1.36 100.00
sdx               5.00    14.00  332.00  280.00 86528.00 74752.00   527.06   142.94  218.77   84.67  377.77   1.63 100.00
sdy               2.00    40.00  481.00  491.00 123904.00 136192.00   535.18   141.75  157.58   47.43  265.47   1.03 100.00
sdz               9.00    39.00  336.00  327.00 87808.00 91648.00   541.35   143.03  212.68   68.50  360.82   1.51 100.00
sdaa              5.00    32.00  316.00  263.00 82432.00 73216.00   537.64   140.81  226.98   82.91  400.10   1.73 100.00
sdab              6.00    26.00  340.00  307.00 88576.00 83968.00   533.37   143.23  225.23   79.07  387.09   1.55 100.00
sdac              2.00    13.00  373.00  310.00 96000.00 82432.00   522.49   143.56  228.09   76.81  410.12   1.46 100.00
sdad             15.00    45.00  246.00  226.00 67328.00 69120.00   578.17   141.96  261.50   93.32  444.57   2.12 100.00
sdae             13.00    49.00  407.00  360.00 107264.00 101376.00   544.04   142.86  186.48   66.80  321.79   1.30 100.00
sdaf              3.00    29.00  281.00  241.00 72704.00 69120.00   543.39   140.66  241.78   74.38  436.98   1.92 100.00
sdag              9.00    43.00  442.00  369.00 115456.00 104192.00   541.67   142.11  179.14   60.09  321.75   1.23 100.00

02/07/2019 07:47:12 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.68    0.00    2.27   18.87    0.00   78.19

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     2.00    0.00    5.00     0.00   168.00    67.20     0.01    1.20    0.00    1.20   0.40   0.20
sdb               7.00    25.00  350.00  326.00 91648.00 89600.00   536.24   141.49  202.22   68.80  345.47   1.48 100.00
sdc              23.00    49.00  267.00  260.00 72448.00 76800.00   566.41   145.33  231.24  102.96  362.96   1.90 100.00
sdd              10.00    28.00  314.00  315.00 82688.00 88064.00   542.93   143.20  237.06   84.87  388.77   1.59 100.00
sde              52.00    58.00  300.00  264.00 88832.00 82944.00   609.13   143.28  254.38   89.77  441.44   1.77 100.00
sdf               4.00    36.00  356.00  327.00 92160.00 93184.00   542.73   143.07  208.87   77.85  351.51   1.46 100.00
sdg               5.00    58.00  332.00  276.00 86272.00 81152.00   550.74   142.67  222.34   82.99  389.96   1.64 100.00
sdh               2.00    19.00  339.00  332.00 87296.00 88320.00   523.45   142.20  207.00   76.74  340.01   1.49 100.00
sdi               8.00    51.00  482.00  464.00 125696.00 131848.00   544.49   140.35  157.49   50.34  268.80   1.06 100.00
sdj              10.00    40.00  458.00  395.00 119808.00 111884.00   543.24   141.99  185.00   62.86  326.62   1.17 100.00
sdk               9.00    50.00  350.00  350.00 91648.00 102144.00   553.69   142.14  200.83   61.71  339.95   1.43 100.00
sdl               3.00    20.00  308.00  322.00 79616.00 87296.00   529.88   143.79  230.25   75.57  378.20   1.59 100.00
sdm               0.00    21.00  348.00  328.00 89088.00 88576.00   525.63   142.82  217.29   62.19  381.85   1.48 100.00
sdn               4.00    47.00  414.00  371.00 107008.00 109056.00   550.48   142.13  180.70   57.43  318.26   1.27 100.00
sdo               5.00    32.00  337.00  301.00 87552.00 83456.00   536.08   141.93  218.85   78.83  375.62   1.57 100.00
sdp               3.00    21.00  290.00  288.00 75008.00 77568.00   527.94   141.33  219.41   72.97  366.88   1.73 100.00
sdq               3.00    35.00  312.00  286.00 80640.00 80896.00   540.25   143.27  247.22   77.12  432.78   1.67 100.00
sdr               2.00    19.00  308.00  311.00 78848.00 85248.00   530.20   141.70  229.12   83.60  373.23   1.62 100.00
sds               1.00     4.00  275.00  228.00 70656.00 60160.00   520.14   143.15  267.88  103.16  466.57   1.99 100.00
sdt               1.00    17.00  316.00  301.00 81152.00 83712.00   534.41   143.68  230.31   76.74  391.54   1.62 100.00
sdu               1.00    14.00  261.00  224.00 67072.00 60416.00   525.72   143.24  300.95  105.55  528.63   2.06 100.00
sdv              15.00    43.00  339.00  308.00 90624.00 90880.00   561.06   143.67  215.82   77.30  368.27   1.55 100.00
sdw              19.00    68.00  399.00  330.00 106752.00 98304.00   562.57   144.27  188.43   71.70  329.58   1.37 100.00
sdx               6.00    19.00  324.00  291.00 84480.00 79104.00   531.98   143.76  239.52   78.21  419.12   1.63 100.00
sdy               9.00    46.00  373.00  344.00 97536.00 98304.00   546.28   141.21  189.16   73.84  314.21   1.39 100.00
sdz              10.00    27.00  311.00  296.00 82176.00 83712.00   546.58   142.31  230.64   77.85  391.18   1.65 100.00
sdaa             10.00    42.00  329.00  298.00 86016.00 85504.00   547.11   142.74  241.97   73.33  428.14   1.59 100.00
sdab              1.00    34.00  366.00  338.00 93952.00 93444.00   532.38   144.29  201.55   67.64  346.55   1.42 100.00
sdac              5.00    13.00  327.00  311.00 84736.00 82944.00   525.64   144.32  211.33   71.16  358.70   1.57 100.00
sdad             32.00    36.00  245.00  193.00 71168.00 59908.00   598.52   142.16  336.98  107.27  628.59   2.28 100.00
sdae             37.00    59.00  366.00  323.00 101376.00 96512.00   574.42   143.20  211.45   70.21  371.49   1.45 100.00
sdaf              6.00    53.00  521.00  449.00 134912.00 128260.00   542.62   142.88  170.30   55.59  303.41   1.03 100.00
sdag              5.00    30.00  431.00  405.00 111360.00 112896.00   536.50   142.67  169.22   56.66  289.00   1.20 100.00

02/07/2019 07:47:13 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.69    0.00    2.40   19.49    0.00   77.42

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               6.00    46.00  327.00  331.00 85248.00 94464.00   546.24   143.37  214.52   83.63  343.83   1.52 100.00
sdc              57.00    72.00  382.00  321.00 113664.00 97536.00   600.85   140.94  228.16   73.08  412.71   1.42 100.00
sdd              12.00    24.00  355.00  279.00 93952.00 77056.00   539.46   142.66  214.55   77.60  388.80   1.58 100.00
sde               3.00    11.00  412.00  409.00 108032.00 114176.00   541.31   142.48  189.98   58.28  322.64   1.22 100.00
sdf              12.00    31.00  337.00  301.00 89600.00 83968.00   544.10   142.94  205.12   79.00  346.33   1.57 100.00
sdg              11.00    29.00  342.00  299.00 90112.00 86784.00   551.94   141.48  221.58   73.46  391.01   1.56 100.00
sdh               2.00     9.00  273.00  256.00 70144.00 69632.00   528.45   144.58  248.32   95.93  410.83   1.89 100.00
sdi              18.00    69.00  511.00  407.00 135168.00 119044.00   553.84   142.02  147.37   55.36  262.88   1.09 100.00
sdj              18.00    61.00  519.00  458.00 136960.00 130304.00   547.11   143.02  147.07   48.86  258.37   1.02 100.00
sdk              58.00    74.00  342.00  331.00 101888.00 101120.00   603.29   140.84  200.52   62.26  343.38   1.49 100.00
sdl               3.00    19.00  293.00  235.00 75776.00 64512.00   531.39   142.97  245.52   98.25  429.15   1.89 100.00
sdm               4.00    22.00  319.00  277.00 82688.00 77312.00   536.91   142.35  226.90   81.86  393.92   1.68 100.00
sdn              18.00    55.00  437.00  451.00 116224.00 129536.00   553.51   143.56  167.21   55.21  275.73   1.13 100.00
sdo               9.00    24.00  339.00  343.00 89088.00 93952.00   536.77   142.32  212.59   69.24  354.26   1.47 100.00
sdp               6.00    19.00  296.00  311.00 77312.00 84736.00   533.93   142.79  236.61   85.47  380.46   1.65 100.00
sdq               1.00    22.00  285.00  327.00 72960.00 91904.00   538.77   144.29  255.41   83.76  405.02   1.63 100.00
sdr               1.00    23.00  295.00  271.00 76288.00 73728.00   530.09   144.40  244.75  101.41  400.80   1.77 100.00
sds               4.00    12.00  229.00  231.00 59648.00 63232.00   534.26   140.45  310.58   89.48  529.76   2.17 100.00
sdt               3.00    25.00  212.00  186.00 55040.00 51456.00   535.16   142.60  286.63  136.65  457.56   2.51 100.00
sdu               1.00    14.00  245.00  251.00 62976.00 69376.00   533.68   144.14  313.45   98.88  522.89   2.02 100.00
sdv              24.00    63.00  350.00  317.00 94464.00 98304.00   578.01   143.24  225.93   83.60  383.08   1.50 100.00
sdw              26.00    53.00  342.00  315.00 93952.00 97024.00   581.36   141.78  220.51   68.00  386.10   1.52 100.00
sdx               6.00    24.00  317.00  332.00 82688.00 89856.00   531.72   142.51  228.73   71.83  378.55   1.54 100.00
sdy              19.00    53.00  446.00  445.00 118528.00 127744.00   552.80   142.34  157.96   55.46  260.69   1.12 100.00
sdz               2.00    40.00  291.00  300.00 75520.00 85504.00   544.92   141.48  237.23   77.37  392.28   1.69 100.00
sdaa              6.00    32.00  291.00  255.00 76800.00 73988.00   552.34   142.24  236.06   78.12  416.31   1.83 100.00
sdab              5.00    34.00  353.00  313.00 91648.00 89344.00   543.52   142.77  216.85   74.03  377.93   1.50 100.00
sdac              2.00    34.00  313.00  322.00 80896.00 90116.00   538.62   143.05  227.33   78.42  372.07   1.57 100.00
sdad              3.00     6.00  207.00  193.00 53248.00 55296.00   542.72   141.64  334.57  116.32  568.66   2.50 100.00
sdae             35.00    53.00  325.00  273.00 94208.00 84736.00   598.47   144.09  238.28   85.09  420.65   1.67 100.00
sdaf             13.00    48.00  500.00  434.00 131072.00 121600.00   541.05   143.27  156.36   51.41  277.28   1.07 100.00
sdag              8.00    53.00  485.00  415.00 126464.00 119040.00   545.56   142.31  160.67   55.85  283.17   1.11 100.00

02/07/2019 07:47:14 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.70    0.00    2.26   20.33    0.00   76.72

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               6.00    31.00  284.00  271.00 74240.00 76800.00   544.29   140.52  226.55   79.89  380.24   1.80 100.00
sdc              11.00    15.00  360.00  371.00 95488.00 107520.00   555.43   142.65  197.98   67.15  324.92   1.37 100.00
sdd               8.00    35.00  354.00  279.00 92928.00 79360.00   544.35   143.87  225.30   79.32  410.53   1.58 100.00
sde               4.00    18.00  405.00  372.00 104448.00 98816.00   523.20   143.90  177.40   65.36  299.38   1.29 100.00
sdf              20.00    45.00  327.00  303.00 88320.00 89088.00   563.20   142.57  245.98   77.73  427.56   1.59 100.00
sdg              28.00    59.00  339.00  294.00 93952.00 86024.00   568.64   140.36  231.76   83.57  402.64   1.58 100.00
sdh               3.00    17.00  300.00  324.00 77824.00 85260.00   522.71   138.81  231.14   77.60  373.32   1.60 100.00
sdi              47.00    83.00  465.00  402.00 130048.00 123136.00   584.05   142.91  165.29   51.22  297.24   1.15 100.00
sdj              44.00    74.00  456.00  402.00 127488.00 122368.00   582.41   142.18  174.83   60.92  304.04   1.17 100.00
sdk               1.00     6.00  302.00  292.00 78592.00 83200.00   544.75   141.90  247.25   70.46  430.10   1.68 100.00
sdl               8.00    25.00  339.00  308.00 88576.00 86016.00   539.70   141.62  232.30   70.57  410.32   1.55 100.00
sdm               2.00    28.00  335.00  306.00 86016.00 83968.00   530.37   141.39  225.05   71.00  393.70   1.56 100.00
sdn              17.00    69.00  426.00  376.00 113408.00 112640.00   563.71   143.06  174.28   67.25  295.55   1.25 100.00
sdo              11.00    50.00  388.00  332.00 102144.00 97536.00   554.67   141.69  196.07   64.21  350.17   1.39 100.00
sdp               7.00    25.00  307.00  294.00 80128.00 82944.00   542.67   143.26  237.85   77.57  405.21   1.66 100.00
sdq               4.00    23.00  305.00  249.00 79360.00 68864.00   535.10   142.77  220.54   82.81  389.24   1.81 100.00
