Linux 4.14.35-1844.1.3.el7uek.x86_64 (instance-20190207-1400) 	02/07/2019 	_x86_64_	(104 CPU)

02/07/2019 07:46:39 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.21    0.00    2.00    3.40    0.00   94.39

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdn              10.00    31.00  453.00  482.00 118528.00 130560.00   532.81   142.81  146.98   49.57  238.52   1.07 100.00
sdo              21.00    52.00  222.00  231.00 61440.00 76288.00   608.07   142.74  318.77  101.52  527.55   2.21 100.00
sdp              26.00    62.00  254.00  251.00 71424.00 80128.00   600.21   142.31  291.55   97.76  487.67   1.98 100.00
sdq              35.00    51.00  292.00  253.00 85248.00 76032.00   591.85   143.75  274.08   85.59  491.62   1.83 100.00
sdr              47.00    53.00  258.00  251.00 74752.00 74752.00   587.44   142.06  288.82   96.19  486.82   1.96 100.00
sds              42.00    45.00  304.00  266.00 87808.00 79360.00   586.55   141.94  253.26   82.92  447.94   1.75 100.00
sdt              21.00    40.00  273.00  271.00 75264.00 83968.00   585.41   143.49  275.22  100.02  451.70   1.84 100.00
sdu              41.00    53.00  324.00  282.00 93184.00 82688.00   580.44   143.26  248.52   77.64  444.85   1.65 100.00
sdv               1.00    13.00  340.00  354.00 87296.00 93440.00   520.85   141.63  211.49   73.12  344.39   1.44 100.00
sdw               1.00     9.00  412.00  359.00 105728.00 95488.00   521.96   142.74  188.35   69.66  324.57   1.30 100.00
sdx              43.00    64.00  293.00  293.00 83456.00 86016.00   578.40   143.38  248.66   80.86  416.45   1.71 100.00
sdy               5.00    38.00  521.00  486.00 134400.00 133376.00   531.83   142.08  138.78   48.88  235.16   0.99 100.00
sdz              12.00    21.00  264.00  288.00 70912.00 84224.00   562.09   143.04  270.39   87.85  437.71   1.81 100.00
sdaa              0.00    16.00  386.00  383.00 98816.00 101632.00   521.32   142.54  190.56   69.12  312.96   1.30 100.00
sdab             17.00    46.00  274.00  273.00 73984.00 83712.00   576.59   144.32  287.24   89.97  485.23   1.83 100.00
sdac             18.00    58.00  301.00  292.00 80896.00 87296.00   567.26   142.53  264.55   83.25  451.44   1.69 100.00
sdad              9.00    39.00  237.00  218.00 62464.00 67072.00   569.39   142.33  320.46   96.57  563.87   2.20 100.00
sdae              2.00    16.00  369.00  369.00 94976.00 97792.00   522.41   141.86  191.49   62.52  320.47   1.36 100.00
sdaf             11.00    35.00  433.00  360.00 113920.00 101120.00   542.35   139.41  161.29   53.26  291.23   1.26  99.90
sdag              5.00    33.00  474.00  478.00 122368.00 130304.00   530.82   141.20  151.97   46.88  256.17   1.05 100.00

02/07/2019 07:46:54 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.69    0.00    2.38   18.61    0.00   78.31

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb              34.00    43.00  254.00  262.00 74240.00 81664.00   604.28   141.73  281.00   89.77  466.39   1.94 100.00
sdc               3.00    18.00  421.00  402.00 108544.00 105984.00   521.33   141.95  189.83   52.40  333.75   1.22 100.00
sdd               1.00    18.00  331.00  291.00 84992.00 79104.00   527.64   141.96  221.41   74.18  388.89   1.61 100.00
sde               3.00    27.00  360.00  395.00 92928.00 107520.00   530.99   142.13  199.30   58.59  327.55   1.32 100.00
sdf               0.00     9.00  338.00  323.00 86528.00 84484.00   517.43   143.38  215.08   71.93  364.88   1.51 100.00
sdg               1.00    16.00  345.00  388.00 88576.00 102156.00   520.41   140.50  202.01   60.62  327.73   1.36 100.00
sdh              27.00    16.00  250.00  228.00 72192.00 69380.00   592.35   141.59  315.73  116.92  533.72   2.09 100.00
sdi              12.00    33.00  517.00  453.00 135168.00 124160.00   534.70   143.13  164.69   53.48  291.61   1.03 100.00
sdj               7.00    33.00  391.00  394.00 101888.00 111104.00   542.65   144.04  186.97   62.75  310.26   1.27 100.00
sdk               5.00    18.00  390.00  351.00 101120.00 93184.00   524.44   143.16  223.62   65.76  399.03   1.35 100.00
sdl               7.00    19.00  272.00  282.00 72448.00 82944.00   560.98   142.81  287.26   85.40  481.97   1.81 100.00
sdm               9.00     9.00  292.00  256.00 77824.00 76288.00   562.45   142.04  261.23   85.60  461.55   1.82 100.00
sdn               7.00    38.00  502.00  470.00 130304.00 130304.00   536.23   141.20  145.58   49.04  248.70   1.03 100.00
sdo              36.00    49.00  259.00  231.00 76544.00 73216.00   611.27   143.18  291.31   95.74  510.58   2.04 100.00
sdp               1.00    11.00  284.00  262.00 73728.00 77568.00   554.20   143.32  260.16   89.98  444.63   1.83 100.00
sdq               2.00     9.00  274.00  271.00 70912.00 78080.00   546.76   142.30  256.38   89.90  424.70   1.83 100.00
sdr               3.00     8.00  260.00  277.00 70400.00 80640.00   562.53   141.62  286.24   84.01  476.06   1.86 100.00
sds              14.00    26.00  311.00  278.00 84480.00 82688.00   567.63   143.12  253.69   75.39  453.16   1.70 100.00
sdt              27.00    44.00  271.00  254.00 76544.00 76288.00   582.22   142.21  264.74   93.79  447.14   1.90 100.00
sdu               9.00    25.00  250.00  241.00 66560.00 74752.00   575.61   144.32  255.50   91.73  425.39   2.04 100.00
sdv               2.00    12.00  354.00  345.00 91136.00 93184.00   527.38   141.02  193.69   69.16  321.46   1.43 100.00
sdw               1.00     7.00  401.00  324.00 102912.00 85504.00   519.77   142.16  195.41   74.61  344.92   1.38 100.00
sdx               3.00     9.00  331.00  314.00 88064.00 90112.00   552.48   142.98  223.69   82.28  372.75   1.55 100.00
sdy              11.00    46.00  377.00  367.00 99584.00 102656.00   543.66   140.23  146.35   50.78  244.51   1.34 100.00
sdz               0.00     9.00  359.00  347.00 91904.00 91904.00   520.70   143.45  212.18   63.83  365.65   1.42 100.00
sdaa              1.00    18.00  370.00  339.00 94976.00 90368.00   522.83   143.70  194.07   69.69  329.82   1.41 100.00
sdab             40.00    47.00  281.00  264.00 82944.00 77568.00   589.03   141.38  243.96   72.81  426.12   1.83 100.00
sdac             35.00    65.00  278.00  255.00 80384.00 78592.00   596.53   143.04  265.77   85.49  462.30   1.88 100.00
sdad             10.00    32.00  233.00  245.00 62720.00 71168.00   560.20   143.50  326.41   95.78  545.74   2.09 100.10
sdae              4.00    24.00  399.00  365.00 103168.00 99328.00   530.09   142.16  181.73   57.49  317.53   1.31 100.10
sdaf              6.00    47.00  482.00  471.00 124928.00 132352.00   539.94   144.35  158.22   51.42  267.51   1.05 100.10
sdag              7.00    37.00  446.00  398.00 115968.00 110592.00   536.87   142.84  154.27   57.63  262.57   1.18 100.00

02/07/2019 07:46:55 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.63    0.00    2.19   26.16    0.00   71.01

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00     8.00  260.00  274.00 66560.00 71948.00   518.76   136.46  250.90   94.51  399.29   1.87 100.00
sdc               4.00    15.00  355.00  322.00 91904.00 86284.00   526.40   133.90  196.27   89.05  314.48   1.48 100.00
sdd               6.00    11.00  290.00  339.00 75008.00 88588.00   520.18   128.97  213.25  116.27  296.21   1.59 100.00
sde               0.00    22.00  359.00  368.00 91904.00 98060.00   522.60   141.15  192.09   57.18  323.70   1.38 100.00
sdf               4.00     9.00  280.00  323.00 72704.00 84236.00   520.53   130.84  231.60   89.00  355.21   1.66 100.00
sdg               3.00    24.00  388.00  314.00 99840.00 84224.00   524.40   143.08  195.02   61.30  360.25   1.42 100.00
sdh               1.00    10.00  290.00  286.00 74496.00 74240.00   516.44   143.04  257.39   88.81  428.32   1.74 100.00
sdi              12.00    67.00  502.00  451.00 130816.00 130304.00   548.00   141.98  141.36   48.27  244.97   1.05 100.00
sdj              12.00    51.00  474.00  469.00 124416.00 132352.00   544.58   142.94  142.80   50.33  236.25   1.06 100.00
sdk               1.00    15.00  370.00  359.00 94976.00 97536.00   528.15   142.29  184.33   58.38  314.13   1.37 100.00
sdl               1.00    10.00  314.00  281.00 80640.00 74240.00   520.61   143.49  221.48   89.43  369.05   1.68 100.00
sdm               0.00     5.00  271.00  305.00 69376.00 79116.00   515.60   131.86  245.54  101.41  373.60   1.74 100.00
sdn              17.00    46.00  447.00  464.00 118784.00 130060.00   546.31   138.03  148.51   53.27  240.26   1.10 100.00
sdo               0.00     7.00  275.00  308.00 70400.00 84236.00   530.48   136.45  255.80   79.42  413.28   1.72 100.00
sdp               0.00    13.00  306.00  303.00 78336.00 79884.00   519.61   143.06  243.35   78.55  409.78   1.64 100.00
sdq               2.00    11.00  289.00  234.00 74496.00 60684.00   516.94   134.46  254.85  105.15  439.73   1.91 100.00
sdr               1.00     6.00  287.00  279.00 73728.00 71688.00   513.84   137.05  233.65   87.62  383.87   1.77 100.00
sds               5.00     9.00  304.00  273.00 79104.00 71176.00   520.90   140.53  238.47  106.64  385.27   1.73 100.00
sdt               2.00    11.00  261.00  273.00 67328.00 75532.00   535.06   136.49  254.31  108.81  393.41   1.87 100.00
sdu               0.00     7.00  293.00  264.00 75008.00 69904.00   520.33   143.11  289.20  114.73  482.84   1.80 100.00
sdv               2.00    29.00  356.00  373.00 91648.00 101392.00   529.60   140.95  201.45   59.24  337.18   1.37 100.00
sdw               1.00    11.00  290.00  320.00 74496.00 83216.00   517.09   122.45  188.83   80.16  287.31   1.64 100.00
sdx               5.00    14.00  269.00  253.00 70144.00 67344.00   526.77   129.63  248.65  132.38  372.28   1.92 100.00
sdy               9.00    50.00  452.00  443.00 117760.00 128016.00   549.22   137.33  174.30   58.30  292.65   1.12 100.00
sdz               4.00    11.00  261.00  288.00 67840.00 75792.00   523.25   126.39  222.89  121.10  315.15   1.82 100.00
sdaa              5.00    16.00  322.00  318.00 83712.00 85264.00   528.05   126.87  198.95   90.52  308.74   1.56 100.00
sdab             12.00     8.00  253.00  275.00 68096.00 77324.00   550.83   136.21  282.28  106.60  443.91   1.89 100.00
sdac              7.00     9.00  260.00  255.00 68864.00 76812.00   565.73   129.30  270.10  141.15  401.56   1.94 100.00
sdad             31.00    28.00  193.00  177.00 55296.00 52236.00   581.25   121.77  315.20  179.25  463.44   2.70 100.00
sdae              1.00    37.00  349.00  321.00 89600.00 88588.00   531.90   142.01  218.69   66.92  383.70   1.49 100.00
sdaf             14.00    52.00  470.00  425.00 123904.00 121356.00   548.07   138.97  147.68   69.37  234.28   1.12 100.00
sdag              7.00    43.00  394.00  374.00 102656.00 105996.00   543.36   141.78  186.01   70.19  308.02   1.30 100.00

02/07/2019 07:46:56 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.70    0.00    2.33   19.81    0.00   77.15

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    13.00  382.00  381.00 97792.00 100352.00   519.38   143.00  202.08   64.17  340.35   1.31 100.00
sdc               8.00    25.00  414.00  352.00 108032.00 96512.00   534.06   142.37  185.15   62.20  329.76   1.31 100.00
sdd               1.00    11.00  356.00  301.00 92160.00 81152.00   527.59   144.50  203.49   72.68  358.21   1.52 100.00
sde               3.00    29.00  434.00  391.00 111872.00 105728.00   527.52   142.92  180.05   62.82  310.18   1.21 100.00
sdf               0.00    22.00  380.00  379.00 97280.00 101376.00   523.47   141.97  181.15   64.56  298.05   1.32 100.00
sdg               2.00    33.00  370.00  354.00 95488.00 99328.00   538.17   142.81  191.73   60.55  328.84   1.38 100.00
sdh               0.00     2.00   26.00   16.00  6656.00  4352.00   524.19   156.97  219.98   52.12  492.75  23.81 100.00
sdi              17.00    50.00  354.00  338.00 96000.00 99328.00   564.53   142.09  198.89   75.03  328.62   1.45 100.10
sdj              12.00    56.00  459.00  449.00 120576.00 130304.00   552.60   142.72  167.37   54.06  283.21   1.10 100.00
sdk               5.00    29.00  321.00  335.00 83200.00 92424.00   535.44   139.69  220.38   86.28  348.87   1.52 100.00
sdl               3.00     5.00  317.00  266.00 81920.00 69388.00   519.07   137.86  238.70  119.67  380.55   1.72 100.00
sdm               3.00    11.00  313.00  293.00 80896.00 77312.00   522.14   143.25  217.98  102.21  341.64   1.65 100.00
sdn              12.00    53.00  443.00  451.00 116224.00 126976.00   544.07   142.78  172.57   52.69  290.34   1.12 100.00
sdo               3.00    13.00  363.00  387.00 93440.00 103424.00   524.97   142.87  185.79   63.85  300.17   1.33 100.00
sdp               1.00    14.00  332.00  274.00 85248.00 73728.00   524.67   143.61  235.15   80.86  422.09   1.65 100.00
sdq               2.00    20.00  320.00  298.00 82432.00 80896.00   528.57   145.07  244.58   82.07  419.10   1.62 100.00
sdr               1.00    10.00  314.00  344.00 80896.00 90372.00   520.57   142.74  219.32   65.10  360.09   1.52 100.00
sds               3.00     9.00  242.00  229.00 62464.00 62212.00   529.41   141.67  287.03   83.03  502.60   2.12 100.00
sdt               2.00    13.00  319.00  275.00 82176.00 73984.00   525.79   142.23  239.30   91.22  411.07   1.68 100.00
sdu               0.00    10.00  345.00  329.00 88320.00 86784.00   519.60   143.31  211.64   69.75  360.42   1.48 100.00
sdv               6.00    26.00  341.00  343.00 88832.00 94208.00   535.20   142.13  206.52   68.30  343.94   1.46 100.00
sdw               6.00    26.00  372.00  339.00 96768.00 92672.00   532.88   143.08  210.23   68.68  365.56   1.41 100.00
sdx               3.00    17.00  337.00  316.00 87040.00 85504.00   528.47   143.25  215.32   78.69  361.03   1.53 100.00
sdy              10.00    63.00  457.00  462.00 119552.00 133120.00   549.88   141.51  161.62   48.18  273.82   1.09 100.00
sdz               2.00    13.00  352.00  305.00 90624.00 81152.00   522.91   142.87  215.98   77.31  376.02   1.52 100.00
sdaa              5.00    20.00  407.00  392.00 105216.00 105472.00   527.38   141.85  175.33   58.56  296.57   1.25 100.00
sdab              0.00     4.00  353.00  359.00 90368.00 92416.00   513.44   145.00  201.59   64.60  336.29   1.40 100.00
sdac              0.00     3.00  267.00  238.00 68352.00 61440.00   514.03   139.97  271.21   80.19  485.52   1.98 100.00
sdad             22.00    39.00  225.00  209.00 65280.00 62464.00   588.68   142.36  312.53  107.61  533.14   2.30 100.00
sdae              5.00    30.00  411.00  393.00 106496.00 111360.00   541.93   142.07  178.67   56.21  306.73   1.24 100.00
sdaf             21.00    69.00  476.00  406.00 126720.00 119808.00   559.02   142.23  171.11   53.07  309.50   1.13 100.00
sdag             17.00    44.00  465.00  437.00 123648.00 121600.00   543.79   142.86  167.52   54.94  287.32   1.11 100.00

02/07/2019 07:46:57 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.68    0.00    2.36   19.06    0.00   77.90

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               2.00    19.00  364.00  332.00 93696.00 89344.00   525.98   143.32  201.64   72.06  343.70   1.44 100.00
sdc               5.00    33.00  364.00  364.00 94464.00 98560.00   530.29   143.65  197.10   71.88  322.32   1.37 100.00
sdd               9.00    13.00  320.00  283.00 84224.00 75776.00   530.68   142.42  239.71   82.98  416.93   1.66 100.00
sde               4.00    37.00  388.00  376.00 100352.00 104704.00   536.80   143.19  174.89   58.29  295.20   1.31 100.00
sdf               6.00    27.00  339.00  313.00 87808.00 88320.00   540.27   142.46  213.78   76.27  362.72   1.53 100.00
sdg               4.00    24.00  367.00  347.00 94976.00 96000.00   534.95   141.94  209.28   59.18  368.04   1.40 100.00
sdh               0.00     0.00    0.00    0.00     0.00     0.00     0.00   158.16    0.00    0.00    0.00   0.00 100.10
sdi              21.00    66.00  406.00  415.00 109312.00 125440.00   571.87   136.94  192.52   57.75  324.37   1.22 100.00
sdj              22.00    62.00  496.00  437.00 132352.00 125708.00   553.18   141.92  155.70   58.22  266.35   1.07 100.00
sdk               6.00    23.00  299.00  248.00 78336.00 68100.00   535.41   144.29  226.85   87.45  394.91   1.83 100.00
sdl               1.00    16.00  320.00  331.00 82176.00 87808.00   522.22   142.46  225.84   73.53  373.09   1.54 100.00
sdm               2.00    16.00  277.00  328.00 71424.00 87808.00   526.39   140.32  242.93   64.74  393.41   1.65 100.00
sdn              31.00    69.00  420.00  392.00 114688.00 117248.00   571.27   142.48  163.88   58.04  277.28   1.23 100.00
sdo               1.00    14.00  368.00  373.00 94720.00 98048.00   520.29   141.94  198.03   59.14  335.06   1.35 100.00
sdp               5.00    16.00  333.00  299.00 86528.00 79360.00   524.96   142.29  222.67   81.07  380.36   1.58 100.00
sdq               1.00    14.00  315.00  326.00 80896.00 88320.00   527.98   143.96  222.13   75.31  363.99   1.56 100.00
sdr               3.00    11.00  314.00  331.00 80640.00 89600.00   527.88   141.21  223.20   64.46  373.78   1.55 100.00
sds               2.00    19.00  323.00  292.00 83200.00 78080.00   524.49   144.75  243.50   85.93  417.79   1.63 100.00
sdt               3.00     8.00  299.00  293.00 77312.00 77568.00   523.24   142.74  251.91   82.11  425.18   1.69 100.00
sdu               3.00    19.00  275.00  237.00 71168.00 63232.00   525.00   141.56  260.49   86.19  462.74   1.95 100.00
sdv               5.00    30.00  352.00  350.00 91392.00 95488.00   532.42   140.94  193.99   64.34  324.37   1.42 100.00
sdw               3.00    21.00  368.00  320.00 94976.00 86272.00   526.88   142.54  192.04   70.75  331.53   1.45 100.00
sdx               0.00    14.00  301.00  315.00 77056.00 84480.00   524.47   141.88  232.69   75.84  382.56   1.62 100.00
sdy              31.00    82.00  449.00  420.00 122368.00 124928.00   569.15   143.61  169.84   58.08  289.31   1.15 100.00
sdz               1.00    17.00  312.00  346.00 80128.00 92416.00   524.45   143.22  221.51   65.93  361.79   1.52 100.00
sdaa              9.00    30.00  429.00  377.00 112384.00 102404.00   532.97   143.75  182.44   57.62  324.48   1.24 100.00
sdab              2.00    22.00  339.00  350.00 87296.00 94720.00   528.35   141.25  210.99   65.30  352.11   1.45 100.00
sdac              1.00    12.00  336.00  315.00 86272.00 83200.00   520.65   140.89  208.91   60.65  367.05   1.54 100.10
sdad              1.00     3.00  253.00  265.00 65024.00 73472.00   534.73   142.81  287.35   89.11  476.62   1.93 100.00
sdae             13.00    35.00  397.00  327.00 104960.00 93440.00   548.07   142.94  190.89   67.28  340.95   1.38 100.00
sdaf             36.00   105.00  462.00  432.00 126976.00 133888.00   583.59   142.22  156.41   50.21  269.97   1.12 100.00
sdag             20.00    70.00  481.00  420.00 128000.00 123392.00   558.03   142.02  154.30   51.10  272.50   1.11 100.00

02/07/2019 07:46:58 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.71    0.00    2.24   19.55    0.00   77.51

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               4.00    25.00  375.00  317.00 97024.00 87040.00   531.98   141.72  194.03   66.98  344.32   1.45 100.00
sdc               9.00    41.00  459.00  384.00 119808.00 109312.00   543.58   142.68  172.31   58.63  308.20   1.19 100.00
sdd               5.00    24.00  356.00  332.00 92416.00 90624.00   532.09   141.81  214.53   72.88  366.41   1.45 100.00
sde               3.00    43.00  451.00  387.00 116224.00 112896.00   546.83   141.56  175.59   53.69  317.66   1.19 100.00
sdf               7.00    25.00  326.00  305.00 85504.00 84480.00   538.78   141.65  227.06   79.53  384.76   1.58 100.00
sdg              10.00    25.00  359.00  354.00 94464.00 97280.00   537.85   141.85  204.80   67.42  344.12   1.40 100.10
sdh               0.00     0.00    0.00    0.00     0.00     0.00     0.00   158.00    0.00    0.00    0.00   0.00 100.00
sdi              34.00    54.00  459.00  465.00 126208.00 134156.00   563.56   140.07  142.32   56.20  227.34   1.08 100.00
sdj              64.00    98.00  465.00  466.00 135424.00 145664.00   603.84   142.55  150.73   45.47  255.77   1.07 100.00
sdk              11.00    29.00  357.00  297.00 93696.00 83712.00   542.53   142.72  239.51   71.68  441.25   1.53 100.00
sdl               7.00    15.00  346.00  266.00 89856.00 71680.00   527.90   142.92  220.00   80.82  401.03   1.63 100.00
sdm               4.00    17.00  283.00  255.00 73472.00 68608.00   528.18   141.41  227.70   88.58  382.08   1.86 100.00
sdn              32.00    63.00  448.00  428.00 123904.00 131328.00   582.72   143.39  167.29   52.37  287.59   1.14 100.00
sdo               5.00    20.00  316.00  338.00 82176.00 91648.00   531.57   142.55  202.27   74.09  322.10   1.53 100.00
sdp               2.00    28.00  290.00  290.00 74752.00 81408.00   538.48   142.23  236.43   84.59  388.28   1.72 100.00
sdq               3.00    31.00  266.00  305.00 68864.00 84480.00   537.11   141.66  251.22   75.54  404.44   1.75 100.00
sdr               4.00    26.00  276.00  286.00 71680.00 76800.00   528.40   142.77  236.67   83.34  384.63   1.78 100.00
sds               2.00    14.00  224.00  240.00 58112.00 66560.00   537.38   144.32  304.96  107.32  489.43   2.16 100.00
sdt               3.00    16.00  320.00  296.00 82176.00 79360.00   524.47   143.60  236.96   80.99  405.58   1.62 100.00
sdu               3.00    23.00  324.00  261.00 83712.00 72448.00   533.88   143.09  247.33   80.02  455.02   1.71 100.00
sdv              12.00    29.00  360.00  343.00 95232.00 97280.00   547.69   142.41  199.71   68.79  337.12   1.42 100.00
sdw               5.00    20.00  275.00  282.00 70912.00 78080.00   534.98   145.66  264.50   79.82  444.60   1.80 100.00
sdx               3.00    21.00  328.00  289.00 84736.00 78336.00   528.60   143.14  222.45   80.09  384.02   1.62 100.00
sdy              45.00    57.00  435.00  433.00 123904.00 131840.00   589.27   142.92  167.04   52.48  282.13   1.15 100.00
sdz               7.00    21.00  363.00  298.00 94720.00 80640.00   530.59   142.89  217.33   80.41  384.11   1.51 100.00
sdaa              6.00    38.00  401.00  349.00 103680.00 99328.00   541.35   143.83  184.39   73.18  312.16   1.33 100.10
sdab              0.00    18.00  334.00  336.00 85504.00 90368.00   524.99   141.41  203.79   68.79  337.99   1.49 100.10
sdac              3.00    12.00  268.00  289.00 69376.00 77056.00   525.79   142.77  245.92   88.11  392.26   1.80 100.00
sdad              0.00     3.00  248.00  200.00 63488.00 51968.00   515.43   142.14  275.27  101.52  490.70   2.23 100.00
sdae              3.00    40.00  389.00  349.00 100352.00 97536.00   536.28   143.50  192.37   63.97  335.48   1.36 100.00
sdaf             13.00    26.00  517.00  466.00 136960.00 134400.00   552.11   142.36  147.45   48.31  257.45   1.02 100.00
sdag             32.00    60.00  408.00  436.00 112896.00 132864.00   582.37   141.19  176.22   52.42  292.07   1.18 100.00

02/07/2019 07:46:59 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.73    0.00    2.35   19.62    0.00   77.30

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               4.00    25.00  326.00  377.00 84480.00 102144.00   530.94   140.38  205.99   68.27  325.07   1.42 100.00
sdc               7.00    46.00  399.00  390.00 103936.00 111104.00   545.10   141.25  175.60   61.10  292.74   1.27 100.00
sdd               2.00    25.00  311.00  316.00 80128.00 85760.00   529.15   143.79  234.04   74.61  390.94   1.59 100.00
sde              10.00    48.00  379.00  404.00 99584.00 115720.00   549.95   142.16  186.75   65.30  300.68   1.28 100.00
sdf               7.00    33.00  377.00  359.00 98304.00 98304.00   534.26   142.32  200.16   60.31  347.04   1.36 100.00
sdg               7.00    28.00  380.00  351.00 98816.00 96008.00   533.03   142.45  189.63   60.20  329.75   1.37 100.00
sdh               2.00    13.00  281.00  289.00 72192.00 76552.00   521.91   144.96 1069.87  369.85 1750.51   1.75 100.00
sdi               5.00    21.00  485.00  465.00 125184.00 123392.00   523.32   144.29  151.48   52.62  254.60   1.05 100.00
sdj               3.00    15.00  523.00  480.00 134912.00 129024.00   526.29   142.62  141.30   47.89  243.07   1.00 100.00
sdk               3.00    37.00  421.00  340.00 109056.00 95488.00   537.57   141.45  190.85   60.91  351.75   1.31 100.00
sdl               6.00    18.00  304.00  279.00 79872.00 76032.00   534.83   142.99  255.64   82.84  443.92   1.72 100.00
sdm               4.00    19.00  314.00  284.00 81408.00 79360.00   537.69   143.31  259.41   81.29  456.35   1.67 100.00
sdn               2.00     6.00  482.00  402.00 123648.00 106240.00   520.11   141.82  155.20   54.51  275.94   1.13 100.00
sdo               5.00    32.00  324.00  355.00 83968.00 99328.00   539.90   141.94  223.89   72.65  361.93   1.47 100.00
sdp               1.00    14.00  288.00  298.00 74240.00 82432.00   534.72   144.02  256.85   90.43  417.69   1.71 100.00
sdq               7.00    28.00  306.00  278.00 80128.00 79872.00   547.95   140.24  243.24   87.49  414.68   1.71 100.00
sdr               3.00    20.00  256.00  235.00 66816.00 67328.00   546.41   141.48  259.87   90.35  444.53   2.04 100.00
sds               1.00    11.00  232.00  216.00 59648.00 58880.00   529.14   142.88  294.64  125.00  476.84   2.23 100.00
sdt               3.00    13.00  300.00  298.00 78080.00 80128.00   529.12   141.62  225.31   80.17  371.43   1.67 100.00
sdu               2.00    11.00  270.00  269.00 69632.00 73728.00   531.95   143.80  265.62   89.34  442.56   1.86 100.00
sdv               9.00    44.00  381.00  354.00 99584.00 100864.00   545.44   142.75  195.56   67.31  333.58   1.36 100.00
sdw               4.00    21.00  361.00  343.00 94208.00 93184.00   532.36   142.55  202.00   69.32  341.64   1.42 100.00
sdx               3.00    23.00  310.00  282.00 80128.00 78080.00   534.49   142.45  237.85   76.61  415.11   1.69 100.00
sdy               1.00    14.00  452.00  466.00 115968.00 123136.00   520.92   142.00  145.46   49.43  238.61   1.09 100.00
sdz               3.00    35.00  295.00  322.00 76288.00 90880.00   541.87   142.21  209.63   75.19  332.80   1.62 100.00
sdaa              7.00    34.00  340.00  289.00 89344.00 81664.00   543.75   142.16  227.46   75.08  406.74   1.59  99.90
sdab              4.00    22.00  353.00  320.00 91392.00 87296.00   531.02   144.01  215.71   76.52  369.27   1.48  99.90
sdac              2.00    16.00  300.00  278.00 77312.00 74496.00   525.29   144.56  265.83   94.77  450.43   1.73 100.00
sdad              2.00    13.00  238.00  238.00 61440.00 62976.00   522.76   144.21  329.82  108.31  551.34   2.10 100.00
sdae              8.00    37.00  400.00  322.00 104448.00 91648.00   543.20   143.31  199.18   69.72  360.01   1.39 100.00
sdaf              2.00    17.00  477.00  465.00 122624.00 121600.00   518.52   142.74  144.70   49.12  242.74   1.06 100.00
sdag              2.00    10.00  495.00  413.00 127232.00 108032.00   518.20   143.03  149.77   58.12  259.62   1.10 100.00

02/07/2019 07:47:00 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.72    0.00    2.20   24.48    0.00   72.59

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    2.00     0.00    16.00    16.00     0.01    4.50    0.00    4.50   3.00   0.60
sdb               3.00    19.00  303.00  310.00 78336.00 84748.00   532.08   125.85  212.09   87.54  333.84   1.63 100.00
sdc               8.00    62.00  366.00  409.00 95488.00 119308.00   554.31   142.10  188.83   59.07  304.95   1.29 100.10
