Linux 4.14.35-1844.1.3.el7uek.x86_64 (instance-20190207-1400) 	02/07/2019 	_x86_64_	(104 CPU)

02/07/2019 07:48:42 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.24    0.00    1.99    4.25    0.00   93.52

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdt              57.00     2.00 26400.00    6.00 105824.00  4112.00     8.33   140.07    5.31    5.31   11.67   0.04 100.00
sdu              56.00     1.00 26169.00    6.00 104900.00  4108.00     8.33   139.89    5.35    5.34    8.83   0.04 100.00
sdv              56.00     1.00 25385.00    6.00 101760.00  4108.00     8.34   139.47    5.48    5.48    9.33   0.04 100.10
sdw              37.00     1.00 21224.00    6.00 85048.00  4108.00     8.40   140.83    6.63    6.63   10.50   0.05 100.00
sdx              23.00     1.00 16303.00    6.00 65304.00  4108.00     8.51   141.36    8.67    8.67   13.17   0.06 100.00
sdy              60.00     0.00 26059.00    2.00 104476.00  2048.00     8.17   139.62    5.36    5.36   13.00   0.04 100.00
sdz              42.00     0.00 22147.00    2.00 88756.00  2048.00     8.20   123.90    5.59    5.59   12.00   0.04  98.00
sdaa             22.00     0.00 12250.00    2.00 49088.00  2048.00     8.35   142.22   11.61   11.61   23.00   0.08 100.00
sdab             10.00     0.00 8827.00    2.00 35352.00  2048.00     8.47   142.43   16.11   16.11   21.00   0.11 100.00
sdac             61.00     0.00 23295.00    2.00 93424.00  2048.00     8.20   140.17    6.02    6.02   12.50   0.04 100.00
sdad             41.00     0.00 21193.00    2.00 84928.00  2048.00     8.21   139.96    6.61    6.61   14.00   0.05  99.90
sdae             10.00     0.00 8955.00    2.00 35860.00  2048.00     8.46   142.85   15.96   15.95   21.00   0.11  99.90
sdaf             65.00     0.00 24599.00    4.00 98656.00  4096.00     8.35   140.67    5.70    5.70   11.25   0.04 100.00
sdag              7.00     0.00 7603.00    4.00 30440.00  4096.00     9.08   142.44   18.67   18.66   35.25   0.13 100.00

02/07/2019 07:48:55 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.09    0.00   18.87   11.82    0.00   68.22

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb              77.00     0.00 26985.00    2.00 108248.00  2048.00     8.17   140.16    5.18    5.18   12.00   0.04 100.20
sdc              73.00     0.00 24601.00    2.00 98700.00  2048.00     8.19   140.40    5.71    5.71   13.50   0.04  99.90
sdd              80.00     0.00 26935.00    2.00 108060.00  2048.00     8.18   139.49    5.18    5.18   10.00   0.04 100.00
sde              31.00     0.00 18635.00    2.00 74668.00  2048.00     8.23   140.83    7.55    7.55   14.00   0.05 100.00
sdf               7.00     0.00 8233.00    2.00 32960.00  2048.00     8.50   142.03   17.27   17.27   29.00   0.12 100.00
sdg              17.00     0.00 13525.00    2.00 54164.00  2048.00     8.31   142.10   10.51   10.51   21.50   0.07 100.00
sdh              53.00     0.00 24885.00    3.00 99748.00  2052.00     8.18   140.29    5.63    5.63    9.00   0.04 100.10
sdi              72.00     0.00 25174.00    4.00 100984.00  4096.00     8.35   139.58    5.54    5.54   12.00   0.04 100.00
sdj              39.00     0.00 19875.00    4.00 79652.00  4096.00     8.43   140.95    7.09    7.09   16.75   0.05 100.00
sdk              12.00     0.00 9201.00    4.00 36852.00  4096.00     8.90   142.21   15.43   15.43   26.75   0.11 100.00
sdl              81.00     0.00 26473.00    4.00 106212.00  4096.00     8.33   140.40    5.30    5.29   12.75   0.04 100.10
sdm              59.00     0.00 25367.00    4.00 101708.00  4096.00     8.34   140.78    5.54    5.54   12.00   0.04 100.00
sdn              47.00     0.00 21036.00    4.00 84332.00  4096.00     8.41   141.01    6.70    6.70   16.00   0.05 100.00
sdo              26.00     0.00 16806.00    4.00 67324.00  4096.00     8.50   141.19    8.39    8.39   18.50   0.06 100.00
sdp              19.00     0.00 13938.00    4.00 55828.00  4096.00     8.60   142.55   10.22   10.22   14.75   0.07 100.00
sdq              59.00     0.00 23451.00    4.00 94040.00  4096.00     8.37   140.21    5.98    5.98   12.25   0.04 100.00
sdr              36.00     0.00 20112.00    4.00 80592.00  4096.00     8.42   141.04    7.02    7.01   15.50   0.05 100.00
sds              24.00     0.00 14498.00    4.00 58088.00  4096.00     8.58   141.51    9.73    9.73   18.25   0.07 100.10
sdt              80.00     0.00 26561.00    4.00 106568.00  4096.00     8.33   140.18    5.27    5.27   11.75   0.04 100.00
sdu              81.00     0.00 26068.00    4.00 104596.00  4096.00     8.34   140.20    5.38    5.37   15.00   0.04 100.00
sdv              44.00     0.00 25233.00    4.00 101108.00  4096.00     8.34   139.61    5.54    5.54   12.75   0.04 100.00
sdw              76.00     0.00 24775.00    4.00 99404.00  4096.00     8.35   140.02    5.65    5.65   12.75   0.04 100.00
sdx              33.00     0.00 16436.00    4.00 65876.00  4096.00     8.51   141.21    8.59    8.59   17.25   0.06 100.00
sdy              85.00     0.00 26023.00    4.00 104428.00  4096.00     8.34   139.88    5.36    5.36   14.00   0.04 100.00
sdz              60.00     0.00 23997.00    4.00 96224.00  4096.00     8.36   139.18    5.80    5.80   20.50   0.04 100.00
sdaa             22.00     0.00 12281.00    4.00 49212.00  4096.00     8.68   141.85   11.52   11.52   22.00   0.08 100.00
sdab              4.00     0.00 8693.00    4.00 34788.00  4096.00     8.94   142.20   16.34   16.34   20.75   0.12 100.10
sdac             48.00     0.00 22938.00    4.00 91944.00  4096.00     8.37   140.82    6.14    6.14   12.25   0.04 100.00
sdad             54.00     0.00 24294.00    4.00 97400.00  4096.00     8.35   140.13    5.76    5.76   12.50   0.04 100.00
sdae              9.00     0.00 8714.00    4.00 34892.00  4096.00     8.94   143.06   16.43   16.43   22.00   0.11 100.00
sdaf             60.00     0.00 24485.00    2.00 98180.00  2048.00     8.19   140.29    5.75    5.75   12.50   0.04  99.90
sdag              5.00     0.00 7818.00    2.00 31292.00  2048.00     8.53   143.63   18.43   18.43   35.50   0.13  99.90

02/07/2019 07:48:56 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.07    0.00   18.18   11.95    0.00   68.80

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb              75.00     0.00 27060.00    4.00 108536.00  4096.00     8.32   139.98    5.17    5.17   11.00   0.04 100.10
sdc              82.00     0.00 26012.00    4.00 104376.00  4096.00     8.34   140.41    5.40    5.39   11.50   0.04 100.10
sdd              97.00     0.00 26713.00    4.00 107240.00  4096.00     8.33   139.64    5.23    5.23   12.75   0.04 100.00
sde              42.00     0.00 17991.00    4.00 72132.00  4096.00     8.47   141.22    7.85    7.84   14.00   0.06 100.00
sdf              11.00     0.00 8283.00    4.00 33176.00  4096.00     9.00   142.97   17.26   17.25   24.25   0.12 100.10
sdg              17.00     0.00 13381.00    4.00 53592.00  4096.00     8.62   141.14   10.54   10.53   20.75   0.07 100.00
sdh              48.00     0.00 21096.00    4.00 84580.00  4096.00     8.41   141.00    6.67    6.67   14.50   0.05 100.00
sdi              77.00     0.00 25923.00    2.00 104004.00  2048.00     8.18   139.58    5.39    5.39   12.50   0.04 100.00
sdj              26.00     0.00 19815.00    2.00 79368.00  2048.00     8.22   141.19    7.11    7.11   14.00   0.05 100.20
sdk               7.00     0.00 9442.00    2.00 37796.00  2048.00     8.44   142.39   15.06   15.06   23.50   0.11 100.00
sdl              76.00     0.00 26597.00    2.00 106696.00  2048.00     8.18   140.52    5.29    5.28   12.50   0.04 100.00
sdm              56.00     0.00 25183.00    2.00 100956.00  2048.00     8.18   140.44    5.58    5.58   11.50   0.04 100.00
sdn              53.00     0.00 20417.00    2.00 81880.00  2048.00     8.22   141.31    6.91    6.91   13.50   0.05 100.10
sdo              27.00     0.00 16928.00    2.00 67824.00  2048.00     8.25   141.93    8.38    8.38   11.50   0.06 100.00
sdp              28.00     0.00 13940.00    2.00 55872.00  2048.00     8.31   141.27   10.13   10.13   15.00   0.07 100.00
sdq              71.00     0.00 23514.00    2.00 94340.00  2048.00     8.20   140.47    5.96    5.96   19.50   0.04 100.10
sdr              57.00     0.00 20214.00    4.00 81084.00  4096.00     8.43   141.38    6.97    6.96   15.50   0.05 100.20
sds              26.00     0.00 14778.00    4.00 59216.00  4096.00     8.57   142.15    9.62    9.62   15.50   0.07 100.00
sdt              75.00     0.00 26422.00    4.00 105988.00  4096.00     8.33   140.10    5.30    5.30   11.50   0.04 100.10
sdu              79.00     0.00 26699.00    4.00 107104.00  4096.00     8.33   139.18    5.21    5.21   11.50   0.04 100.00
sdv              68.00     0.00 25986.00    4.00 104220.00  4096.00     8.34   139.25    5.36    5.36   12.50   0.04 100.00
sdw              55.00     0.00 25123.00    4.00 100712.00  4096.00     8.34   140.65    5.59    5.59   13.75   0.04 100.00
sdx              41.00     0.00 16387.00    4.00 65708.00  4096.00     8.52   141.27    8.62    8.62   17.50   0.06 100.00
sdy              76.00     0.00 26302.00    4.00 105516.00  4096.00     8.33   139.53    5.31    5.31   14.00   0.04 100.00
sdz              61.00     0.00 23585.00    4.00 94588.00  4096.00     8.37   140.70    5.97    5.97   12.00   0.04 100.00
sdaa             20.00     0.00 12440.00    4.00 49840.00  4096.00     8.67   141.98   11.43   11.42   21.25   0.08 100.00
sdab              7.00     0.00 8695.00    4.00 34804.00  4096.00     8.94   142.81   16.40   16.40   21.50   0.12 100.10
sdac             62.00     0.00 23016.00    4.00 92312.00  4096.00     8.38   140.78    6.11    6.11   12.00   0.04 100.20
sdad             69.00     0.00 21763.00    4.00 87328.00  4096.00     8.40   140.34    6.45    6.44   14.50   0.05 100.00
sdae              5.00     0.00 8747.00    4.00 35008.00  4096.00     8.94   142.01   16.25   16.25   23.00   0.11 100.00
sdaf             71.00     0.00 24656.00    4.00 98908.00  4096.00     8.35   136.13    5.54    5.54   14.75   0.04 100.00
sdag              4.00     0.00 7895.00    4.00 31596.00  4096.00     9.04   142.76   18.06   18.05   33.50   0.13 100.00

02/07/2019 07:48:57 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.09    0.00   18.55   11.67    0.00   68.69

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb              91.00     0.00 26748.00    4.00 107360.00  4096.00     8.33   139.75    5.23    5.23   10.00   0.04  99.90
sdc              92.00     0.00 24819.00    4.00 99636.00  4096.00     8.36   140.40    5.66    5.66   12.25   0.04  99.90
sdd              84.00     0.00 26726.00    4.00 107240.00  4096.00     8.33   139.37    5.21    5.21   12.00   0.04  99.90
sde              40.00     0.00 18430.00    4.00 73880.00  4096.00     8.46   141.09    7.66    7.66   14.25   0.05  99.90
sdf               7.00     0.00 8374.00    4.00 33524.00  4096.00     8.98   141.73   16.91   16.91   23.75   0.12 100.10
sdg              18.00     0.00 13463.00    4.00 53924.00  4096.00     8.62   141.48   10.52   10.51   23.25   0.07 100.00
sdh              67.00     0.00 24538.00    4.00 98420.00  4096.00     8.35   140.24    5.72    5.72   13.50   0.04 100.00
sdi              81.00     0.00 26019.00    4.00 104400.00  4096.00     8.34   139.73    5.37    5.37   13.00   0.04 100.00
sdj              52.00     0.00 19557.00    4.00 78436.00  4096.00     8.44   140.90    7.20    7.19   13.50   0.05 100.00
sdk              11.00     0.00 9294.00    4.00 37220.00  4096.00     8.89   142.69   15.37   15.37   25.25   0.11 100.00
sdl             103.00     0.00 25937.00    4.00 104152.00  4096.00     8.35   140.62    5.41    5.41   14.00   0.04 100.10
sdm              78.00     0.00 25531.00    4.00 102436.00  4096.00     8.34   140.67    5.51    5.51   11.00   0.04 100.00
sdn              50.00     0.00 20387.00    4.00 81748.00  4096.00     8.42   140.98    6.91    6.91   13.75   0.05 100.10
sdo              38.00     0.00 16835.00    4.00 67488.00  4096.00     8.50   141.09    8.38    8.38   12.50   0.06 100.00
sdp              31.00     0.00 13838.00    4.00 55476.00  4096.00     8.61   141.44   10.22   10.21   14.50   0.07 100.00
sdq              64.00     0.00 22618.00    4.00 90724.00  4096.00     8.38   140.27    6.20    6.20   15.00   0.04 100.00
sdr              46.00     0.00 20018.00    2.00 80256.00  2048.00     8.22   141.26    7.06    7.05   16.00   0.05 100.10
sds              28.00     0.00 14861.00    2.00 59556.00  2048.00     8.29   142.03    9.56    9.55   14.50   0.07 100.00
sdt              97.00     0.00 26642.00    2.00 106952.00  2048.00     8.18   139.70    5.25    5.25   11.00   0.04  99.90
sdu              86.00     0.00 26695.00    2.00 107132.00  2048.00     8.18   139.71    5.24    5.24   12.50   0.04  99.90
sdv              84.00     0.00 26016.00    2.00 104400.00  2048.00     8.18   139.42    5.36    5.36   12.00   0.04  99.90
sdw              72.00     0.00 24734.00    2.00 99220.00  2048.00     8.19   140.38    5.67    5.67   12.50   0.04  99.90
sdx              31.00     0.00 16571.00    2.00 66408.00  2048.00     8.26   141.28    8.52    8.52   17.00   0.06  99.90
sdy              95.00     0.00 26492.00    4.00 106348.00  4096.00     8.34   139.77    5.28    5.28   13.50   0.04  99.90
sdz              73.00     0.00 24073.00    4.00 96584.00  4096.00     8.36   140.30    5.82    5.82   11.50   0.04 100.10
sdaa             17.00     0.00 12546.00    4.00 50252.00  4096.00     8.66   141.61   11.30   11.30   19.75   0.08 100.00
sdab              7.00     0.00 8632.00    4.00 34556.00  4096.00     8.95   142.51   16.51   16.51   19.75   0.12 100.00
sdac             64.00     0.00 22707.00    4.00 91084.00  4096.00     8.38   140.79    6.19    6.19   12.00   0.04 100.10
sdad             79.00     0.00 24270.00    4.00 97392.00  4096.00     8.36   139.92    5.77    5.77   13.00   0.04 100.00
sdae              8.00     0.00 8766.00    4.00 35096.00  4096.00     8.94   143.04   16.29   16.29   21.25   0.11 100.00
sdaf             55.00     0.00 21515.00    4.00 86276.00  4096.00     8.40   101.24    4.68    4.68   13.00   0.05  99.60
sdag             10.00     0.00 8156.00    4.00 32652.00  4096.00     9.01   143.47   17.55   17.54   33.00   0.12 100.00

02/07/2019 07:48:58 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.10    0.00   18.70   12.31    0.00   67.89

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb             102.00     0.00 26963.00    4.00 108264.00  4096.00     8.33   139.83    5.18    5.17   10.25   0.04 100.10
sdc              91.00     0.00 24889.00    4.00 99928.00  4096.00     8.36   140.29    5.63    5.63   11.50   0.04 100.10
sdd             115.00     0.00 27001.00    4.00 108460.00  4096.00     8.34   140.35    5.19    5.19   11.75   0.04 100.20
sde              47.00     0.00 18308.00    4.00 73416.00  4096.00     8.47   141.46    7.70    7.70   13.25   0.05 100.10
sdf               8.00     0.00 8773.00    4.00 35124.00  4096.00     8.94   140.07   15.87   15.87   31.75   0.11 100.00
sdg              31.00     0.00 14113.00    4.00 56580.00  4096.00     8.60   141.85   10.04   10.04   19.25   0.07 100.00
sdh              83.00     0.00 23819.00    4.00 95608.00  4096.00     8.37   140.50    5.90    5.90   12.75   0.04 100.00
sdi              89.00     0.00 25779.00    4.00 103472.00  4096.00     8.34   139.99    5.43    5.42   11.50   0.04 100.10
sdj              54.00     0.00 18788.00    4.00 75368.00  4096.00     8.46   141.30    7.49    7.49   13.75   0.05 100.10
sdk               9.00     0.00 9369.00    4.00 37512.00  4096.00     8.88   142.97   15.27   15.26   24.25   0.11 100.00
sdl             103.00     0.00 26370.00    4.00 105900.00  4096.00     8.34   140.48    5.33    5.33   12.50   0.04 100.00
sdm              78.00     0.00 25287.00    4.00 101456.00  4096.00     8.35   140.57    5.56    5.55   17.00   0.04 100.10
sdn              72.00     0.00 20872.00    4.00 83776.00  4096.00     8.42   140.47    6.72    6.72   14.00   0.05 100.10
sdo              47.00     0.00 16468.00    4.00 66064.00  4096.00     8.52   133.19    8.07    8.07   11.25   0.06  99.70
sdp              24.00     0.00 13927.00    4.00 55804.00  4096.00     8.60   141.72   10.17   10.17   16.50   0.07 100.10
sdq              65.00     0.00 23075.00    4.00 92564.00  4096.00     8.38   140.22    6.08    6.07   17.25   0.04 100.10
sdr              48.00     0.00 20455.00    4.00 82016.00  4096.00     8.42   140.85    6.89    6.88   14.25   0.05 100.10
sds              24.00     0.00 14869.00    4.00 59572.00  4096.00     8.56   142.20    9.56    9.56   17.00   0.07 100.10
sdt              87.00     0.00 26127.00    4.00 104860.00  4096.00     8.34   140.18    5.36    5.36   14.00   0.04 100.10
sdu              94.00     0.00 26123.00    4.00 104868.00  4096.00     8.34   140.26    5.37    5.37   11.50   0.04 100.10
sdv              73.00     0.00 25518.00    4.00 102360.00  4096.00     8.34   140.21    5.50    5.49   13.75   0.04 100.10
sdw              66.00     0.00 24205.00    4.00 97088.00  4096.00     8.36   140.52    5.81    5.81   17.75   0.04 100.10
sdx              39.00     0.00 16016.00    4.00 64224.00  4096.00     8.53   141.57    8.83    8.83   17.25   0.06 100.10
sdy             105.00     0.00 26421.00    2.00 106104.00  2048.00     8.19   139.90    5.28    5.28   12.50   0.04 100.30
sdz              92.00     0.00 24146.00    2.00 96952.00  2048.00     8.20   140.22    5.80    5.80   13.50   0.04 100.00
sdaa             16.00     0.00 13383.00    2.00 53596.00  2048.00     8.31   141.95   10.60   10.60   19.00   0.07 100.00
sdab             10.00     0.00 9110.00    2.00 36480.00  2048.00     8.46   141.67   15.58   15.58   22.50   0.11 100.00
sdac             82.00     0.00 23241.00    2.00 93288.00  2048.00     8.20   140.40    6.05    6.05   12.00   0.04 100.00
sdad             84.00     0.00 24379.00    3.00 97852.00  2052.00     8.19   140.43    5.76    5.76    9.67   0.04 100.10
sdae             12.00     0.00 9127.00    2.00 36556.00  2048.00     8.46   142.63   15.62   15.62   25.50   0.11 100.10
sdaf             72.00     0.00 25040.00    3.00 100452.00  2052.00     8.19   140.74    5.62    5.62    9.33   0.04 100.10
sdag              5.00     0.00 9240.00    2.00 36992.00  2048.00     8.45   142.70   15.47   15.47   31.00   0.11 100.10

02/07/2019 07:48:59 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.08    0.00   18.15   12.24    0.00   68.53

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb             152.00     1.00 27039.00    4.00 108764.00  2060.00     8.20   139.84    5.18    5.18    8.25   0.04 100.00
sdc             128.00     1.00 25462.00    4.00 102360.00  2060.00     8.20   140.28    5.51    5.51    7.00   0.04 100.00
sdd             114.00     1.00 26858.00    4.00 107892.00  2060.00     8.19   139.61    5.19    5.19    6.75   0.04 100.00
sde              45.00     1.00 16983.00    4.00 68116.00  2060.00     8.26   140.99    8.31    8.31   11.25   0.06 100.00
sdf               9.00     2.00 8965.00    4.00 35896.00  2064.00     8.46   141.91   15.90   15.90   15.50   0.11 100.00
sdg              24.00     2.00 13999.00    4.00 56092.00  2064.00     8.31   141.97   10.13   10.13   11.75   0.07 100.00
sdh              81.00     0.00 24273.00    4.00 97412.00  4096.00     8.36   140.22    5.75    5.75   12.00   0.04 100.00
sdi             115.00     1.00 25700.00    7.00 103264.00  4112.00     8.35   139.90    5.43    5.43    8.71   0.04 100.00
sdj              41.00     1.00 12787.00    6.00 51312.00  4108.00     8.66   142.10   11.10   11.10   12.00   0.08 100.00
sdk              12.00     1.00 9645.00    6.00 38628.00  4108.00     8.86   142.82   14.79   14.79   16.67   0.10 100.00
sdl             132.00     1.00 26804.00    6.00 107740.00  4108.00     8.34   140.22    5.23    5.23    9.50   0.04 100.00
sdm             107.00     1.00 25336.00    6.00 101772.00  4108.00     8.36   140.11    5.51    5.51    8.33   0.04  99.90
sdn              69.00     1.00 20770.00    6.00 83352.00  4108.00     8.42   141.00    6.80    6.79   10.50   0.05  99.90
sdo              35.00     1.00 17057.00    6.00 68368.00  4108.00     8.50   141.80    8.31    8.31    9.50   0.06  99.90
sdp              31.00     1.00 13536.00    6.00 54268.00  4108.00     8.62   141.66   10.46   10.46   13.50   0.07  99.90
sdq              92.00     1.00 23052.00    6.00 92572.00  4108.00     8.39   140.34    6.08    6.08    9.33   0.04  99.90
sdr              61.00     1.00 20395.00    6.00 81820.00  4108.00     8.42   140.88    6.90    6.90   11.33   0.05 100.00
sds              20.00     1.00 14816.00    6.00 59344.00  4108.00     8.56   141.88    9.56    9.56   11.17   0.07 100.00
sdt             136.00     1.00 26109.00    6.00 104976.00  4108.00     8.35   139.61    5.35    5.34    8.17   0.04  99.90
sdu             117.00     1.00 26208.00    6.00 105300.00  4108.00     8.35   139.81    5.33    5.33    9.50   0.04 100.00
sdv             118.00     1.00 25477.00    6.00 102384.00  4108.00     8.36   139.77    5.48    5.48   11.17   0.04 100.00
sdw              77.00     1.00 24415.00    6.00 97968.00  4108.00     8.36   140.66    5.75    5.75   10.00   0.04 100.10
sdx              42.00     1.00 15416.00    6.00 61832.00  4108.00     8.55   141.81    9.20    9.20   12.67   0.06 100.00
sdy             118.00     2.00 26377.00    6.00 105980.00  4112.00     8.35   139.71    5.30    5.30    8.83   0.04 100.00
sdz              98.00     1.00 24001.00    6.00 96392.00  4108.00     8.37   140.47    5.86    5.86    9.17   0.04 100.00
sdaa             30.00     2.00 13392.00    6.00 53688.00  4112.00     8.63   141.52   10.56   10.56   15.00   0.07 100.00
sdab              9.00     1.00 9071.00    7.00 36324.00  4112.00     8.91   142.30   15.64   15.64   15.00   0.11 100.00
sdac             87.00     2.00 24039.00    6.00 96508.00  4112.00     8.37   140.26    5.83    5.83    9.17   0.04 100.00
sdad             91.00     1.00 24272.00    6.00 97452.00  4108.00     8.37   140.09    5.77    5.77    9.50   0.04  99.90
sdae             16.00     1.00 9183.00    6.00 36792.00  4108.00     8.90   142.49   15.46   15.46   17.00   0.11  99.90
sdaf             84.00     1.00 24535.00    6.00 98476.00  4108.00     8.36   140.82    5.74    5.74    9.17   0.04 100.00
sdag              4.00     1.00 9155.00    6.00 36636.00  4108.00     8.90   141.67   15.48   15.48   21.67   0.11  99.90

02/07/2019 07:49:00 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.08    0.00   18.23   11.77    0.00   68.93

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     1.00    0.00    5.00     0.00    36.00    14.40     0.00    0.00    0.00    0.00   0.00   0.00
sdb             259.00     0.00 27056.00    4.00 109256.00  4096.00     8.38   139.78    5.16    5.16   10.50   0.04 100.00
sdc             142.00     0.00 25422.00    4.00 102256.00  4096.00     8.37   140.17    5.52    5.51   11.75   0.04 100.00
sdd             168.00     0.00 26534.00    4.00 106804.00  4096.00     8.36   140.14    5.29    5.28   10.50   0.04 100.00
sde              52.00     0.00 16940.00    4.00 67964.00  4096.00     8.51   140.85    8.32    8.32   14.00   0.06 100.00
sdf               8.00     0.00 8969.00    4.00 35908.00  4096.00     8.92   141.26   15.77   15.77   23.50   0.11 100.00
sdg              24.00     0.00 14038.00    4.00 56244.00  4096.00     8.59   141.96   10.13   10.13   20.75   0.07 100.00
sdh              94.00     1.00 24946.00    4.00 100164.00  2060.00     8.19   140.14    5.63    5.63    7.00   0.04 100.00
sdi             147.00     0.00 25759.00    2.00 103620.00  2048.00     8.20   139.66    5.42    5.42   10.00   0.04 100.00
sdj              37.00     0.00 12905.00    2.00 51768.00  2048.00     8.34   141.24   10.91   10.91   17.00   0.08 100.20
sdk              15.00     0.00 9454.00    2.00 37876.00  2048.00     8.44   142.23   15.05   15.05   23.00   0.11 100.00
sdl             264.00     0.00 27135.00    2.00 109596.00  2048.00     8.23   140.68    5.18    5.17   12.50   0.04 100.10
sdm             139.00     0.00 25413.00    2.00 102208.00  2048.00     8.20   140.54    5.55    5.55   12.50   0.04 100.00
sdn              68.00     0.00 20819.00    2.00 83548.00  2048.00     8.22   140.82    6.77    6.77   13.50   0.05 100.00
sdo              42.00     0.00 17059.00    3.00 68404.00  3072.00     8.38   141.56    8.27    8.27   12.00   0.06 100.00
sdp              31.00     0.00 13710.00    4.00 54964.00  4096.00     8.61   141.90   10.37   10.37   15.25   0.07 100.00
sdq             112.00     0.00 23206.00    4.00 93276.00  4096.00     8.39   140.49    6.04    6.04   11.75   0.04 100.00
sdr              67.00     0.00 20109.00    4.00 80708.00  4096.00     8.43   141.35    7.03    7.03   14.25   0.05 100.00
sds              33.00     0.00 14840.00    4.00 59492.00  4096.00     8.57   142.68    9.59    9.59   15.25   0.07 100.20
sdt             193.00     0.00 26102.00    4.00 105176.00  4096.00     8.37   140.45    5.37    5.37   11.75   0.04 100.10
sdu             184.00     0.00 26304.00    4.00 105936.00  4096.00     8.36   139.84    5.32    5.31   11.00   0.04 100.00
sdv              77.00     0.00 21101.00    4.00 84712.00  4096.00     8.42   101.75    4.85    4.85   11.50   0.05  97.80
sdw              91.00     0.00 24491.00    4.00 98328.00  4096.00     8.36   140.75    5.74    5.74   12.00   0.04 100.10
sdx              36.00     0.00 15417.00    4.00 61812.00  4096.00     8.55   141.52    9.18    9.18   17.50   0.06 100.00
sdy             231.00     0.00 26384.00    4.00 106452.00  4096.00     8.38   140.00    5.29    5.29   11.75   0.04 100.20
sdz              99.00     0.00 24145.00    4.00 96980.00  4096.00     8.37   140.92    5.82    5.82   12.75   0.04 100.20
sdaa             30.00     0.00 13507.00    4.00 54144.00  4096.00     8.62   141.69   10.50   10.50   20.75   0.07 100.00
sdab             13.00     0.00 9093.00    4.00 36424.00  4096.00     8.91   142.86   15.69   15.69   23.00   0.11 100.00
sdac            101.00     0.00 23363.00    4.00 93856.00  4096.00     8.38   140.67    6.02    6.02   11.25   0.04 100.00
sdad            113.00     0.00 24327.00    4.00 97756.00  4096.00     8.37   140.36    5.76    5.76   12.25   0.04 100.10
sdae              9.00     0.00 9155.00    4.00 36660.00  4096.00     8.90   142.81   15.69   15.68   20.25   0.11 100.00
sdaf            130.00     0.00 25015.00    4.00 100580.00  4096.00     8.37   140.57    5.62    5.61   20.75   0.04 100.00
sdag             11.00     0.00 9130.00    4.00 36564.00  4096.00     8.90   142.12   15.55   15.55   28.50   0.11 100.00

02/07/2019 07:49:01 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.08    0.00   17.77   11.68    0.00   69.46

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    1.00     0.00     4.00     8.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb             653.00     0.00 26806.00    4.00 109832.00  4096.00     8.50   139.82    5.23    5.23   12.00   0.04 100.00
sdc             266.00     0.00 25124.00    4.00 101552.00  4096.00     8.41   140.17    5.57    5.57   11.50   0.04 100.00
sdd             518.00     0.00 26651.00    4.00 108664.00  4096.00     8.46   139.83    5.25    5.25   11.50   0.04 100.00
sde              49.00     0.00 16891.00    4.00 67760.00  4096.00     8.51   140.89    8.33    8.33   15.00   0.06 100.00
