Linux 4.14.35-1844.1.3.el7uek.x86_64 (instance-20190207-1400) 	02/07/2019 	_x86_64_	(104 CPU)

02/07/2019 07:42:33 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.17    0.00    1.64    1.75    0.00   96.45

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdw               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.07    8.88    0.00    8.88   5.38   4.30
sdx               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.04    5.25    0.00    5.25   3.00   2.40
sdy               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.08    9.62    0.00    9.62   5.75   4.60
sdz               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.07    8.25    0.00    8.25   4.25   3.40
sdaa              0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.07    8.75    0.00    8.75   5.12   4.10
sdab              0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    6.12    0.00    6.12   3.25   2.60
sdac              0.00     2.00    0.00   10.00     0.00  8208.00  1641.60     0.04    4.50    0.00    4.50   2.40   2.40
sdad              0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.07    9.00    0.00    9.00   4.75   3.80
sdae              0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    6.25    0.00    6.25   3.25   2.60
sdaf              0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.06    7.62    0.00    7.62   3.88   3.10
sdag              0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.09   11.38    0.00   11.38   6.38   5.10

02/07/2019 07:42:35 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.30    0.00    3.92   17.13    0.00   78.65

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    2.00     0.00   136.00   136.00     0.00    1.00    0.00    1.00   0.50   0.10
sdb               9.00     0.00 5792.00    2.00 92816.00  2048.00    32.75   128.18   21.81   21.81    6.00   0.16  90.50
sdc               6.00     0.00 4709.00    2.00 75440.00  2048.00    32.90   128.33   26.70   26.71    6.00   0.19  90.50
sdd              10.00     0.00 5660.00    2.00 90704.00  2048.00    32.76   128.08   22.24   22.24    9.00   0.16  90.70
sde              12.00     0.00 6089.00    2.00 97616.00  2048.00    32.73   128.07   20.74   20.74    8.00   0.15  90.80
sdf               7.00     0.00 5845.00    2.00 93632.00  2048.00    32.73   128.44   21.60   21.61   10.50   0.16  91.30
sdg               9.00     1.00 5739.00    3.00 91968.00  2056.00    32.75   127.80   21.96   21.97    9.33   0.16  90.70
sdh              13.00     1.00 5129.00    3.00 82272.00  2056.00    32.86   127.83   24.45   24.47    4.00   0.18  90.40
sdi               9.00     0.00 5352.00    2.00 85776.00  2048.00    32.81   128.01   23.11   23.12    6.00   0.17  90.40
sdj               9.00     1.00 4594.00    3.00 73632.00  2056.00    32.93   128.04   27.23   27.25    4.00   0.20  90.40
sdk               6.00     1.00 5044.00    3.00 80784.00  2056.00    32.83   128.32   24.94   24.95   12.00   0.18  90.40
sdl               6.00     0.00 5761.00    0.00 92272.00     0.00    32.03   128.24   21.81   21.81    0.00   0.16  89.90
sdm              12.00     0.00 4844.00    0.00 77696.00     0.00    32.08   128.05   25.89   25.89    0.00   0.19  89.70
sdn              11.00     0.00 5287.00    2.00 84768.00  2048.00    32.83   128.07   23.74   23.74   35.50   0.17  89.80
sdo              11.00     0.00 6152.00    2.00 98608.00  2048.00    32.71   128.11   20.40   20.40   25.50   0.15  89.90
sdp               8.00     0.00 4313.00    2.00 69120.00  2048.00    32.99   128.21   28.99   28.89  241.00   0.21  89.80
sdq               8.00     1.00 5581.00    3.00 89424.00  2056.00    32.77   127.71   22.57   22.57   17.00   0.16  89.80
sdr               6.00     1.00 5493.00    3.00 87984.00  2056.00    32.77   127.59   22.85   22.85   20.00   0.16  89.80
sds              12.00     0.00 5716.00    2.00 91648.00  2048.00    32.77   128.15   21.97   21.96   35.50   0.16  89.80
sdt               9.00     1.00 4102.00    3.00 65776.00  2056.00    33.05   128.21   30.68   30.69   23.00   0.22  89.90
sdu               6.00     1.00 4578.00    3.00 73328.00  2056.00    32.91   128.04   27.49   27.49   24.00   0.20  89.80
sdv               7.00     1.00 5233.00    3.00 83840.00  2056.00    32.81   128.59   23.83   23.83   21.67   0.17  90.10
sdw              13.00     1.00 5133.00    3.00 82320.00  2056.00    32.86   128.30   24.42   24.42   29.00   0.18  89.90
sdx              12.00     1.00 5012.00    3.00 80384.00  2056.00    32.88   127.95   24.77   24.77   23.00   0.18  89.90
sdy               8.00     2.00 5523.00    3.00 88496.00  2060.00    32.77   128.32   22.87   22.86   40.67   0.16  90.00
sdz               7.00     1.00 4113.00    3.00 65920.00  2056.00    33.03   128.33   30.59   30.59   26.67   0.22  89.90
sdaa             11.00     0.00 5675.00    2.00 90976.00  2048.00    32.77   128.30   22.14   22.13   33.50   0.16  90.00
sdab              8.00     0.00 5859.00    3.00 93856.00  2052.00    32.72   127.08   21.39   21.38   24.67   0.15  89.90
sdac              9.00     0.00 5306.00    2.00 85040.00  2048.00    32.81   128.10   23.73   23.73   25.50   0.17  89.90
sdad             12.00     0.00 5159.00    2.00 82720.00  2048.00    32.85   127.74   24.37   24.38   11.00   0.17  90.30
sdae              7.00     0.00 5930.00    2.00 94992.00  2048.00    32.72   128.31   21.35   21.36    6.00   0.15  90.70
sdaf              8.00     0.00 4012.00    2.00 64320.00  2048.00    33.07   127.72   31.40   31.41    7.50   0.23  90.60
sdag             15.00     0.00 5849.00    2.00 93824.00  2048.00    32.77   128.19   21.58   21.58   11.00   0.16  91.00

02/07/2019 07:42:36 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.32    0.00    3.99   20.21    0.00   75.48

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb              13.00     1.00 6148.00    4.00 98576.00  2060.00    32.72   143.08   23.23   23.23   25.50   0.16 100.00
sdc               6.00     3.00 5722.00    5.00 91648.00  2072.00    32.73   142.68   24.93   24.93   20.00   0.17 100.10
sdd              11.00     2.00 6175.00    4.00 98992.00  2064.00    32.71   143.07   23.16   23.16   25.00   0.16 100.00
sde               9.00     3.00 6428.00    5.00 102992.00  2072.00    32.66   142.80   22.04   22.04   19.20   0.16 100.00
sdf              15.00     1.00 6258.00    4.00 100368.00  2060.00    32.71   142.77   22.82   22.82   21.25   0.16 100.00
sdg              12.00     0.00 6271.00    2.00 100512.00  2048.00    32.70   143.03   22.75   22.75   40.50   0.16 100.00
sdh              16.00     1.00 6617.00    4.00 106112.00  2060.00    32.68   142.25   21.48   21.49   19.25   0.15 100.00
sdi               7.00     2.00 5652.00    4.00 90544.00  2064.00    32.75   142.96   25.59   25.60   24.25   0.18 100.00
sdj               9.00     1.00 4872.00    4.00 78112.00  2060.00    32.88   142.65   29.46   29.46   38.50   0.21 100.00
sdk               6.00     2.00 5554.00    4.00 88976.00  2064.00    32.76   142.74   25.61   25.61   24.00   0.18 100.00
sdl              10.00     0.00 5664.00    2.00 90784.00  2048.00    32.77   142.70   25.16   25.16   35.00   0.18 100.00
sdm              16.00     0.00 6030.00    2.00 96736.00  2048.00    32.75   142.47   23.69   23.68   41.00   0.17 100.00
sdn               9.00     0.00 5274.00    0.00 84512.00     0.00    32.05   143.12   27.09   27.09    0.00   0.19 100.00
sdo              15.00     0.00 6423.00    0.00 103008.00     0.00    32.07   142.64   22.27   22.27    0.00   0.16 100.00
sdp              12.00     0.00 5972.00    0.00 95760.00     0.00    32.07   142.80   24.13   24.13    0.00   0.17 100.00
sdq              12.00     0.00 6365.00    0.00 102032.00     0.00    32.06   142.57   22.33   22.33    0.00   0.16 100.00
sdr              13.00     0.00 5906.00    0.00 94704.00     0.00    32.07   142.63   24.17   24.17    0.00   0.17 100.00
sds              14.00     0.00 6054.00    0.00 97072.00     0.00    32.07   143.28   23.71   23.71    0.00   0.17 100.00
sdt               9.00     0.00 5340.00    0.00 85584.00     0.00    32.05   142.66   26.75   26.75    0.00   0.19 100.00
sdu               6.00     0.00 5181.00    0.00 83008.00     0.00    32.04   142.89   27.51   27.51    0.00   0.19 100.00
sdv              11.00     0.00 6136.00    0.00 98352.00     0.00    32.06   142.47   23.47   23.47    0.00   0.16 100.00
sdw               5.00     1.00 5527.00    3.00 88528.00  2056.00    32.76   142.90   25.85   25.85   28.67   0.18 100.00
sdx               7.00     1.00 5349.00    4.00 85696.00  2060.00    32.79   142.83   26.94   26.95   24.00   0.19 100.00
sdy              11.00     1.00 5843.00    4.00 93648.00  2060.00    32.74   142.74   24.28   24.28   27.50   0.17 100.00
sdz               8.00     1.00 5667.00    4.00 90800.00  2060.00    32.75   142.39   25.04   25.05   19.50   0.18 100.00
sdaa             16.00     1.00 6377.00    5.00 102288.00  2064.00    32.70   142.60   22.43   22.43   19.00   0.16 100.00
sdab             16.00     1.00 6111.00    4.00 98048.00  2060.00    32.74   142.68   23.23   23.23   21.25   0.16 100.00
sdac              8.00     0.00 5840.00    2.00 93568.00  2048.00    32.73   142.86   24.11   24.11   29.00   0.17 100.00
sdad             12.00     0.00 5381.00    2.00 86304.00  2048.00    32.83   142.19   26.43   26.42   30.00   0.19 100.00
sdae              9.00     0.00 6198.00    2.00 99312.00  2048.00    32.70   142.72   22.93   22.93   31.50   0.16 100.00
sdaf              6.00     0.00 4913.00    2.00 78704.00  2048.00    32.86   142.40   28.71   28.70   37.00   0.20 100.00
sdag              7.00     0.00 6399.00    2.00 102496.00  2048.00    32.66   142.70   22.29   22.28   32.50   0.16 100.00

02/07/2019 07:42:37 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.27    0.00    4.02   20.89    0.00   74.82

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb              11.00     0.00 6352.00    2.00 101808.00  2048.00    32.69   142.93   22.46   22.46   33.50   0.16 100.10
sdc              16.00     0.00 5544.00    2.00 88960.00  2048.00    32.82   142.35   25.59   25.58   43.00   0.18 100.00
sdd              13.00     0.00 6232.00    2.00 99920.00  2048.00    32.71   142.69   22.91   22.91   32.00   0.16 100.00
sde              11.00     0.00 6207.00    2.00 99488.00  2048.00    32.71   142.87   23.13   23.13   33.00   0.16 100.00
sdf              17.00     0.00 6129.00    2.00 98336.00  2048.00    32.75   142.98   23.32   23.31   34.00   0.16 100.00
sdg              17.00     1.00 6284.00    4.00 100832.00  2060.00    32.73   142.58   22.68   22.68   28.25   0.16 100.00
sdh              15.00     0.00 6290.00    2.00 100896.00  2048.00    32.72   142.40   22.68   22.67   33.00   0.16 100.00
sdi              19.00     0.00 5570.00    2.00 89408.00  2048.00    32.83   142.69   25.59   25.59   31.50   0.18 100.10
sdj               8.00     0.00 5684.00    2.00 91072.00  2048.00    32.75   142.89   25.06   25.06   34.00   0.18 100.00
sdk              16.00     0.00 5476.00    2.00 87856.00  2048.00    32.82   142.79   26.13   26.13   31.00   0.18 100.10
sdl              15.00     1.00 5831.00    4.00 93536.00  2060.00    32.77   142.75   24.50   24.50   27.50   0.17 100.00
sdm              13.00     1.00 5641.00    4.00 90448.00  2060.00    32.78   142.92   25.24   25.24   27.50   0.18 100.00
sdn              14.00     2.00 5751.00    4.00 92240.00  2064.00    32.77   142.81   24.78   24.78   26.50   0.17 100.00
sdo              16.00     1.00 6334.00    4.00 101584.00  2060.00    32.71   142.79   22.54   22.55   20.75   0.16 100.00
sdp              12.00     1.00 6302.00    4.00 101024.00  2060.00    32.69   142.74   22.61   22.61   22.00   0.16 100.00
sdq              16.00     1.00 6188.00    4.00 99248.00  2060.00    32.72   142.56   23.08   23.08   20.50   0.16 100.00
sdr              13.00     1.00 6306.00    4.00 101104.00  2060.00    32.70   142.90   22.62   22.62   21.75   0.16 100.00
sds              11.00     2.00 5202.00    4.00 83424.00  2064.00    32.84   142.87   27.46   27.45   41.50   0.19 100.00
sdt              14.00     1.00 4970.00    4.00 79744.00  2060.00    32.89   142.95   28.79   28.79   29.75   0.20 100.00
sdu              14.00     1.00 5471.00    4.00 87760.00  2060.00    32.81   143.03   26.06   26.05   30.75   0.18 100.10
sdv              15.00     1.00 6349.00    4.00 101840.00  2060.00    32.71   142.94   22.50   22.50   20.25   0.16 100.00
sdw              16.00     0.00 5461.00    1.00 87632.00     4.00    32.09   143.00   26.28   26.28   17.00   0.18 100.00
sdx              14.00     0.00 5608.00    0.00 89936.00     0.00    32.07   142.71   25.42   25.42    0.00   0.18 100.00
sdy              12.00     0.00 5538.00    0.00 88800.00     0.00    32.07   143.11   25.95   25.95    0.00   0.18 100.00
sdz              11.00     0.00 5548.00    0.00 88928.00     0.00    32.06   142.87   25.82   25.82    0.00   0.18 100.00
sdaa             15.00     0.00 6179.00    0.00 99104.00     0.00    32.08   142.91   23.10   23.10    0.00   0.16 100.00
sdab              9.00     0.00 6218.00    0.00 99616.00     0.00    32.04   143.03   23.04   23.04    0.00   0.16 100.00
sdac             13.00     0.00 5474.00    0.00 87792.00     0.00    32.08   142.91   26.31   26.31    0.00   0.18 100.00
sdad             10.00     0.00 5372.00    0.00 86112.00     0.00    32.06   142.62   26.50   26.50    0.00   0.19 100.00
sdae             11.00     0.00 6337.00    0.00 101568.00     0.00    32.06   142.64   22.56   22.56    0.00   0.16 100.00
sdaf              9.00     1.00 5628.00    3.00 90192.00  2056.00    32.76   143.06   25.58   25.58   25.00   0.18 100.00
sdag             11.00     1.00 6087.00    4.00 97568.00  2060.00    32.71   142.41   23.37   23.37   24.25   0.16 100.00

02/07/2019 07:42:38 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.28    0.00    3.98   21.58    0.00   74.16

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb              24.00     0.00 6368.00    0.00 102240.00     0.00    32.11   142.62   22.38   22.38    0.00   0.16 100.00
sdc              18.00     0.00 5642.00    0.00 90560.00     0.00    32.10   142.59   25.34   25.34    0.00   0.18 100.00
sdd              20.00     0.00 6216.00    0.00 99776.00     0.00    32.10   142.47   22.92   22.92    0.00   0.16 100.00
sde              21.00     0.00 6222.00    0.00 99888.00     0.00    32.11   142.89   22.97   22.97    0.00   0.16 100.00
sdf              14.00     0.00 6108.00    0.00 97936.00     0.00    32.07   142.70   23.34   23.34    0.00   0.16 100.00
sdg              17.00     0.00 6294.00    0.00 100960.00     0.00    32.08   142.72   22.68   22.68    0.00   0.16 100.00
sdh              20.00     0.00 6309.00    2.00 101248.00  2048.00    32.74   142.64   22.59   22.59   31.50   0.16 100.00
sdi              14.00     0.00 5566.00    2.00 89280.00  2048.00    32.80   142.71   25.62   25.62   38.00   0.18 100.00
sdj              16.00     0.00 5608.00    2.00 89984.00  2048.00    32.81   142.77   25.41   25.41   36.00   0.18 100.00
sdk              17.00     0.00 5498.00    2.00 88256.00  2048.00    32.84   142.84   26.00   25.99   35.50   0.18 100.00
sdl              12.00     0.00 5589.00    2.00 89632.00  2048.00    32.80   142.96   25.59   25.58   39.50   0.18 100.00
sdm              15.00     0.00 5520.00    2.00 88576.00  2048.00    32.82   142.67   25.85   25.84   36.00   0.18 100.00
sdn              16.00     0.00 5564.00    2.00 89296.00  2048.00    32.82   142.83   25.74   25.74   38.00   0.18 100.10
sdo              28.00     0.00 6310.00    2.00 101424.00  2048.00    32.79   142.75   22.55   22.55   32.50   0.16 100.00
sdp              13.00     0.00 6245.00    2.00 100128.00  2048.00    32.71   142.84   22.90   22.90   34.00   0.16 100.00
sdq              11.00     0.00 6269.00    2.00 100496.00  2048.00    32.70   142.87   22.60   22.59   33.00   0.16 100.00
sdr              15.00     0.00 6292.00    2.00 100896.00  2048.00    32.71   142.76   22.64   22.64   29.00   0.16 100.00
sds              13.00     0.00 5521.00    2.00 88528.00  2048.00    32.80   142.76   25.81   25.80   40.00   0.18 100.00
sdt              21.00     0.00 5283.00    2.00 84848.00  2048.00    32.88   142.36   26.87   26.87   45.50   0.19 100.00
sdu              15.00     0.00 5408.00    2.00 86752.00  2048.00    32.83   143.29   26.62   26.61   36.00   0.18 100.00
sdv              18.00     0.00 6369.00    2.00 102192.00  2048.00    32.72   142.94   22.48   22.48   31.50   0.16 100.00
sdw              11.00     0.00 5322.00    2.00 85328.00  2048.00    32.82   143.23   26.87   26.86   36.50   0.19 100.00
sdx              10.00     0.00 5534.00    2.00 88704.00  2048.00    32.79   143.21   25.89   25.89   37.50   0.18 100.00
sdy              15.00     0.00 5523.00    2.00 88624.00  2048.00    32.82   142.36   25.74   25.74   36.00   0.18 100.00
sdz              14.00     0.00 5590.00    2.00 89664.00  2048.00    32.80   142.67   25.55   25.54   34.00   0.18 100.00
sdaa             15.00     0.00 6148.00    2.00 98608.00  2048.00    32.73   143.08   23.29   23.28   33.00   0.16 100.00
sdab             22.00     0.00 6191.00    2.00 99408.00  2048.00    32.76   143.06   23.11   23.11   32.00   0.16 100.00
sdac             13.00     0.00 5641.00    2.00 90448.00  2048.00    32.78   142.87   25.41   25.41   34.50   0.18 100.00
sdad             11.00     0.00 5396.00    2.00 86512.00  2048.00    32.81   143.06   26.46   26.46   33.00   0.19 100.00
sdae             28.00     0.00 6291.00    2.00 101104.00  2048.00    32.78   142.70   22.63   22.62   32.00   0.16 100.00
sdaf             11.00     0.00 5532.00    1.00 88688.00     4.00    32.06   142.82   25.78   25.78   11.00   0.18 100.00
sdag             19.00     0.00 6072.00    0.00 97440.00     0.00    32.09   142.45   23.35   23.35    0.00   0.16 100.00

02/07/2019 07:42:39 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.32    0.00    3.92   21.30    0.00   74.46

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb              31.00     0.00 6342.00    2.00 102000.00  2048.00    32.80   142.70   22.54   22.54   32.00   0.16 100.00
sdc              12.00     0.00 5601.00    2.00 89808.00  2048.00    32.79   143.60   25.67   25.66   33.50   0.18 100.00
sdd              22.00     0.00 6192.00    2.00 99424.00  2048.00    32.76   142.51   22.99   22.99   34.00   0.16 100.00
sde              14.00     0.00 6235.00    2.00 99984.00  2048.00    32.72   142.74   22.87   22.87   37.00   0.16 100.00
sdf              32.00     0.00 6088.00    2.00 97936.00  2048.00    32.84   142.94   23.49   23.49   34.00   0.16 100.00
sdg              23.00     0.00 6276.00    2.00 100800.00  2048.00    32.76   142.93   22.75   22.75   34.50   0.16 100.00
sdh              22.00     0.00 6323.00    0.00 101536.00     0.00    32.12   142.69   22.57   22.57    0.00   0.16 100.00
sdi              17.00     0.00 5491.00    0.00 88112.00     0.00    32.09   143.38   26.13   26.13    0.00   0.18 100.00
sdj              32.00     0.00 5542.00    0.00 89184.00     0.00    32.18   142.44   25.75   25.75    0.00   0.18 100.00
sdk              14.00     0.00 5444.00    0.00 87328.00     0.00    32.08   143.40   26.36   26.36    0.00   0.18 100.00
sdl              24.00     0.00 5488.00    0.00 88192.00     0.00    32.14   142.23   25.83   25.83    0.00   0.18 100.00
sdm              19.00     0.00 5475.00    0.00 87888.00     0.00    32.11   142.53   26.03   26.03    0.00   0.18 100.00
sdn              19.00     0.00 5446.00    0.00 87424.00     0.00    32.11   142.94   26.20   26.20    0.00   0.18 100.00
sdo              27.00     0.00 6323.00    0.00 101600.00     0.00    32.14   142.76   22.66   22.66    0.00   0.16 100.00
sdp              23.00     0.00 6262.00    2.00 100560.00  2048.00    32.76   142.88   22.79   22.78   33.00   0.16 100.00
sdq              20.00     0.00 6258.00    2.00 100400.00  2048.00    32.73   142.80   22.98   22.97   30.00   0.16 100.00
sdr              25.00     0.00 6306.00    2.00 101312.00  2048.00    32.77   142.59   22.69   22.68   28.50   0.16 100.00
sds              18.00     0.00 5434.00    2.00 87248.00  2048.00    32.85   143.11   26.30   26.30   38.50   0.18 100.00
sdt              13.00     0.00 5584.00    2.00 89568.00  2048.00    32.80   141.99   25.39   25.39   36.50   0.18 100.00
