Linux 4.14.35-1844.1.3.el7uek.x86_64 (instance-20190207-1400) 	02/07/2019 	_x86_64_	(104 CPU)

02/07/2019 07:42:33 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.17    0.00    1.64    1.75    0.00   96.45

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdab             72.00     0.00 5981.00    2.00 96816.00  2048.00    33.05   143.08   24.02   24.02   32.00   0.17 100.00
sdac             61.00     0.00 5700.00    2.00 92176.00  2048.00    33.05   142.85   25.04   25.04   34.50   0.18 100.00
sdad             52.00     0.00 5568.00    2.00 89920.00  2048.00    33.02   143.04   25.63   25.63   37.50   0.18 100.00
sdae             75.00     0.00 6023.00    2.00 97600.00  2048.00    33.08   142.73   23.73   23.73   33.50   0.17  99.90
sdaf             58.00     0.00 5731.00    2.00 92592.00  2048.00    33.02   142.60   24.77   24.77   34.50   0.17  99.90
sdag             69.00     0.00 5851.00    2.00 94672.00  2048.00    33.05   142.27   24.40   24.40   36.00   0.17  99.90

02/07/2019 07:42:48 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.28    0.00    3.99   21.19    0.00   74.53

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb              89.00     0.00 6020.00    2.00 97712.00  2048.00    33.13   142.86   23.73   23.72   32.00   0.17 100.00
sdc              71.00     0.00 5753.00    2.00 93216.00  2048.00    33.11   142.67   24.78   24.77   37.50   0.17 100.00
sdd              68.00     0.00 5908.00    2.00 95632.00  2048.00    33.06   142.73   24.20   24.19   35.50   0.17 100.00
sde              70.00     0.00 5945.00    2.00 96256.00  2048.00    33.06   143.19   24.09   24.09   34.50   0.17 100.00
sdf              79.00     0.00 5733.00    2.00 92976.00  2048.00    33.14   142.64   24.89   24.88   35.50   0.17 100.00
sdg              71.00     0.00 5988.00    2.00 96944.00  2048.00    33.05   142.96   23.96   23.96   33.00   0.17 100.00
sdh              75.00     0.00 5980.00    2.00 96912.00  2048.00    33.09   142.71   23.86   23.86   30.50   0.17 100.00
sdi              66.00     0.00 5627.00    2.00 91104.00  2048.00    33.10   142.75   25.28   25.27   38.50   0.18 100.00
sdj              66.00     0.00 5754.00    2.00 93104.00  2048.00    33.06   142.65   24.68   24.68   34.50   0.17 100.00
sdk              68.00     0.00 5679.00    2.00 91952.00  2048.00    33.09   142.83   25.20   25.20   35.00   0.18 100.00
sdl              68.00     0.00 5589.00    2.00 90512.00  2048.00    33.11   143.28   25.62   25.61   35.50   0.18 100.00
sdm              75.00     0.00 5593.00    2.00 90688.00  2048.00    33.15   143.01   25.50   25.50   49.00   0.18 100.00
sdn              77.00     0.00 5564.00    0.00 90272.00     0.00    32.45   141.70   25.46   25.46    0.00   0.18 100.00
sdo              77.00     0.00 6034.00    0.00 97760.00     0.00    32.40   142.92   23.67   23.67    0.00   0.17 100.00
sdp              79.00     0.00 5967.00    0.00 96768.00     0.00    32.43   142.55   23.92   23.92    0.00   0.17 100.00
sdq              92.00     0.00 5972.00    0.00 96976.00     0.00    32.48   143.00   23.81   23.81    0.00   0.17 100.10
sdr              80.00     1.00 6024.00    2.00 97664.00    12.00    32.42   143.05   23.72   23.72   13.50   0.17 100.10
sds              70.00     0.00 5595.00    0.00 90640.00     0.00    32.40   143.00   25.60   25.60    0.00   0.18 100.10
sdt              73.00     0.00 5727.00    0.00 92784.00     0.00    32.40   142.85   24.95   24.95    0.00   0.17 100.00
sdu              69.00     0.00 5746.00    1.00 93040.00  1024.00    32.73   143.22   24.60   24.60   34.00   0.17 100.00
sdv              66.00     0.00 6040.00    2.00 97712.00  2048.00    33.02   143.04   23.65   23.65   33.50   0.17 100.00
sdw              55.00     0.00 5642.00    2.00 91104.00  2048.00    33.01   143.14   25.09   25.09   31.00   0.18 100.00
sdx              63.00     0.00 5733.00    2.00 92752.00  2048.00    33.06   143.31   25.11   25.11   36.50   0.17 100.00
sdy              53.00     0.00 5691.00    2.00 91840.00  2048.00    32.98   141.64   24.89   24.89   32.00   0.18 100.00
sdz              69.00     0.00 5756.00    2.00 93232.00  2048.00    33.09   142.82   24.93   24.93   36.50   0.17 100.00
sdaa             74.00     0.00 5829.00    2.00 94416.00  2048.00    33.09   143.08   24.57   24.56   33.50   0.17 100.00
sdab             76.00     1.00 5912.00    4.00 95872.00  2060.00    33.11   142.98   24.21   24.21   20.00   0.17 100.00
sdac             78.00     0.00 5748.00    2.00 93120.00  2048.00    33.10   142.87   24.82   24.82   33.50   0.17 100.00
sdad             67.00     0.00 5582.00    2.00 90352.00  2048.00    33.09   142.69   25.57   25.57   34.00   0.18 100.00
sdae             89.00     0.00 5985.00    2.00 97168.00  2048.00    33.14   142.84   23.86   23.85   35.00   0.17 100.00
sdaf             74.00     0.00 5755.00    2.00 93280.00  2048.00    33.12   142.82   24.92   24.91   35.50   0.17 100.00
sdag             73.00     0.00 5779.00    2.00 93680.00  2048.00    33.12   142.54   24.65   24.65   32.50   0.17 100.10

02/07/2019 07:42:49 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.28    0.00    3.84   20.32    0.00   75.56

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb              90.00     1.00 6012.00    4.00 97632.00  2060.00    33.14   142.77   23.70   23.70   23.00   0.17 100.00
sdc              73.00     1.00 5705.00    4.00 92448.00  2060.00    33.11   142.78   24.87   24.87   23.50   0.18 100.00
sdd              74.00     1.00 5931.00    4.00 96064.00  2060.00    33.07   142.55   24.02   24.02   22.50   0.17 100.00
sde              90.00     1.00 5929.00    4.00 96320.00  2060.00    33.16   142.94   24.10   24.10   22.50   0.17 100.00
sdf              91.00     1.00 5799.00    4.00 94256.00  2060.00    33.20   142.57   24.55   24.55   23.25   0.17 100.00
sdg              60.00     1.00 6023.00    4.00 97376.00  2060.00    33.00   142.79   23.63   23.63   22.00   0.17 100.10
sdh              84.00     1.00 5991.00    4.00 97136.00  2060.00    33.09   142.98   23.73   23.73   23.50   0.17 100.00
sdi              63.00     1.00 5605.00    4.00 90704.00  2060.00    33.08   142.73   25.54   25.54   26.00   0.18 100.00
sdj              74.00     1.00 5749.00    4.00 93184.00  2060.00    33.11   142.61   24.93   24.93   24.50   0.17 100.00
sdk              63.00     1.00 5671.00    4.00 91744.00  2060.00    33.06   142.94   25.15   25.15   24.00   0.18 100.00
sdl              72.00     1.00 5601.00    4.00 90752.00  2060.00    33.12   143.36   25.60   25.60   24.75   0.18 100.00
sdm              61.00     1.00 5651.00    4.00 91360.00  2060.00    33.04   142.97   25.34   25.34   25.00   0.18 100.00
sdn              62.00     1.00 5582.00    4.00 90304.00  2060.00    33.07   141.84   25.42   25.42   26.25   0.18 100.00
sdo              85.00     2.00 6017.00    4.00 97664.00  2064.00    33.13   142.96   23.75   23.75   23.00   0.17 100.00
sdp              91.00     1.00 5989.00    4.00 97280.00  2060.00    33.15   142.78   23.70   23.70   23.00   0.17 100.00
sdq              98.00     1.00 5970.00    4.00 97120.00  2060.00    33.20   142.71   24.04   24.04   22.25   0.17  99.90
sdr              77.00     0.00 5983.00    2.00 96928.00  2048.00    33.07   142.79   23.76   23.76   30.50   0.17  99.90
sds              62.00     1.00 5551.00    4.00 89808.00  2060.00    33.08   142.74   25.77   25.77   25.75   0.18  99.90
sdt              70.00     0.00 5704.00    2.00 92416.00  2048.00    33.11   142.72   25.02   25.02   35.50   0.18 100.00
sdu              80.00     0.00 5715.00    1.00 92688.00  1024.00    32.79   143.46   25.36   25.36   36.00   0.17 100.00
sdv              90.00     0.00 6065.00    0.00 98432.00     0.00    32.46   142.90   23.56   23.56    0.00   0.16 100.00
sdw              64.00     0.00 5602.00    0.00 90720.00     0.00    32.39   143.49   25.65   25.65    0.00   0.18 100.00
sdx              71.00     0.00 5693.00    0.00 92224.00     0.00    32.40   143.10   25.15   25.15    0.00   0.18 100.00
sdy              74.00     0.00 5633.00    0.00 91360.00     0.00    32.44   141.75   25.20   25.20    0.00   0.18 100.00
sdz              83.00     0.00 5722.00    0.00 92848.00     0.00    32.45   142.72   24.88   24.88    0.00   0.17 100.00
sdaa             89.00     0.00 5847.00    0.00 94960.00     0.00    32.48   143.05   24.40   24.40    0.00   0.17 100.10
sdab             75.00     0.00 5961.00    0.00 96544.00     0.00    32.39   143.00   24.00   24.00    0.00   0.17 100.00
sdac             59.00     0.00 5732.00    0.00 92736.00     0.00    32.36   143.09   24.97   24.97    0.00   0.17 100.00
sdad             71.00     0.00 5527.00    2.00 89584.00  2048.00    33.15   142.93   25.88   25.88   36.00   0.18 100.00
sdae            105.00     0.00 5944.00    2.00 96800.00  2048.00    33.25   142.88   24.00   24.00   36.00   0.17 100.00
sdaf             69.00     0.00 5745.00    2.00 93040.00  2048.00    33.09   142.97   24.89   24.89   39.00   0.17 100.00
sdag             89.00     1.00 5821.00    4.00 94496.00  2060.00    33.15   142.44   24.41   24.41   23.50   0.17  99.90

02/07/2019 07:42:50 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.28    0.00    3.91   20.40    0.00   75.41

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb             105.00     0.00 5987.00    0.00 97520.00     0.00    32.58   142.98   23.88   23.88    0.00   0.17 100.00
sdc              73.00     0.00 5746.00    0.00 93088.00     0.00    32.40   142.73   24.78   24.78    0.00   0.17 100.00
sdd              94.00     0.00 5878.00    0.00 95488.00     0.00    32.49   142.57   24.24   24.24    0.00   0.17 100.00
sde             122.00     0.00 5852.00    0.00 95584.00     0.00    32.67   142.94   24.42   24.42    0.00   0.17 100.00
sdf              95.00     0.00 5736.00    2.00 93328.00  2048.00    33.24   142.56   24.84   24.83   36.50   0.17 100.00
sdg             103.00     0.00 5960.00    2.00 96976.00  2048.00    33.22   142.47   23.92   23.92   32.50   0.17 100.00
sdh             105.00     0.00 5926.00    2.00 96544.00  2048.00    33.26   142.79   24.15   24.14   34.00   0.17 100.00
sdi              77.00     0.00 5618.00    2.00 91088.00  2048.00    33.14   142.83   25.38   25.38   33.50   0.18 100.00
sdj              86.00     0.00 5743.00    2.00 93232.00  2048.00    33.17   142.45   24.78   24.77   35.50   0.17 100.00
sdk              72.00     0.00 5700.00    2.00 92320.00  2048.00    33.10   142.96   25.02   25.01   36.50   0.18 100.00
sdl              84.00     0.00 5623.00    2.00 91344.00  2048.00    33.21   143.50   25.34   25.33   37.00   0.18 100.00
sdm              66.00     0.00 5662.00    2.00 91648.00  2048.00    33.08   142.91   25.24   25.24   34.00   0.18 100.00
sdn              59.00     0.00 5637.00    2.00 91152.00  2048.00    33.06   142.89   25.33   25.32   37.00   0.18 100.10
sdo             104.00     0.00 5965.00    2.00 97056.00  2048.00    33.22   143.00   23.79   23.78   35.50   0.17 100.10
sdp             102.00     0.00 5960.00    2.00 96992.00  2048.00    33.22   142.75   23.97   23.97   32.50   0.17 100.10
sdq              91.00     0.00 5953.00    2.00 96720.00  2048.00    33.17   143.05   23.93   23.92   31.50   0.17 100.10
sdr             107.00     0.00 5905.00    2.00 96208.00  2048.00    33.27   143.05   24.27   24.26   29.50   0.17 100.10
sds              72.00     0.00 5611.00    2.00 90928.00  2048.00    33.13   142.99   25.42   25.42   35.50   0.18 100.10
sdt              84.00     1.00 5750.00    4.00 93344.00  2060.00    33.16   143.10   24.84   24.85   23.25   0.17 100.00
sdu              81.00     1.00 5737.00    4.00 93120.00  2060.00    33.16   143.20   24.99   25.00   22.25   0.17 100.10
sdv              96.00     1.00 6016.00    4.00 97808.00  2060.00    33.18   142.95   23.76   23.76   23.75   0.17 100.00
sdw              75.00     2.00 5594.00    4.00 90704.00  2064.00    33.14   143.35   25.84   25.84   26.75   0.18 100.00
sdx              79.00     2.00 5708.00    4.00 92608.00  2064.00    33.15   143.25   25.10   25.10   25.00   0.18 100.00
sdy              84.00     1.00 5610.00    4.00 91088.00  2060.00    33.18   141.55   24.98   24.98   22.00   0.18 100.00
sdz              85.00     1.00 5751.00    4.00 93376.00  2060.00    33.17   142.74   24.85   24.85   24.00   0.17 100.00
sdaa             95.00     1.00 5807.00    4.00 94432.00  2060.00    33.21   142.83   24.31   24.31   24.50   0.17 100.00
sdab             78.00     0.00 5908.00    2.00 95776.00  2048.00    33.10   143.01   24.15   24.15   32.50   0.17 100.00
sdac             64.00     0.00 5768.00    2.00 93312.00  2048.00    33.05   142.90   24.78   24.77   32.00   0.17 100.00
sdad             63.00     0.00 5634.00    0.00 91152.00     0.00    32.36   142.79   25.34   25.34    0.00   0.18 100.00
sdae            114.00     0.00 5914.00    0.00 96384.00     0.00    32.60   143.01   24.13   24.13    0.00   0.17 100.10
sdaf             77.00     0.00 5772.00    0.00 93536.00     0.00    32.41   143.10   24.77   24.77    0.00   0.17 100.10
sdag             82.00     0.00 5809.00    0.00 94288.00     0.00    32.46   142.74   24.63   24.63    0.00   0.17 100.10

02/07/2019 07:42:51 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.30    0.00    3.81   20.92    0.00   74.96

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb             124.00     0.00 5997.00    2.00 97888.00  2048.00    33.32   142.93   23.87   23.86   31.00   0.17 100.00
sdc              73.00     0.00 5711.00    2.00 92544.00  2048.00    33.11   142.82   25.22   25.22   36.50   0.18 100.00
sdd             104.00     0.00 5886.00    2.00 95888.00  2048.00    33.27   142.50   24.23   24.22   35.00   0.17 100.00
sde             119.00     0.00 5910.00    2.00 96464.00  2048.00    33.33   142.66   24.09   24.09   32.50   0.17 100.00
sdf             107.00     0.00 5819.00    0.00 94784.00     0.00    32.58   142.77   24.43   24.43    0.00   0.17 100.00
sdg             123.00     0.00 5954.00    0.00 97168.00     0.00    32.64   142.53   23.88   23.88    0.00   0.17 100.00
sdh             149.00     0.00 5935.00    0.00 97296.00     0.00    32.79   143.10   24.13   24.13    0.00   0.17 100.00
sdi              87.00     0.00 5584.00    0.00 90768.00     0.00    32.51   142.69   25.57   25.57    0.00   0.18 100.00
sdj              88.00     0.00 5725.00    0.00 93024.00     0.00    32.50   142.41   24.85   24.85    0.00   0.17 100.00
sdk              83.00     0.00 5632.00    0.00 91472.00     0.00    32.48   143.05   25.50   25.50    0.00   0.18 100.00
sdl              91.00     0.00 5572.00    0.00 90592.00     0.00    32.52   143.28   25.91   25.91    0.00   0.18 100.00
sdm              76.00     0.00 5629.00    0.00 91264.00     0.00    32.43   142.94   25.30   25.30    0.00   0.18 100.00
sdn              89.00     0.00 5564.00    2.00 90432.00  2048.00    33.23   142.04   25.45   25.45   38.50   0.18  99.90
sdo             130.00     0.00 5977.00    2.00 97664.00  2048.00    33.35   142.38   23.95   23.95   32.50   0.17  99.90
sdp             121.00     0.00 5968.00    2.00 97360.00  2048.00    33.30   142.47   23.86   23.86   32.50   0.17  99.90
sdq             124.00     0.00 5959.00    2.00 97280.00  2048.00    33.33   142.81   24.02   24.02   34.00   0.17  99.90
sdr             105.00     0.00 5982.00    2.00 97360.00  2048.00    33.22   142.93   23.91   23.91   32.00   0.17 100.00
sds              88.00     0.00 5522.00    2.00 89776.00  2048.00    33.25   142.96   25.87   25.87   35.50   0.18 100.00
sdt              92.00     0.00 5696.00    2.00 92576.00  2048.00    33.21   142.95   25.12   25.12   34.00   0.18 100.00
sdu              82.00     0.00 5704.00    2.00 92560.00  2048.00    33.16   143.28   25.11   25.11   32.00   0.18 100.00
sdv             137.00     0.00 5989.00    2.00 97968.00  2048.00    33.39   142.80   23.82   23.82   34.00   0.17 100.00
sdw              71.00     0.00 5543.00    2.00 89824.00  2048.00    33.14   143.18   25.80   25.79   38.00   0.18 100.00
sdx              90.00     0.00 5674.00    2.00 92224.00  2048.00    33.22   143.31   25.22   25.22   45.00   0.18 100.00
sdy              78.00     0.00 5603.00    2.00 90912.00  2048.00    33.17   141.89   25.56   25.56   33.00   0.18 100.00
sdz              81.00     0.00 5726.00    2.00 92880.00  2048.00    33.15   142.69   24.86   24.85   34.00   0.17 100.00
sdaa            126.00     0.00 5816.00    2.00 95104.00  2048.00    33.40   142.83   24.79   24.79   35.00   0.17 100.00
sdab            112.00     0.00 5913.00    2.00 96320.00  2048.00    33.26   142.97   23.98   23.97   32.50   0.17 100.00
sdac             94.00     0.00 5700.00    2.00 92720.00  2048.00    33.24   143.01   25.02   25.02   35.00   0.18 100.00
sdad             84.00     1.00 5555.00    4.00 90160.00  2060.00    33.18   142.82   25.69   25.68   30.75   0.18 100.00
sdae            125.00     1.00 5956.00    4.00 97280.00  2060.00    33.34   142.63   24.00   24.00   24.50   0.17  99.90
sdaf             58.00     1.00 5751.00    4.00 92976.00  2060.00    33.03   142.86   24.84   24.84   23.25   0.17  99.90
sdag             99.00     0.00 5797.00    2.00 94368.00  2048.00    33.25   142.46   24.57   24.57   35.50   0.17  99.90

02/07/2019 07:42:52 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.27    0.00    3.86   20.96    0.00   74.91

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb             206.00     0.00 5879.00    2.00 97376.00  2048.00    33.81   142.65   24.25   24.24   34.50   0.17 100.00
sdc              84.00     0.00 5716.00    2.00 92784.00  2048.00    33.17   142.93   24.91   24.91   35.00   0.17 100.00
sdd             178.00     0.00 5803.00    2.00 95680.00  2048.00    33.67   142.62   24.53   24.53   33.50   0.17 100.00
sde             182.00     0.00 5819.00    2.00 95952.00  2048.00    33.67   143.06   24.59   24.59   33.00   0.17 100.00
sdf             168.00     0.00 5713.00    2.00 94064.00  2048.00    33.63   142.68   24.94   24.94   38.00   0.17 100.00
sdg             221.00     0.00 5834.00    2.00 96880.00  2048.00    33.90   142.71   24.51   24.51   32.00   0.17 100.00
sdh             186.00     0.00 5866.00    2.00 96800.00  2048.00    33.69   142.92   24.39   24.39   32.00   0.17 100.00
sdi              90.00     0.00 5611.00    2.00 91152.00  2048.00    33.21   142.66   25.40   25.40   34.50   0.18 100.00
sdj              91.00     0.00 5733.00    2.00 93200.00  2048.00    33.22   142.77   24.82   24.81   35.50   0.17 100.10
sdk             102.00     0.00 5626.00    2.00 91632.00  2048.00    33.29   143.19   25.38   25.37   35.00   0.18 100.10
sdl              94.00     0.00 5603.00    2.00 91120.00  2048.00    33.24   143.40   25.58   25.58   36.00   0.18 100.10
sdm             110.00     0.00 5606.00    2.00 91472.00  2048.00    33.35   143.03   25.57   25.57   35.50   0.18 100.10
sdn             119.00     0.00 5560.00    0.00 90816.00     0.00    32.67   142.54   25.65   25.65    0.00   0.18 100.10
sdo             225.00     0.00 5861.00    0.00 97344.00     0.00    33.22   142.81   24.38   24.38    0.00   0.17 100.10
sdp             194.00     0.00 5866.00    0.00 96928.00     0.00    33.05   142.80   24.41   24.41    0.00   0.17 100.10
sdq             212.00     0.00 5848.00    0.00 96896.00     0.00    33.14   143.13   24.47   24.47    0.00   0.17 100.10
sdr             196.00     0.00 5882.00    0.00 97216.00     0.00    33.06   142.91   24.25   24.25    0.00   0.17 100.00
sds              86.00     0.00 5604.00    0.00 90992.00     0.00    32.47   142.71   25.50   25.50    0.00   0.18 100.00
sdt              94.00     0.00 5715.00    0.00 92992.00     0.00    32.54   142.76   24.96   24.96    0.00   0.17 100.00
sdu              88.00     0.00 5723.00    0.00 92944.00     0.00    32.48   143.17   24.94   24.94    0.00   0.17 100.00
sdv             201.00     0.00 5930.00    2.00 98080.00  2048.00    33.76   143.03   23.97   23.97   33.50   0.17 100.00
sdw              94.00     0.00 5551.00    2.00 90304.00  2048.00    33.26   143.50   25.84   25.84   37.50   0.18 100.00
sdx              98.00     0.00 5661.00    2.00 92128.00  2048.00    33.26   143.28   25.30   25.30   36.50   0.18 100.00
sdy             107.00     0.00 5613.00    2.00 91504.00  2048.00    33.32   141.89   25.28   25.28   33.00   0.18 100.00
sdz             114.00     0.00 5714.00    2.00 93248.00  2048.00    33.34   143.00   25.11   25.11   33.00   0.17 100.00
sdaa            161.00     0.00 5757.00    2.00 94560.00  2048.00    33.55   143.02   24.85   24.85   34.50   0.17 100.00
sdab            175.00     0.00 5839.00    2.00 96224.00  2048.00    33.65   142.99   24.72   24.72   32.00   0.17 100.00
sdac             87.00     1.00 5730.00    4.00 93072.00  2060.00    33.18   142.88   25.01   25.02   23.75   0.17 100.00
sdad             77.00     0.00 5554.00    2.00 90176.00  2048.00    33.20   142.75   25.67   25.67   34.50   0.18 100.00
sdae            215.00     0.00 5852.00    2.00 97040.00  2048.00    33.85   143.15   24.44   24.44   33.00   0.17 100.10
sdaf            115.00     0.00 5722.00    2.00 93344.00  2048.00    33.33   142.81   24.94   24.94   32.00   0.17 100.10
sdag            155.00     0.00 5735.00    2.00 94176.00  2048.00    33.55   142.51   24.84   24.84   38.00   0.17 100.10

02/07/2019 07:42:53 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.28    0.00    3.81   20.61    0.00   75.29

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb             460.00     0.00 5664.00    2.00 97744.00  2048.00    35.22   142.91   25.21   25.21   36.00   0.18 100.00
sdc             131.00     0.00 5669.00    2.00 92800.00  2048.00    33.45   142.85   25.23   25.22   31.00   0.18 100.00
sdd             312.00     0.00 5676.00    2.00 95792.00  2048.00    34.46   142.69   25.14   25.14   35.50   0.18 100.00
sde             368.00     0.00 5655.00    2.00 96256.00  2048.00    34.75   143.02   25.29   25.29   35.50   0.18 100.00
sdf             242.00     0.00 5665.00    2.00 94512.00  2048.00    34.08   142.86   25.29   25.28   35.00   0.18 100.00
sdg             438.00     0.00 5623.00    2.00 96880.00  2048.00    35.17   142.73   25.34   25.34   37.50   0.18 100.00
sdh             394.00     0.00 5674.00    2.00 96976.00  2048.00    34.89   142.77   25.01   25.01   36.00   0.18 100.00
sdi             129.00     0.00 5551.00    2.00 90896.00  2048.00    33.48   142.64   25.69   25.69   38.00   0.18 100.00
sdj             116.00     0.00 5723.00    2.00 93376.00  2048.00    33.34   142.55   25.01   25.01   33.50   0.17  99.90
sdk             132.00     0.00 5613.00    2.00 91904.00  2048.00    33.46   142.89   25.49   25.49   35.50   0.18  99.90
sdl             122.00     0.00 5574.00    2.00 91168.00  2048.00    33.43   143.42   25.69   25.69   36.00   0.18 100.00
sdm             119.00     0.00 5587.00    2.00 91296.00  2048.00    33.40   142.85   25.57   25.56   34.00   0.18 100.00
sdn             118.00     0.00 5496.00    2.00 89840.00  2048.00    33.43   142.45   25.94   25.93   43.50   0.18 100.00
sdo             402.00     0.00 5686.00    2.00 97328.00  2048.00    34.94   142.90   25.01   25.01   32.50   0.18 100.00
sdp             304.00     0.00 5755.00    2.00 96928.00  2048.00    34.38   142.72   24.71   24.70   33.50   0.17 100.00
sdq             359.00     0.00 5683.00    2.00 96688.00  2048.00    34.74   142.91   25.14   25.14   33.50   0.18 100.00
sdr             351.00     0.00 5759.00    2.00 97568.00  2048.00    34.58   142.72   24.82   24.81   33.00   0.17 100.00
sds             139.00     0.00 5540.00    2.00 90896.00  2048.00    33.54   142.99   25.67   25.67   37.00   0.18 100.00
sdt             108.00     0.00 5681.00    2.00 92624.00  2048.00    33.32   142.80   25.15   25.14   34.00   0.18 100.00
sdu             117.00     0.00 5697.00    2.00 93024.00  2048.00    33.36   143.32   25.21   25.21   35.00   0.18 100.00
sdv             395.00     0.00 5726.00    0.00 97872.00     0.00    34.19   142.91   25.08   25.08    0.00   0.17 100.00
sdw             113.00     0.00 5539.00    0.00 90432.00     0.00    32.65   143.40   25.88   25.88    0.00   0.18 100.00
sdx             119.00     0.00 5665.00    0.00 92480.00     0.00    32.65   143.18   25.29   25.29    0.00   0.18 100.00
sdy             135.00     0.00 5629.00    0.00 92176.00     0.00    32.75   141.56   25.13   25.13    0.00   0.18 100.00
sdz             138.00     0.00 5671.00    0.00 92976.00     0.00    32.79   142.69   25.11   25.11    0.00   0.18 100.00
sdaa            295.00     0.00 5601.00    0.00 94384.00     0.00    33.70   143.10   25.54   25.54    0.00   0.18 100.00
sdab            316.00     0.00 5690.00    0.00 96128.00     0.00    33.79   143.02   25.04   25.04    0.00   0.18 100.00
sdac            155.00     0.00 5670.00    0.00 93184.00     0.00    32.87   143.06   25.23   25.23    0.00   0.18 100.00
sdad            103.00     0.00 5523.00    2.00 90016.00  2048.00    33.33   142.60   25.80   25.80   36.00   0.18 100.00
sdae            332.00     0.00 5720.00    2.00 96672.00  2048.00    34.51   142.69   24.88   24.87   35.00   0.17 100.00
sdaf            121.00     0.00 5699.00    2.00 93104.00  2048.00    33.38   142.53   24.82   24.81   34.00   0.18 100.00
sdag            287.00     0.00 5584.00    2.00 93888.00  2048.00    34.35   142.60   25.40   25.40   33.50   0.18 100.00

02/07/2019 07:42:54 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.30    0.00    3.82   20.83    0.00   75.05

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb             878.00     0.00 5217.00    0.00 97264.00     0.00    37.29   143.11   27.35   27.35    0.00   0.19 100.00
sdc             190.00     0.00 5622.00    0.00 92960.00     0.00    33.07   142.80   25.45   25.45    0.00   0.18 100.00
sdd             650.00     0.00 5309.00    0.00 95248.00     0.00    35.88   142.88   26.91   26.91    0.00   0.19 100.00
sde             696.00     0.00 5315.00    0.00 96032.00     0.00    36.14   142.94   26.82   26.82    0.00   0.19 100.00
sdf             568.00     0.00 5356.00    0.00 94496.00     0.00    35.29   142.88   26.63   26.63    0.00   0.19 100.00
sdg             734.00     0.00 5329.00    0.00 96800.00     0.00    36.33   142.92   26.77   26.77    0.00   0.19 100.00
sdh             716.00     0.00 5331.00    2.00 96656.00  2048.00    37.02   142.85   26.80   26.80   38.00   0.19 100.00
sdi             213.00     0.00 5486.00    2.00 91104.00  2048.00    33.95   142.82   25.98   25.97   36.00   0.18 100.10
sdj             197.00     0.00 5623.00    2.00 93056.00  2048.00    33.81   142.74   25.22   25.22   38.00   0.18 100.00
sdk             163.00     0.00 5571.00    2.00 91744.00  2048.00    33.66   143.09   25.61   25.60   36.50   0.18 100.00
sdl             218.00     0.00 5472.00    2.00 90960.00  2048.00    33.98   143.04   26.09   26.09   39.50   0.18  99.90
sdm             202.00     0.00 5525.00    2.00 91488.00  2048.00    33.85   142.64   25.77   25.76   40.00   0.18  99.90
sdn             208.00     0.00 5479.00    2.00 90992.00  2048.00    33.95   142.21   25.96   25.95   37.50   0.18  99.90
