Linux 4.14.35-1844.1.3.el7uek.x86_64 (instance-20190207-1400) 	02/07/2019 	_x86_64_	(104 CPU)

02/07/2019 07:49:43 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.26    0.00    2.34    4.43    0.00   92.97

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdk               1.00    17.00 7538.00 7507.00 30156.00 34180.00     8.55   141.25    9.38    3.70   15.08   0.07 100.00
sdl               4.00    27.00 13720.00 13780.00 54896.00 59308.00     8.31   139.45    5.06    1.97    8.13   0.04 100.10
sdm               2.00    23.00 12914.00 13026.00 51664.00 56276.00     8.32   139.98    5.40    2.10    8.67   0.04  99.90
sdn               0.00    18.00 8637.00 8554.00 34548.00 38372.00     8.48   141.97    8.25    3.19   13.35   0.06  99.90
sdo               2.00    11.00 8519.00 8738.00 34084.00 39076.00     8.48   142.43    8.29    3.28   13.17   0.06  99.90
sdp               6.00    18.00 9007.00 9034.00 36052.00 38244.00     8.24   139.77    7.75    3.10   12.38   0.06  99.90
sdq               3.00    19.00 12564.00 12627.00 50268.00 52624.00     8.17   140.51    5.56    2.14    8.98   0.04  99.90
sdr               0.00    17.00 9880.00 9957.00 39520.00 41936.00     8.21   141.01    7.10    2.69   11.48   0.05  99.90
sds               1.00     8.00 8557.00 8450.00 34232.00 35872.00     8.24   142.58    8.38    3.25   13.58   0.06  99.90
sdt               4.00    34.00 13706.00 13478.00 54840.00 56084.00     8.16   139.29    5.14    1.96    8.36   0.04  99.90
sdu               3.00    14.00 13120.00 13222.00 52492.00 54984.00     8.16   139.98    5.32    2.00    8.60   0.04 100.00
sdv               4.00    30.00 12947.00 12846.00 51804.00 53536.00     8.17   139.56    5.41    2.06    8.79   0.04  99.90
sdw               0.00     1.00 6693.00 6825.00 26772.00 29340.00     8.30    27.03    2.06    1.60    2.51   0.07  98.80
sdx               0.00     9.00 6403.00 6556.00 25612.00 28300.00     8.32   142.47   11.02    4.48   17.40   0.08  99.90
sdy               2.00    23.00 13662.00 13737.00 54656.00 57080.00     8.16   138.68    5.06    1.97    8.12   0.04  99.90
sdz               3.00    27.00 12719.00 13072.00 50888.00 54432.00     8.17   139.94    5.43    2.09    8.68   0.04  99.90
sdaa              1.00     5.00 7017.00 7166.00 28072.00 30724.00     8.29   141.08    9.91    3.69   16.00   0.07  99.90
sdab              0.00     9.00 7399.00 7413.00 29596.00 31728.00     8.28   140.79    9.50    3.53   15.46   0.07  99.80
sdac              5.00    20.00 11724.00 11698.00 46916.00 48912.00     8.18   139.17    5.95    2.36    9.55   0.04  99.80
sdad              2.00    29.00 13515.00 13501.00 54068.00 56160.00     8.16   139.11    5.15    1.99    8.32   0.04  99.90
sdae              0.00     9.00 7337.00 7492.00 29348.00 32044.00     8.28   141.22    9.50    3.61   15.28   0.07  99.90
sdaf              2.00    27.00 12839.00 12608.00 51364.00 52576.00     8.17   139.92    5.45    2.09    8.88   0.04  99.90
sdag              1.00     7.00 6293.00 6201.00 25176.00 26876.00     8.33   141.94   11.34    4.35   18.44   0.08  99.90

02/07/2019 07:49:55 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.47    0.00   18.39   10.70    0.00   69.43

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               4.00    20.00 13571.00 13758.00 54300.00 59192.00     8.31   139.90    5.12    1.96    8.24   0.04 100.00
sdc               3.00    16.00 10509.00 10734.00 42048.00 47080.00     8.39   108.83    5.12    2.35    7.82   0.05  98.70
sdd               2.00     6.00 9589.00 9519.00 38364.00 42180.00     8.43    77.13    4.02    2.32    5.73   0.05  99.90
sde               0.00    14.00 8941.00 9077.00 35764.00 40444.00     8.46   141.50    7.82    3.04   12.54   0.06 100.00
sdf               1.00     2.00 5360.00 5387.00 21444.00 25636.00     8.76   143.49   13.35    5.31   21.35   0.09 100.00
sdg               3.00     4.00 5568.00 5476.00 22284.00 26004.00     8.74   141.92   12.87    5.13   20.74   0.09 100.00
sdh               2.00    35.00 12132.00 12119.00 48536.00 50656.00     8.18   139.93    5.80    2.25    9.37   0.04 100.00
sdi               3.00    32.00 13085.00 13119.00 52352.00 54644.00     8.17   138.79    5.28    2.04    8.52   0.04 100.00
sdj               1.00     9.00 6974.00 6997.00 27900.00 30064.00     8.30   141.12   10.12    4.23   15.98   0.07 100.00
sdk               0.00     6.00 6084.00 6188.00 24336.00 26816.00     8.34   142.98   11.65    4.59   18.59   0.08 100.00
sdl               1.00    30.00 13938.00 13749.00 55756.00 57152.00     8.16   138.82    5.01    1.95    8.12   0.04 100.00
sdm               4.00    37.00 13093.00 13006.00 52388.00 54212.00     8.17   140.00    5.36    2.11    8.63   0.04 100.00
sdn               1.00    19.00 8862.00 8611.00 35452.00 36560.00     8.24   141.77    8.10    3.20   13.14   0.06 100.00
sdo               2.00     8.00 8733.00 8739.00 34940.00 37028.00     8.24   142.41    8.13    3.21   13.05   0.06 100.00
sdp               0.00    18.00 9186.00 8995.00 36744.00 38096.00     8.23   140.23    7.71    3.10   12.41   0.06 100.00
sdq               1.00    26.00 12181.00 12170.00 48728.00 50824.00     8.18   140.68    5.79    2.28    9.32   0.04 100.00
sdr               2.00    11.00 9730.00 9947.00 38928.00 41872.00     8.21   141.09    7.16    2.70   11.52   0.05 100.00
sds               1.00    13.00 8644.00 8560.00 34580.00 36332.00     8.24   141.13    8.20    3.12   13.33   0.06 100.00
sdt               1.00    17.00 13605.00 13167.00 54424.00 54780.00     8.16   138.56    5.17    2.02    8.43   0.04 100.00
sdu               3.00    30.00 12894.00 12764.00 51588.00 53212.00     8.17   139.53    5.44    2.08    8.83   0.04 100.00
sdv               2.00    22.00 12309.00 12483.00 49244.00 52064.00     8.17   140.19    5.66    2.15    9.11   0.04 100.00
sdw               1.00     3.00 7072.00 7222.00 28292.00 30944.00     8.29    30.16    2.11    1.75    2.47   0.07  98.90
sdx               1.00     8.00 6615.00 6751.00 26464.00 29076.00     8.31   141.68   10.60    4.20   16.87   0.07 100.00
sdy               7.00    39.00 13604.00 13571.00 54444.00 56476.00     8.16   138.93    5.11    2.00    8.22   0.04 100.10
sdz               4.00    27.00 12828.00 12637.00 51328.00 52700.00     8.17   140.30    5.51    2.13    8.94   0.04 100.00
sdaa              0.00     8.00 7335.00 7289.00 29340.00 31228.00     8.28   140.80    9.62    3.58   15.71   0.07 100.00
sdab              1.00     7.00 7592.00 7787.00 30372.00 33216.00     8.27   141.16    9.19    3.44   14.80   0.07 100.00
sdac              3.00    27.00 12320.00 12087.00 49292.00 50496.00     8.18   140.23    5.74    2.24    9.32   0.04 100.00
sdad              2.00    35.00 13525.00 13508.00 54108.00 56212.00     8.16   138.97    5.14    1.98    8.31   0.04 100.00
sdae              0.00    11.00 7371.00 7260.00 29484.00 31124.00     8.28   141.40    9.67    3.69   15.74   0.07 100.10
sdaf              3.00    24.00 12296.00 12223.00 49196.00 51024.00     8.17   140.30    5.74    2.19    9.32   0.04 100.10
sdag              0.00     3.00 6260.00 6236.00 25040.00 29036.00     8.65   141.99   11.40    4.36   18.46   0.08 100.00

02/07/2019 07:49:56 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.49    0.00   19.18    9.70    0.00   69.63

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               2.00     7.00 10767.00 10874.00 43076.00 45564.00     8.19    63.24    2.95    1.48    4.41   0.05  98.90
sdc               5.00    26.00 13559.00 13115.00 54256.00 54600.00     8.16   139.55    5.23    1.98    8.59   0.04 100.00
sdd               1.00     1.00 8921.00 8858.00 35688.00 37480.00     8.23    25.06    1.45    1.21    1.70   0.06  99.90
sde               2.00    17.00 9068.00 8976.00 36280.00 38008.00     8.23   141.31    7.84    3.04   12.70   0.06 100.00
sdf               1.00     5.00 5452.00 5329.00 21812.00 23376.00     8.38   141.75   13.14    5.19   21.27   0.09 100.00
sdg               0.00     7.00 5554.00 5377.00 22216.00 23576.00     8.38   141.94   12.97    5.12   21.07   0.09 100.00
sdh               4.00    41.00 13839.00 13710.00 55372.00 57040.00     8.16   139.81    5.08    1.96    8.22   0.04 100.00
sdi               4.00    26.00 13291.00 13507.00 53180.00 56172.00     8.16   139.70    5.20    2.00    8.34   0.04 100.10
sdj               1.00     9.00 6974.00 7059.00 27900.00 30312.00     8.30   139.12    9.92    4.09   15.68   0.07 100.00
sdk               1.00     6.00 6141.00 6202.00 24564.00 26872.00     8.33   141.86   11.47    4.57   18.29   0.08 100.00
sdl               2.00    22.00 13415.00 13409.00 53668.00 55768.00     8.16   139.60    5.20    2.04    8.36   0.04 100.10
sdm               2.00    31.00 13289.00 13455.00 53164.00 55980.00     8.16   139.93    5.23    2.05    8.37   0.04 100.00
sdn               1.00    23.00 8508.00 8552.00 34036.00 36336.00     8.25   140.48    8.24    3.17   13.28   0.06 100.00
sdo               1.00     7.00 8664.00 8288.00 34660.00 35220.00     8.24   141.12    8.32    3.21   13.65   0.06 100.00
sdp               3.00    23.00 8863.00 8808.00 35464.00 37364.00     8.24   140.71    7.93    3.31   12.58   0.06 100.00
sdq               5.00    19.00 11986.00 12105.00 47964.00 50536.00     8.18   140.64    5.84    2.27    9.38   0.04 100.00
sdr               1.00    15.00 9812.00 9825.00 39252.00 41400.00     8.21   141.13    7.20    2.71   11.68   0.05 100.00
sds               2.00    16.00 8321.00 8539.00 33292.00 36260.00     8.25   142.56    8.44    3.31   13.45   0.06 100.00
sdt               2.00    17.00 11875.00 11974.00 47508.00 50004.00     8.18   101.07    4.23    1.80    6.65   0.04  99.70
sdu               3.00    32.00 13233.00 13085.00 52944.00 54508.00     8.17   139.86    5.31    2.01    8.65   0.04 100.00
sdv               1.00    29.00 12816.00 12907.00 51268.00 53784.00     8.17   139.88    5.43    2.09    8.74   0.04 100.00
sdw               0.00     0.00 6599.00 6735.00 26396.00 28980.00     8.31    15.87    1.19    1.19    1.19   0.07  98.50
sdx               0.00     3.00 6681.00 6603.00 26724.00 28464.00     8.31   142.12   10.68    4.27   17.17   0.08 100.00
sdy               5.00    32.00 13665.00 13540.00 54680.00 58372.00     8.31   139.21    5.12    1.98    8.28   0.04 100.00
sdz               5.00    30.00 13139.00 13143.00 52576.00 56764.00     8.32   140.30    5.33    2.06    8.61   0.04 100.10
sdaa              1.00    16.00 7054.00 7180.00 28220.00 32860.00     8.58   141.30    9.95    3.66   16.13   0.07 100.00
sdab              3.00     9.00 7505.00 7601.00 30032.00 34520.00     8.55   140.95    9.33    3.53   15.07   0.07 100.00
sdac              2.00    24.00 11383.00 11173.00 45540.00 48864.00     8.37   129.49    5.73    2.38    9.15   0.04  99.80
sdad              3.00    34.00 13446.00 13748.00 53796.00 59208.00     8.31   138.63    5.10    1.97    8.16   0.04 100.00
sdae              1.00     5.00 7264.00 7273.00 29060.00 33192.00     8.56   140.87    9.69    3.64   15.74   0.07 100.00
sdaf              3.00    32.00 12610.00 12707.00 50452.00 55044.00     8.33   140.47    5.56    2.12    8.97   0.04 100.00
sdag              0.00     5.00 6383.00 6171.00 25532.00 26740.00     8.33   142.02   11.31    4.35   18.52   0.08 100.00

02/07/2019 07:49:57 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.50    0.00   18.97    9.86    0.00   69.67

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               3.00     7.00 10503.00 10649.00 42024.00 44664.00     8.20    45.72    2.16    1.53    2.78   0.05  99.60
sdc               3.00    40.00 13032.00 13052.00 52140.00 54412.00     8.17   139.99    5.37    2.02    8.72   0.04 100.00
sdd               0.00     4.00 9634.00 9530.00 38536.00 40176.00     8.21    37.88    1.98    1.42    2.54   0.05  99.90
sde               1.00    16.00 9701.00 9756.00 38808.00 41136.00     8.22   140.75    7.23    2.80   11.64   0.05 100.00
sdf               0.00     9.00 5403.00 5427.00 21612.00 23780.00     8.38   143.31   13.24    5.28   21.17   0.09 100.00
sdg               0.00     6.00 5456.00 5420.00 21824.00 23744.00     8.38   142.74   13.11    5.31   20.97   0.09 100.00
sdh               2.00    46.00 13540.00 13535.00 54168.00 56368.00     8.17   139.78    5.16    1.98    8.35   0.04 100.00
sdi               5.00    30.00 13398.00 13090.00 53612.00 54524.00     8.16   139.60    5.28    2.06    8.58   0.04 100.00
sdj               2.00    10.00 7248.00 7290.00 29000.00 31236.00     8.29   140.34    9.65    4.00   15.26   0.07 100.00
sdk               0.00    12.00 9097.00 9201.00 36392.00 38892.00     8.23   141.21    7.76    3.00   12.47   0.05 100.00
sdl               6.00    47.00 12910.00 12526.00 51664.00 52328.00     8.18   140.61    5.52    2.17    8.98   0.04 100.00
sdm               2.00    27.00 13131.00 13161.00 52532.00 54796.00     8.16   139.47    5.31    2.06    8.55   0.04 100.00
sdn               2.00    15.00 7541.00 7631.00 30172.00 32628.00     8.28   140.69    9.28    3.56   14.94   0.07 100.00
sdo               1.00    12.00 7681.00 7635.00 30728.00 32624.00     8.27   141.09    9.21    3.61   14.84   0.07 100.00
sdp               0.00    20.00 7201.00 7361.00 28804.00 33604.00     8.57   140.67    9.64    4.01   15.15   0.07 100.00
sdq               2.00    34.00 11948.00 11669.00 47800.00 50892.00     8.36   141.18    5.96    2.32    9.69   0.04 100.10
sdr               1.00    22.00 10023.00 10370.00 40096.00 45648.00     8.41   141.01    6.91    2.60   11.09   0.05 100.00
sds               1.00    18.00 7657.00 7606.00 30632.00 34576.00     8.54   140.27    9.21    3.48   14.99   0.07 100.00
sdt               5.00    29.00 12732.00 12857.00 50948.00 55620.00     8.33   140.13    5.48    2.09    8.83   0.04 100.00
sdu               4.00    24.00 12933.00 12966.00 51748.00 56044.00     8.32   139.88    5.40    2.04    8.75   0.04 100.00
sdv               5.00    44.00 12253.00 12339.00 49032.00 53616.00     8.35   139.82    5.70    2.21    9.16   0.04 100.00
sdw               1.00     5.00 7181.00 7177.00 28728.00 32804.00     8.57    37.92    2.57    2.02    3.11   0.07  99.10
sdx               1.00     8.00 6470.00 6363.00 25884.00 29564.00     8.64   142.57   11.10    4.51   17.80   0.08 100.00
sdy               6.00    32.00 13734.00 14005.00 54960.00 58188.00     8.16   139.30    5.02    1.94    8.05   0.04 100.10
sdz               5.00    44.00 12686.00 12501.00 50764.00 52224.00     8.18   139.93    5.56    2.12    9.05   0.04 100.00
sdaa              0.00    10.00 7234.00 7201.00 28936.00 30888.00     8.29   141.39    9.78    3.63   15.96   0.07 100.10
sdab              1.00     6.00 7447.00 7607.00 29792.00 32492.00     8.27   141.34    9.38    3.55   15.08   0.07 100.10
sdac              4.00    11.00 9613.00 9663.00 38468.00 40740.00     8.22   113.45    5.89    2.71    9.06   0.05  99.80
sdad              5.00    43.00 13328.00 13232.00 53332.00 55140.00     8.17   139.32    5.24    2.05    8.46   0.04 100.10
sdae              0.00    19.00 7435.00 7376.00 29740.00 31620.00     8.29   140.99    9.50    3.60   15.44   0.07 100.00
sdaf              3.00    38.00 12234.00 12194.00 48948.00 50964.00     8.18   140.19    5.75    2.19    9.31   0.04 100.00
sdag              1.00     9.00 6427.00 6415.00 25712.00 27736.00     8.32   141.99   11.05    4.32   17.79   0.08 100.00

02/07/2019 07:49:58 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.44    0.00   18.38   10.43    0.00   69.75

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00     1.00 10094.00 9971.00 40376.00 41928.00     8.20    27.58    1.38    1.22    1.53   0.05  99.50
sdc               5.00    43.00 13229.00 13079.00 52936.00 54524.00     8.17   139.64    5.29    1.98    8.64   0.04 100.10
sdd               3.00     4.00 9516.00 9444.00 38076.00 41872.00     8.43    61.88    3.26    2.02    4.50   0.05  99.90
sde               2.00    21.00 10067.00 9972.00 40276.00 44044.00     8.42   140.57    7.01    2.68   11.39   0.05 100.00
sdf               1.00     5.00 5373.00 5384.00 21496.00 25640.00     8.76   143.41   13.35    5.23   21.44   0.09 100.00
sdg               2.00     2.00 5438.00 5431.00 21760.00 25812.00     8.75   140.62   12.93    5.24   20.63   0.09 100.00
sdh               4.00    34.00 13558.00 13830.00 54248.00 59532.00     8.31   139.84    5.10    1.94    8.21   0.04 100.10
sdi               5.00    46.00 13771.00 13643.00 55104.00 58836.00     8.31   139.02    5.07    1.96    8.21   0.04 100.00
sdj               1.00     5.00 7384.00 7446.00 29540.00 33888.00     8.55   140.94    9.50    3.93   15.03   0.07 100.00
sdk               3.00    13.00 9752.00 9503.00 39020.00 42144.00     8.43   140.68    7.29    2.83   11.87   0.05 100.10
sdl               6.00    52.00 12172.00 12193.00 48712.00 53064.00     8.35   140.60    5.77    2.22    9.31   0.04 100.10
sdm               0.00    37.00 13033.00 13271.00 52132.00 57312.00     8.32   139.97    5.32    2.06    8.52   0.04 100.00
sdn               0.00    23.00 7684.00 7534.00 30736.00 34308.00     8.55   139.99    9.17    3.42   15.03   0.07 100.10
sdo               0.00    11.00 7618.00 7548.00 30472.00 34320.00     8.54   142.44    9.39    3.71   15.13   0.07 100.00
sdp               1.00    24.00 7319.00 7392.00 29280.00 31704.00     8.29   142.50    9.70    4.11   15.24   0.07 100.00
sdq               3.00    29.00 12039.00 12113.00 48168.00 50608.00     8.18   140.23    5.81    2.26    9.33   0.04 100.00
sdr               3.00    22.00 10163.00 10256.00 40660.00 43152.00     8.21   140.41    6.87    2.63   11.08   0.05 100.00
sds               3.00    12.00 7603.00 7677.00 30424.00 32796.00     8.27   141.60    9.23    3.54   14.86   0.07 100.00
sdt               4.00    31.00 13549.00 13453.00 54212.00 55976.00     8.16   140.06    5.19    1.98    8.43   0.04 100.00
sdu               6.00    47.00 13112.00 12836.00 52476.00 53572.00     8.17   139.67    5.38    2.03    8.80   0.04 100.00
sdv               4.00    31.00 12942.00 12933.00 51784.00 53896.00     8.17   140.19    5.41    2.06    8.77   0.04 100.00
sdw               1.00     9.00 7634.00 7522.00 30544.00 32164.00     8.28    80.71    5.33    2.79    7.91   0.07  99.60
sdx               1.00    11.00 6566.00 6688.00 26268.00 28836.00     8.32   142.59   10.75    4.36   17.02   0.08 100.00
sdy               3.00    37.00 13444.00 13632.00 53788.00 56716.00     8.16   139.40    5.14    1.99    8.24   0.04 100.10
sdz               5.00    26.00 12997.00 12912.00 52008.00 53796.00     8.17   140.25    5.40    2.08    8.75   0.04 100.00
sdaa              0.00    12.00 7069.00 6978.00 28276.00 30000.00     8.30   141.25   10.07    3.81   16.41   0.07  99.90
sdab              0.00     8.00 7471.00 7566.00 29884.00 32336.00     8.28   141.23    9.40    3.45   15.28   0.07  99.90
sdac              5.00    25.00 11890.00 12041.00 47580.00 50300.00     8.18   140.46    5.87    2.22    9.48   0.04  99.90
sdad              4.00    38.00 13707.00 13490.00 54844.00 56152.00     8.16   139.07    5.11    1.98    8.29   0.04 100.00
sdae              0.00    10.00 7694.00 7672.00 30776.00 32768.00     8.27   141.29    9.20    3.45   14.98   0.07 100.00
sdaf              3.00    22.00 12245.00 12215.00 48992.00 50992.00     8.18   140.44    5.72    2.20    9.26   0.04 100.00
sdag              0.00     9.00 6514.00 6482.00 26056.00 28008.00     8.32   141.78   10.91    4.26   17.58   0.08 100.00

02/07/2019 07:49:59 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.50    0.00   18.42   10.22    0.00   69.86

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               2.00     5.00 9609.00 9710.00 38444.00 42940.00     8.43    28.73    1.49    1.12    1.85   0.05  99.40
sdc               6.00    45.00 13319.00 13277.00 53300.00 57368.00     8.32   140.06    5.26    1.97    8.56   0.04 100.30
sdd               0.00     4.00 9055.00 9059.00 36220.00 38292.00     8.23    37.35    2.07    1.47    2.67   0.06  99.80
sde               3.00    20.00 9914.00 9927.00 39668.00 41828.00     8.21   140.61    7.10    2.73   11.46   0.05 100.00
sdf               0.00     6.00 5492.00 5322.00 21968.00 23352.00     8.38   140.97   13.02    5.25   21.04   0.09 100.00
sdg               0.00    12.00 5407.00 5530.00 21628.00 24208.00     8.38   141.65   12.94    5.10   20.61   0.09 100.00
sdh               5.00    42.00 13911.00 13953.00 55664.00 58024.00     8.16   139.62    5.01    1.91    8.10   0.04 100.00
sdi               8.00    49.00 13771.00 13983.00 55116.00 58168.00     8.16   139.30    5.02    1.92    8.07   0.04 100.00
sdj               0.00     7.00 7528.00 7196.00 30112.00 30852.00     8.28   141.18    9.58    3.94   15.49   0.07 100.00
sdk               2.00    17.00 9594.00 9612.00 38384.00 40556.00     8.22   140.65    7.33    2.80   11.85   0.05 100.00
sdl               6.00    43.00 12973.00 12842.00 51916.00 53576.00     8.17   140.25    5.43    2.15    8.75   0.04 100.00
sdm               5.00    46.00 13439.00 13516.00 53776.00 56288.00     8.17   140.46    5.21    2.04    8.36   0.04 100.10
sdn               1.00    26.00 7629.00 7526.00 30520.00 32248.00     8.28   140.49    9.26    3.54   15.07   0.07 100.10
sdo               0.00    16.00 7556.00 7576.00 30224.00 32400.00     8.28   142.32    9.39    3.65   15.11   0.07 100.00
sdp               3.00    20.00 7312.00 7459.00 29260.00 31956.00     8.29   140.51    9.52    4.02   14.91   0.07 100.00
sdq               4.00    33.00 12037.00 11986.00 48164.00 50112.00     8.18   140.80    5.86    2.29    9.45   0.04 100.00
sdr               2.00    23.00 10542.00 10530.00 42180.00 44248.00     8.20   140.99    6.70    2.55   10.85   0.05 100.00
sds               6.00    21.00 7549.00 7486.00 30220.00 32068.00     8.29   140.58    9.38    3.62   15.19   0.07 100.00
sdt               2.00    49.00 13874.00 13891.00 55504.00 57808.00     8.16   140.04    5.04    1.94    8.14   0.04 100.00
sdu               5.00    50.00 13141.00 13321.00 52580.00 55524.00     8.17   139.72    5.29    1.98    8.54   0.04 100.00
sdv               4.00    53.00 13318.00 13087.00 53288.00 54600.00     8.17   139.75    5.29    2.03    8.62   0.04 100.00
sdw               2.00     1.00 6837.00 6921.00 27352.00 29732.00     8.30    33.72    2.52    1.68    3.35   0.07  99.20
sdx               0.00    10.00 6396.00 6600.00 25584.00 28480.00     8.32   141.87   10.94    4.31   17.36   0.08 100.00
sdy               8.00    45.00 13153.00 12826.00 52640.00 53524.00     8.17   139.50    5.37    2.12    8.69   0.04 100.00
sdz               8.00    48.00 12959.00 13005.00 51868.00 56284.00     8.33   139.90    5.38    2.05    8.71   0.04 100.00
sdaa              0.00    14.00 7031.00 6985.00 28124.00 32076.00     8.59   140.71   10.04    3.82   16.30   0.07 100.00
sdab              2.00    12.00 7425.00 7314.00 29708.00 33384.00     8.56   140.35    9.52    3.62   15.51   0.07 100.00
sdac              3.00    37.00 12448.00 12062.00 49804.00 52476.00     8.35   139.73    5.70    2.18    9.33   0.04 100.00
sdad              2.00    47.00 13238.00 13421.00 52960.00 57944.00     8.32   139.13    5.22    2.01    8.38   0.04 100.00
sdae              0.00    17.00 7416.00 7297.00 29664.00 33332.00     8.56   141.35    9.60    3.59   15.71   0.07 100.00
sdaf              4.00    41.00 12823.00 12957.00 51308.00 56072.00     8.33   140.55    5.46    2.08    8.80   0.04 100.10
sdag              0.00    13.00 6226.00 6053.00 24904.00 28340.00     8.67   140.95   11.48    4.42   18.74   0.08 100.00

02/07/2019 07:50:00 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.52    0.00   18.26   10.30    0.00   69.92

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00     7.00 10348.00 10249.00 41392.00 43064.00     8.20    51.71    2.51    1.54    3.49   0.05  99.40
sdc               6.00    48.00 13055.00 13446.00 52244.00 56020.00     8.17   139.45    5.26    1.98    8.44   0.04 100.00
sdd               2.00     5.00 9828.00 9741.00 39320.00 41024.00     8.21    46.70    2.39    1.51    3.28   0.05  99.90
sde               3.00    18.00 9882.00 10155.00 39540.00 42736.00     8.21   140.58    7.02    2.67   11.26   0.05 100.00
sdf               0.00     5.00 5420.00 5397.00 21680.00 23648.00     8.38   142.45   13.20    5.22   21.22   0.09 100.00
sdg               2.00    13.00 5392.00 5404.00 21576.00 23704.00     8.39   143.52   13.30    5.36   21.23   0.09 100.00
sdh               9.00    66.00 13761.00 13658.00 55080.00 56932.00     8.17   139.51    5.08    1.98    8.21   0.04 100.00
sdi               7.00    60.00 13843.00 13708.00 55400.00 57112.00     8.17   138.79    5.04    1.97    8.14   0.04 100.00
sdj               2.00    16.00 7430.00 7304.00 29728.00 31320.00     8.29   141.01    9.58    4.02   15.23   0.07 100.00
sdk               3.00    24.00 9524.00 9449.00 38108.00 39932.00     8.23   140.16    7.38    2.87   11.92   0.05 100.00
sdl               8.00    67.00 12575.00 12549.00 50332.00 52500.00     8.19   140.37    5.57    2.20    8.96   0.04 100.10
sdm               8.00    65.00 13587.00 13379.00 54380.00 55816.00     8.17   139.83    5.18    2.04    8.38   0.04 100.00
sdn               1.00    21.00 7710.00 7740.00 30844.00 33084.00     8.28   141.96    9.18    3.55   14.78   0.06 100.00
sdo               1.00    13.00 7701.00 7588.00 30808.00 32452.00     8.28   140.05    9.15    3.49   14.90   0.07 100.00
sdp               2.00    26.00 7411.00 7484.00 29652.00 32072.00     8.29   142.36    9.55    4.04   15.00   0.07 100.00
sdq               4.00    57.00 12055.00 11915.00 48236.00 49932.00     8.19   140.72    5.87    2.28    9.50   0.04 100.00
sdr               3.00    29.00 10125.00 10161.00 40512.00 42804.00     8.21   140.56    6.92    2.60   11.22   0.05 100.00
sds               1.00    16.00 7563.00 7555.00 30256.00 34364.00     8.55   142.41    9.42    3.75   15.09   0.07 100.00
sdt               8.00    67.00 13561.00 13626.00 54276.00 58852.00     8.32   138.96    5.11    1.95    8.25   0.04 100.00
sdu               7.00    55.00 12820.00 12782.00 51308.00 55424.00     8.34   140.25    5.48    2.08    8.88   0.04 100.00
sdv               9.00    57.00 12949.00 12860.00 51832.00 55748.00     8.34   139.19    5.40    2.10    8.72   0.04 100.00
sdw               0.00     5.00 6953.00 7223.00 27812.00 32992.00     8.58    37.14    2.62    1.88    3.33   0.07  99.20
sdx               1.00    13.00 6533.00 6740.00 26136.00 31092.00     8.62   142.11   10.67    4.30   16.85   0.08 100.00
sdy               7.00    54.00 13421.00 13024.00 53716.00 56392.00     8.33   139.30    5.28    2.08    8.57   0.04 100.00
sdz               5.00    42.00 13046.00 13069.00 52204.00 54492.00     8.17   140.28    5.36    2.05    8.67   0.04 100.20
sdaa              0.00    12.00 7107.00 7112.00 28428.00 30536.00     8.29   141.03    9.90    3.73   16.07   0.07 100.00
sdab              3.00    11.00 7363.00 7395.00 29464.00 31664.00     8.28   141.24    9.56    3.55   15.55   0.07 100.00
