Linux 4.14.35-1844.1.3.el7uek.x86_64 (instance-20190207-1400) 	02/07/2019 	_x86_64_	(104 CPU)

02/07/2019 07:47:40 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.23    0.00    2.01    3.80    0.00   93.96

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdaf              0.00    34.00    0.00  800.00     0.00 213504.00   533.76   142.34  178.53    0.00  178.53   1.25 100.00
sdag              0.00    66.00    0.00  375.00     0.00 109312.00   583.00   143.03  379.10    0.00  379.10   2.67 100.00

02/07/2019 07:47:54 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.69    0.00    1.08   21.55    0.00   76.67

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    31.00    0.00  247.00     0.00 72192.00   584.55   143.05  560.28    0.00  560.28   4.05 100.00
sdc               0.00    73.00    0.00  343.00     0.00 107776.00   628.43   142.56  403.50    0.00  403.50   2.92 100.00
sdd               0.00    29.00    0.00  247.00     0.00 70656.00   572.11   143.52  552.96    0.00  552.96   4.05 100.00
sde               0.00    29.00    0.00  257.00     0.00 72960.00   567.78   143.10  481.27    0.00  481.27   3.89 100.00
sdf               0.00    24.00    0.00  288.00     0.00 79872.00   554.67   143.32  507.59    0.00  507.59   3.47 100.00
sdg               0.00    30.00    0.00  255.00     0.00 71936.00   564.20   143.52  567.42    0.00  567.42   3.92 100.00
sdh               0.00    19.00    0.00  176.00     0.00 50944.00   578.91   143.87  769.59    0.00  769.59   5.68 100.00
sdi               0.00    65.00    0.00  772.00     0.00 213760.00   553.78   142.70  183.40    0.00  183.40   1.30 100.00
sdj               0.00    51.00    0.00  792.00     0.00 213504.00   539.15   143.03  176.11    0.00  176.11   1.26 100.00
sdk               0.00    60.00    0.00  342.00     0.00 103424.00   604.82   144.02  409.89    0.00  409.89   2.92 100.00
sdl               0.00    38.00    0.00  261.00     0.00 75776.00   580.66   143.27  564.07    0.00  564.07   3.83 100.00
sdm               0.00    22.00    0.00  233.00     0.00 66816.00   573.53   143.14  624.33    0.00  624.33   4.29 100.00
sdn               0.00    64.00    0.00  773.00     0.00 213504.00   552.40   142.72  185.92    0.00  185.92   1.29 100.00
sdo               0.00    35.00    0.00  271.00     0.00 82432.00   608.35   142.97  557.17    0.00  557.17   3.69 100.10
sdp               0.00    19.00    0.00  209.00     0.00 59904.00   573.24   143.25  702.08    0.00  702.08   4.79 100.10
sdq               0.00    11.00    0.00  150.00     0.00 43008.00   573.44   143.99  885.84    0.00  885.84   6.67 100.10
sdr               0.00    21.00    0.00  207.00     0.00 56576.00   546.63   142.90  644.31    0.00  644.31   4.84 100.10
sds               0.00    12.00    0.00  180.00     0.00 49408.00   548.98   144.02  872.81    0.00  872.81   5.56 100.10
sdt               0.00    26.00    0.00  257.00     0.00 71936.00   559.81   143.27  683.69    0.00  683.69   3.89 100.00
sdu               0.00    28.00    0.00  191.00     0.00 54016.00   565.61   143.96  744.21    0.00  744.21   5.24 100.00
sdv               0.00    26.00    0.00  256.00     0.00 70912.00   554.00   143.62  537.16    0.00  537.16   3.91 100.00
sdw               0.00    60.00    0.00  356.00     0.00 106240.00   596.85   143.16  402.10    0.00  402.10   2.81 100.00
sdx               0.00    15.00    0.00  198.00     0.00 54528.00   550.79   143.11  546.13    0.00  546.13   5.05 100.00
sdy               0.00    50.00    0.00  778.00     0.00 210688.00   541.61   142.39  173.17    0.00  173.17   1.29 100.00
sdz               0.00    40.00    0.00  283.00     0.00 83200.00   587.99   142.83  514.00    0.00  514.00   3.53 100.00
sdaa              0.00    18.00    0.00  225.00     0.00 60928.00   541.58   143.04  603.69    0.00  603.69   4.44 100.00
sdab              0.00    27.00    0.00  208.00     0.00 59648.00   573.54   143.09  682.38    0.00  682.38   4.81 100.00
sdac              0.00    36.00    0.00  231.00     0.00 66816.00   578.49   143.30  602.53    0.00  602.53   4.33 100.00
sdad              0.00    18.00    0.00  199.00     0.00 56320.00   566.03   143.29  764.44    0.00  764.44   5.03 100.00
sdae              0.00    27.00    0.00  232.00     0.00 67328.00   580.41   143.10  635.44    0.00  635.44   4.31 100.00
sdaf              0.00    71.00    0.00  760.00     0.00 211968.00   557.81   142.91  187.74    0.00  187.74   1.32 100.00
sdag              0.00    75.00    0.00  357.00     0.00 109056.00   610.96   143.45  399.13    0.00  399.13   2.80 100.00

02/07/2019 07:47:55 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.68    0.00    1.11   20.77    0.00   77.44

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    37.00    0.00  255.00     0.00 71936.00   564.20   142.80  559.69    0.00  559.69   3.92 100.00
sdc               0.00    74.00    0.00  336.00     0.00 107264.00   638.48   142.63  408.55    0.00  408.55   2.98 100.00
sdd               0.00    39.00    0.00  245.00     0.00 71424.00   583.05   142.14  621.77    0.00  621.77   4.08 100.00
sde               0.00    35.00    0.00  259.00     0.00 73728.00   569.33   142.82  632.16    0.00  632.16   3.86 100.00
sdf               0.00    39.00    0.00  277.00     0.00 79616.00   574.84   142.85  508.71    0.00  508.71   3.61 100.00
sdg               0.00    33.00    0.00  250.00     0.00 72192.00   577.54   143.35  561.39    0.00  561.39   4.00 100.00
sdh               0.00    19.00    0.00  173.00     0.00 49920.00   577.11   142.76  897.75    0.00  897.75   5.78 100.00
sdi               0.00    89.00    0.00  752.00     0.00 213248.00   567.15   142.19  182.94    0.00  182.94   1.33 100.00
sdj               0.00    98.00    0.00  740.00     0.00 214016.00   578.42   142.68  194.86    0.00  194.86   1.35 100.00
sdk               0.00    73.00    0.00  349.00     0.00 103940.00   595.64   143.77  449.73    0.00  449.73   2.87 100.00
sdl               0.00    34.00    0.00  254.00     0.00 75008.00   590.61   142.85  545.40    0.00  545.40   3.94 100.00
sdm               0.00    33.00    0.00  234.00     0.00 67584.00   577.64   142.89  602.29    0.00  602.29   4.27 100.00
sdn               0.00    80.00    0.00  755.00     0.00 212224.00   562.18   142.79  173.16    0.00  173.16   1.32 100.00
sdo               0.00    48.00    0.00  270.00     0.00 80640.00   597.33   142.91  521.43    0.00  521.43   3.70  99.90
sdp               0.00    26.00    0.00  201.00     0.00 58112.00   578.23   143.11  715.28    0.00  715.28   4.97  99.90
sdq               0.00    16.00    0.00  162.00     0.00 44032.00   543.60   143.59  896.44    0.00  896.44   6.17  99.90
sdr               0.00    15.00    0.00  203.00     0.00 56064.00   552.35   143.74  609.64    0.00  609.64   4.93 100.00
sds               0.00     9.00    0.00  178.00     0.00 49152.00   552.27   144.73  820.50    0.00  820.50   5.62 100.00
sdt               0.00    28.00    0.00  260.00     0.00 74496.00   573.05   142.74  545.11    0.00  545.11   3.85 100.00
sdu               0.00    18.00    0.00  185.00     0.00 54528.00   589.49   142.24  727.58    0.00  727.58   5.41 100.00
sdv               0.00    23.00    0.00  249.00     0.00 71168.00   571.63   142.99  581.87    0.00  581.87   4.02 100.00
sdw               0.00    66.00    0.00  348.00     0.00 107776.00   619.40   143.27  409.94    0.00  409.94   2.87 100.00
sdx               0.00    24.00    0.00  193.00     0.00 55552.00   575.67   143.97  913.53    0.00  913.53   5.18 100.00
sdy               0.00    77.00    0.00  767.00     0.00 214784.00   560.06   141.84  192.67    0.00  192.67   1.30 100.00
sdz               0.00    51.00    0.00  286.00     0.00 84736.00   592.56   142.88  485.95    0.00  485.95   3.50 100.00
sdaa              0.00    17.00    0.00  220.00     0.00 61184.00   556.22   143.14  629.78    0.00  629.78   4.55 100.00
sdab              0.00    18.00    0.00  211.00     0.00 59648.00   565.38   143.16  686.18    0.00  686.18   4.74 100.00
sdac              0.00    25.00    0.00  230.00     0.00 66816.00   581.01   143.01  642.03    0.00  642.03   4.35 100.00
sdad              0.00    20.00    0.00  200.00     0.00 55040.00   550.40   143.29  716.14    0.00  716.14   5.00 100.00
sdae              0.00    29.00    0.00  228.00     0.00 67584.00   592.84   142.76  629.70    0.00  629.70   4.39 100.00
sdaf              0.00    86.00    0.00  756.00     0.00 214272.00   566.86   142.43  189.00    0.00  189.00   1.32 100.00
sdag              0.00    88.00    0.00  338.00     0.00 110336.00   652.88   143.00  425.12    0.00  425.12   2.96 100.00

02/07/2019 07:47:56 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.69    0.00    1.09   30.42    0.00   67.80

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    28.00    0.00  258.00     0.00 74252.00   575.60   114.03  510.72    0.00  510.72   3.88 100.00
sdc               0.00    70.00    0.00  353.00     0.00 107020.00   606.35   122.08  370.66    0.00  370.66   2.83 100.00
sdd               0.00    24.00    0.00  251.00     0.00 71948.00   573.29   117.94  529.15    0.00  529.15   3.98 100.00
sde               0.00    44.00    0.00  256.00     0.00 72968.00   570.06   132.49  538.97    0.00  538.97   3.91 100.00
sdf               0.00    42.00    0.00  285.00     0.00 79368.00   556.97   129.59  450.35    0.00  450.35   3.51 100.00
sdg               0.00    34.00    0.00  253.00     0.00 70408.00   556.58   118.85  526.60    0.00  526.60   3.95 100.00
sdh               0.00    23.00    0.00  176.00     0.00 49416.00   561.55   129.60  835.59    0.00  835.59   5.68 100.00
sdi               0.00   100.00    0.00  731.00     0.00 213004.00   582.77   132.25  185.74    0.00  185.74   1.37 100.00
sdj               0.00   107.00    0.00  732.00     0.00 213260.00   582.68   139.59  191.12    0.00  191.12   1.37 100.00
sdk               0.00    59.00    0.00  331.00     0.00 102412.00   618.80   121.68  357.69    0.00  357.69   3.02 100.00
sdl               0.00    26.00    0.00  265.00     0.00 76304.00   575.88   103.06  490.40    0.00  490.40   3.77 100.00
sdm               0.00    27.00    0.00  235.00     0.00 66828.00   568.75   125.10  580.66    0.00  580.66   4.26 100.00
sdn               0.00   102.00    0.00  728.00     0.00 212752.00   584.48   135.75  194.06    0.00  194.06   1.37 100.00
sdo               0.00    33.00    0.00  292.00     0.00 82448.00   564.71   110.70  423.87    0.00  423.87   3.43 100.10
sdp               0.00    12.00    0.00  218.00     0.00 59920.00   549.72   114.37  669.66    0.00  669.66   4.59 100.10
sdq               0.00    10.00    0.00  158.00     0.00 43264.00   547.65   143.53  886.86    0.00  886.86   6.34 100.10
sdr               0.00    25.00    0.00  206.00     0.00 56332.00   546.91   138.51  524.98    0.00  524.98   4.85 100.00
sds               0.00    21.00    0.00  189.00     0.00 49424.00   523.01   105.44  824.94    0.00  824.94   5.29 100.00
sdt               0.00    32.00    0.00  264.00     0.00 72460.00   548.94   136.12  486.11    0.00  486.11   3.79 100.00
sdu               0.00     9.00    0.00  198.00     0.00 54016.00   545.62   127.04  774.31    0.00  774.31   5.05 100.00
sdv               0.00    27.00    0.00  263.00     0.00 72716.00   552.97   111.48  451.92    0.00  451.92   3.80 100.00
sdw               0.00    81.00    0.00  347.00     0.00 105740.00   609.45   136.28  396.03    0.00  396.03   2.88 100.00
sdx               0.00     8.00    0.00  197.00     0.00 54796.00   556.30   100.40  856.56    0.00  856.56   5.08 100.00
sdy               0.00    99.00    0.00  738.00     0.00 213772.00   579.33   140.36  191.76    0.00  191.76   1.36 100.00
sdz               0.00    48.00    0.00  280.00     0.00 83468.00   596.20   116.94  439.51    0.00  439.51   3.57 100.00
sdaa              0.00    23.00    0.00  216.00     0.00 60424.00   559.48   138.11  642.98    0.00  642.98   4.63 100.00
sdab              0.00    11.00    0.00  217.00     0.00 59148.00   545.14   110.14  708.92    0.00  708.92   4.61 100.00
sdac              0.00    34.00    0.00  236.00     0.00 67592.00   572.81   122.50  581.89    0.00  581.89   4.24 100.00
sdad              0.00    22.00    0.00  190.00     0.00 54024.00   568.67   138.75  729.89    0.00  729.89   5.26 100.00
sdae              0.00    29.00    0.00  241.00     0.00 66572.00   552.46   117.23  637.44    0.00  637.44   4.15 100.00
sdaf              0.00   112.00    0.00  740.00     0.00 214796.00   580.53   138.44  186.96    0.00  186.96   1.35 100.00
sdag              0.00    68.00    0.00  366.00     0.00 109068.00   596.00   125.73  345.43    0.00  345.43   2.73 100.00

02/07/2019 07:47:57 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.70    0.00    1.16   23.94    0.00   74.20

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    31.00    0.00  249.00     0.00 72704.00   583.97   144.10  528.39    0.00  528.39   4.02 100.00
sdc               0.00    86.00    0.00  350.00     0.00 108032.00   617.33   142.79  398.07    0.00  398.07   2.86 100.00
sdd               0.00    31.00    0.00  249.00     0.00 70656.00   567.52   143.64  496.67    0.00  496.67   4.02 100.00
sde               0.00    52.00    0.00  239.00     0.00 73988.00   619.15   143.26  555.99    0.00  555.99   4.18 100.00
sdf               0.00    42.00    0.00  272.00     0.00 80644.00   592.97   142.48  470.51    0.00  470.51   3.68 100.00
sdg               0.00    33.00    0.00  238.00     0.00 71428.00   600.24   143.93  541.80    0.00  541.80   4.20 100.00
sdh               0.00    13.00    0.00  172.00     0.00 48132.00   559.67   142.27  703.97    0.00  703.97   5.81 100.00
sdi               0.00   120.00    0.00  706.00     0.00 212480.00   601.93   142.31  200.38    0.00  200.38   1.42 100.00
sdj               0.00   116.00    0.00  717.00     0.00 214016.00   596.98   142.87  200.29    0.00  200.29   1.39 100.00
sdk               0.00    77.00    0.00  339.00     0.00 105472.00   622.25   143.54  437.72    0.00  437.72   2.95 100.10
sdl               0.00    40.00    0.00  256.00     0.00 74752.00   584.00   143.44  463.36    0.00  463.36   3.91 100.10
sdm               0.00    44.00    0.00  226.00     0.00 67844.00   600.39   143.86  588.19    0.00  588.19   4.43 100.10
sdn               0.00   114.00    0.00  722.00     0.00 213504.00   591.42   143.09  206.43    0.00  206.43   1.39 100.10
sdo               0.00    40.00    0.00  279.00     0.00 81152.00   581.73   142.63  392.44    0.00  392.44   3.58 100.00
sdp               0.00    18.00    0.00  216.00     0.00 58368.00   540.44   143.53  516.06    0.00  516.06   4.63 100.00
sdq               0.00    23.00    0.00  164.00     0.00 45576.00   555.80   129.68  926.38    0.00  926.38   6.10 100.00
sdr               0.00    28.00    0.00  189.00     0.00 55808.00   590.56   143.59  871.88    0.00  871.88   5.29 100.00
sds               0.00     7.00    0.00  178.00     0.00 49152.00   552.27   143.59  494.44    0.00  494.44   5.62 100.00
sdt               0.00    35.00    0.00  246.00     0.00 73472.00   597.33   142.30  583.58    0.00  583.58   4.07 100.00
sdu               0.00    29.00    0.00  196.00     0.00 55052.00   561.76   138.01  606.02    0.00  606.02   5.10 100.00
sdv               0.00    48.00    0.00  245.00     0.00 70656.00   576.78   143.44  475.59    0.00  475.59   4.08 100.00
sdw               0.00    84.00    0.00  331.00     0.00 107264.00   648.12   143.46  429.01    0.00  429.01   3.02 100.00
sdx               0.00    26.00    0.00  207.00     0.00 56320.00   544.15   144.26  487.95    0.00  487.95   4.83 100.00
sdy               0.00   113.00    0.00  722.00     0.00 211456.00   585.75   142.76  196.10    0.00  196.10   1.39 100.00
sdz               0.00    46.00    0.00  280.00     0.00 83456.00   596.11   143.49  495.14    0.00  495.14   3.57 100.00
sdaa              0.00    29.00    0.00  213.00     0.00 59392.00   557.67   143.18  676.98    0.00  676.98   4.69 100.00
sdab              0.00    28.00    0.00  219.00     0.00 59136.00   540.05   143.61  367.03    0.00  367.03   4.57 100.00
sdac              0.00    41.00    0.00  223.00     0.00 66308.00   594.69   143.25  508.43    0.00  508.43   4.48 100.00
sdad              0.00    14.00    0.00  193.00     0.00 54788.00   567.75   142.97  729.41    0.00  729.41   5.18 100.00
sdae              0.00    39.00    0.00  222.00     0.00 66560.00   599.64   143.26  463.84    0.00  463.84   4.50 100.00
sdaf              0.00   124.00    0.00  694.00     0.00 212736.00   613.07   142.50  203.97    0.00  203.97   1.44 100.00
sdag              0.00   100.00    0.00  339.00     0.00 108288.00   638.87   142.31  403.16    0.00  403.16   2.95 100.00

02/07/2019 07:47:58 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.69    0.00    1.14   22.01    0.00   76.16

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    38.00    0.00  248.00     0.00 72192.00   582.19   143.64  570.14    0.00  570.14   4.03 100.00
sdc               0.00    97.00    0.00  316.00     0.00 105216.00   665.92   143.04  447.31    0.00  447.31   3.16 100.00
sdd               0.00    33.00    0.00  245.00     0.00 71680.00   585.14   144.11  597.17    0.00  597.17   4.08 100.00
sde               0.00    26.00    0.00  245.00     0.00 73728.00   601.86   143.92  569.25    0.00  569.25   4.08 100.00
sdf               0.00    33.00    0.00  268.00     0.00 79616.00   594.15   143.60  555.55    0.00  555.55   3.73 100.00
sdg               0.00    45.00    0.00  231.00     0.00 70144.00   607.31   143.50  614.87    0.00  614.87   4.33 100.00
sdh               0.00    25.00    0.00  171.00     0.00 50432.00   589.85   144.91  869.39    0.00  869.39   5.85 100.00
sdi               0.00   149.00    0.00  694.00     0.00 213504.00   615.29   142.71  202.94    0.00  202.94   1.44 100.00
sdj               0.00   141.00    0.00  706.00     0.00 212736.00   602.65   142.65  194.52    0.00  194.52   1.42 100.00
sdk               0.00    95.00    0.00  325.00     0.00 105216.00   647.48   142.34  409.56    0.00  409.56   3.07  99.90
sdl               0.00    47.00    0.00  257.00     0.00 75008.00   583.72   144.19  553.25    0.00  553.25   3.89  99.90
sdm               0.00    32.00    0.00  224.00     0.00 66560.00   594.29   144.53  623.41    0.00  623.41   4.46 100.00
sdn               0.00   137.00    0.00  699.00     0.00 213764.00   611.63   143.11  203.84    0.00  203.84   1.43 100.00
sdo               0.00    50.00    0.00  269.00     0.00 82688.00   614.78   143.56  567.52    0.00  567.52   3.72 100.00
sdp               0.00    29.00    0.00  212.00     0.00 60416.00   569.96   142.69  686.43    0.00  686.43   4.72 100.00
sdq               0.00     9.00    0.00  160.00     0.00 45316.00   566.45   142.91  817.52    0.00  817.52   6.25 100.00
sdr               0.00    25.00    0.00  191.00     0.00 54784.00   573.65   143.11  727.76    0.00  727.76   5.24 100.00
sds               0.00    15.00    0.00  183.00     0.00 49152.00   537.18   143.15  732.28    0.00  732.28   5.46 100.00
sdt               0.00    29.00    0.00  250.00     0.00 71936.00   575.49   143.50  550.71    0.00  550.71   4.00 100.00
sdu               0.00    29.00    0.00  191.00     0.00 54784.00   573.65   143.11  703.68    0.00  703.68   5.24 100.00
sdv               0.00    45.00    0.00  228.00     0.00 70400.00   617.54   143.14  635.69    0.00  635.69   4.39 100.00
sdw               0.00    92.00    0.00  335.00     0.00 104960.00   626.63   143.01  395.67    0.00  395.67   2.99 100.00
sdx               0.00    25.00    0.00  195.00     0.00 55296.00   567.14   142.49  701.09    0.00  701.09   5.13 100.00
sdy               0.00   147.00    0.00  681.00     0.00 211712.00   621.77   142.64  209.19    0.00  209.19   1.47 100.00
sdz               0.00    50.00    0.00  261.00     0.00 80640.00   617.93   142.96  531.35    0.00  531.35   3.83 100.00
sdaa              0.00    34.00    0.00  209.00     0.00 61956.00   592.88   142.75  816.41    0.00  816.41   4.78 100.00
sdab              0.00    31.00    0.00  211.00     0.00 59904.00   567.81   143.50  579.36    0.00  579.36   4.74 100.00
sdac              0.00    39.00    0.00  220.00     0.00 69120.00   628.36   142.99  692.93    0.00  692.93   4.55 100.00
sdad              0.00    28.00    0.00  196.00     0.00 54528.00   556.41   142.91  725.84    0.00  725.84   5.10 100.00
sdae              0.00    43.00    0.00  228.00     0.00 66048.00   579.37   144.39  620.74    0.00  620.74   4.39 100.00
sdaf              0.00   137.00    0.00  699.00     0.00 212224.00   607.22   142.67  201.08    0.00  201.08   1.43 100.00
sdag              0.00   107.00    0.00  322.00     0.00 109060.00   677.39   142.56  444.33    0.00  444.33   3.11 100.00

02/07/2019 07:47:59 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.69    0.00    1.16   21.01    0.00   77.14

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    35.00    0.00  250.00     0.00 72704.00   581.63   144.53  576.46    0.00  576.46   4.00 100.00
sdc               0.00   129.00    0.00  307.00     0.00 108544.00   707.13   138.33  451.85    0.00  451.85   3.26 100.00
sdd               0.00    35.00    0.00  250.00     0.00 71936.00   575.49   144.17  586.46    0.00  586.46   4.00 100.00
sde               0.00    47.00    0.00  251.00     0.00 73216.00   583.39   143.40  505.71    0.00  505.71   3.98 100.00
sdf               0.00    52.00    0.00  260.00     0.00 79872.00   614.40   142.98  563.94    0.00  563.94   3.85 100.00
sdg               0.00    44.00    0.00  244.00     0.00 72964.00   598.07   143.81  607.38    0.00  607.38   4.10 100.00
sdh               0.00    19.00    0.00  169.00     0.00 48640.00   575.62   142.92  825.65    0.00  825.65   5.92 100.00
sdi               0.00   178.00    0.00  665.00     0.00 212736.00   639.81   142.23  213.88    0.00  213.88   1.50 100.00
sdj               0.00   146.00    0.00  685.00     0.00 214784.00   627.11   142.53  210.20    0.00  210.20   1.46 100.00
sdk               0.00    98.00    0.00  300.00     0.00 103936.00   692.91   140.27  484.93    0.00  484.93   3.34 100.10
sdl               0.00    41.00    0.00  250.00     0.00 75008.00   600.06   144.96  584.50    0.00  584.50   4.00 100.10
sdm               0.00    43.00    0.00  230.00     0.00 67844.00   589.95   143.60  646.99    0.00  646.99   4.35 100.00
sdn               0.00   149.00    0.00  680.00     0.00 210432.00   618.92   142.32  205.69    0.00  205.69   1.47 100.00
sdo               0.00    56.00    0.00  264.00     0.00 80896.00   612.85   142.90  570.05    0.00  570.05   3.79 100.00
sdp               0.00    26.00    0.00  207.00     0.00 59136.00   571.36   143.66  674.72    0.00  674.72   4.83 100.00
sdq               0.00    22.00    0.00  149.00     0.00 41984.00   563.54   143.72  880.62    0.00  880.62   6.71 100.00
sdr               0.00    28.00    0.00  187.00     0.00 56832.00   607.83   143.95  931.17    0.00  931.17   5.35 100.00
sds               0.00    14.00    0.00  174.00     0.00 48640.00   559.08   143.05  895.40    0.00  895.40   5.75 100.00
sdt               0.00    62.00    0.00  234.00     0.00 72960.00   623.59   143.39  636.39    0.00  636.39   4.27 100.00
sdu               0.00    31.00    0.00  186.00     0.00 55296.00   594.58   143.16  739.52    0.00  739.52   5.38 100.00
sdv               0.00    40.00    0.00  242.00     0.00 72960.00   602.98   143.24  633.13    0.00  633.13   4.13 100.00
sdw               0.00   101.00    0.00  324.00     0.00 107264.00   662.12   141.79  467.17    0.00  467.17   3.09 100.00
sdx               0.00    22.00    0.00  188.00     0.00 55296.00   588.26   143.35  726.18    0.00  726.18   5.32 100.00
sdy               0.00   167.00    0.00  667.00     0.00 210432.00   630.98   142.90  211.69    0.00  211.69   1.50 100.00
sdz               0.00    59.00    0.00  271.00     0.00 85760.00   632.92   142.72  526.60    0.00  526.60   3.69 100.00
sdaa              0.00    27.00    0.00  201.00     0.00 60672.00   603.70   144.17  649.26    0.00  649.26   4.98 100.00
sdab              0.00    25.00    0.00  209.00     0.00 59648.00   570.79   143.39  563.94    0.00  563.94   4.78 100.00
sdac              0.00    40.00    0.00  228.00     0.00 66560.00   583.86   143.95  632.72    0.00  632.72   4.39 100.00
sdad              0.00    26.00    0.00  189.00     0.00 55296.00   585.14   143.69  779.90    0.00  779.90   5.29 100.00
sdae              0.00    40.00    0.00  217.00     0.00 67584.00   622.89   144.42  666.79    0.00  666.79   4.61 100.00
sdaf              0.00   159.00    0.00  665.00     0.00 211200.00   635.19   142.10  212.24    0.00  212.24   1.50 100.00
sdag              0.00   144.00    0.00  306.00     0.00 109568.00   716.13   136.09  454.57    0.00  454.57   3.27 100.00

02/07/2019 07:48:00 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.70    0.00    1.18   21.06    0.00   77.06

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    3.00     0.00    24.00    16.00     0.01    4.33    0.00    4.33   2.00   0.60
sdb               0.00    53.00    0.00  246.00     0.00 72964.00   593.20   143.50  594.69    0.00  594.69   4.07 100.00
sdc               0.00   137.00    0.00  299.00     0.00 106496.00   712.35   135.35  471.75    0.00  471.75   3.34 100.00
sdd               0.00    46.00    0.00  234.00     0.00 70404.00   601.74   143.18  592.23    0.00  592.23   4.27 100.00
sde               0.00    48.00    0.00  243.00     0.00 74240.00   611.03   142.45  608.77    0.00  608.77   4.12 100.00
sdf               0.00    62.00    0.00  249.00     0.00 80384.00   645.65   143.35  572.04    0.00  572.04   4.02 100.00
sdg               0.00    51.00    0.00  225.00     0.00 70400.00   625.78   143.19  602.64    0.00  602.64   4.44 100.00
sdh               0.00    18.00    0.00  168.00     0.00 51200.00   609.52   142.87  892.09    0.00  892.09   5.95 100.00
sdi               0.00   235.00    0.00  605.00     0.00 212224.00   701.57   138.61  228.44    0.00  228.44   1.65 100.00
sdj               0.00   250.00    0.00  613.00     0.00 212736.00   694.08   137.91  223.63    0.00  223.63   1.63 100.10
sdk               0.00   123.00    0.00  312.00     0.00 103936.00   666.26   139.29  451.27    0.00  451.27   3.21 100.00
sdl               0.00    59.00    0.00  241.00     0.00 75524.00   626.76   143.43  592.36    0.00  592.36   4.15 100.00
sdm               0.00    55.00    0.00  212.00     0.00 67072.00   632.75   143.28  611.89    0.00  611.89   4.72 100.00
sdn               0.00   172.00    0.00  667.00     0.00 213504.00   640.19   142.37  209.91    0.00  209.91   1.50 100.00
sdo               0.00    48.00    0.00  268.00     0.00 82432.00   615.16   142.85  556.54    0.00  556.54   3.73 100.00
sdp               0.00    30.00    0.00  196.00     0.00 60160.00   613.88   144.35  712.19    0.00  712.19   5.10 100.00
sdq               0.00    20.00    0.00  142.00     0.00 41216.00   580.51   144.08  993.11    0.00  993.11   7.04 100.00
sdr               0.00    26.00    0.00  195.00     0.00 56832.00   582.89   142.41  738.45    0.00  738.45   5.13 100.00
sds               0.00    28.00    0.00  168.00     0.00 49920.00   594.29   143.62  884.59    0.00  884.59   5.95 100.00
sdt               0.00    40.00    0.00  244.00     0.00 74752.00   612.72   142.66  574.86    0.00  574.86   4.10 100.00
sdu               0.00    24.00    0.00  182.00     0.00 53760.00   590.77   143.66  850.39    0.00  850.39   5.49 100.00
sdv               0.00    40.00    0.00  232.00     0.00 71936.00   620.14   142.84  646.36    0.00  646.36   4.31 100.00
sdw               0.00   151.00    0.00  294.00     0.00 108544.00   738.39   134.87  464.42    0.00  464.42   3.40 100.00
sdx               0.00    18.00    0.00  189.00     0.00 54784.00   579.72   143.25  786.56    0.00  786.56   5.29 100.00
sdy               0.00   197.00    0.00  634.00     0.00 209664.00   661.40   141.01  225.26    0.00  225.26   1.58 100.00
