Linux 4.14.35-1844.1.3.el7uek.x86_64 (instance-20190207-1400) 	02/07/2019 	_x86_64_	(104 CPU)

02/07/2019 07:47:40 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.23    0.00    2.01    3.80    0.00   93.96

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sds               0.00    20.00    0.00  162.00     0.00 49664.00   613.14   143.39  937.45    0.00  937.45   6.17 100.00
sdt               0.00    92.00    0.00  179.00     0.00 62720.00   700.78   135.12  747.96    0.00  747.96   5.59 100.00
sdu               0.00    43.00    0.00  161.00     0.00 53248.00   661.47   142.79  975.28    0.00  975.28   6.21 100.00
sdv               0.00    95.00    0.00  189.00     0.00 71168.00   753.10   132.89  718.19    0.00  718.19   5.29 100.00
sdw               0.00    39.00    0.00  349.00     0.00 99584.00   570.68   142.93  406.89    0.00  406.89   2.87 100.00
sdx               0.00    56.00    0.00  207.00     0.00 70656.00   682.67   142.01  710.14    0.00  710.14   4.83 100.00
sdy               0.00   144.00    0.00  674.00     0.00 211968.00   628.99   142.42  211.16    0.00  211.16   1.48 100.00
sdz               0.00     6.00    0.00  274.00     0.00 73472.00   536.29   143.44  642.41    0.00  642.41   3.65 100.00
sdaa              0.00    45.00    0.00  191.00     0.00 62208.00   651.39   143.19  751.53    0.00  751.53   5.24 100.10
sdab              0.00    39.00    0.00  189.00     0.00 58624.00   620.36   143.52  782.61    0.00  782.61   5.30 100.10
sdac              0.00    80.00    0.00  195.00     0.00 68608.00   703.67   137.85  636.35    0.00  636.35   5.13 100.10
sdad              0.00    38.00    0.00  176.00     0.00 54272.00   616.73   144.98  788.69    0.00  788.69   5.68 100.00
sdae              0.00    61.00    0.00  200.00     0.00 68096.00   680.96   139.63  610.04    0.00  610.04   5.00 100.00
sdaf              0.00   178.00    0.00  662.00     0.00 212224.00   641.16   142.51  212.39    0.00  212.39   1.51 100.00
sdag              0.00    60.00    0.00  378.00     0.00 109056.00   577.02   143.10  342.69    0.00  342.69   2.65 100.00

02/07/2019 07:48:10 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.73    0.00    1.09   17.37    0.00   80.81

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    39.00    0.00  185.00     0.00 72960.00   788.76   137.66  704.60    0.00  704.60   5.41 100.00
sdc               0.00    43.00    0.00  388.00     0.00 110848.00   571.38   143.32  362.95    0.00  362.95   2.58 100.00
sdd               0.00    81.00    0.00  190.00     0.00 68352.00   719.49   129.52  683.38    0.00  683.38   5.26 100.00
sde               0.00    23.00    0.00  179.00     0.00 68352.00   763.71   137.31  713.45    0.00  713.45   5.59 100.00
sdf               0.00    14.00    0.00  300.00     0.00 79616.00   530.77   142.75  436.36    0.00  436.36   3.33 100.00
sdg               0.00    99.00    0.00  176.00     0.00 70656.00   802.91   126.19  735.66    0.00  735.66   5.68 100.00
sdh               0.00    36.00    0.00  165.00     0.00 50944.00   617.50   143.05  882.64    0.00  882.64   6.06 100.00
sdi               0.00   232.00    0.00  598.00     0.00 211200.00   706.35   138.54  229.65    0.00  229.65   1.67 100.00
sdj               0.00   242.00    0.00  591.00     0.00 210944.00   713.85   138.68  244.50    0.00  244.50   1.69 100.00
sdk               0.00    40.00    0.00  366.00     0.00 105984.00   579.15   142.46  397.26    0.00  397.26   2.73 100.00
sdl               0.00     9.00    0.00  241.00     0.00 71680.00   594.85   143.76  638.81    0.00  638.81   4.15 100.00
sdm               0.00   113.00    0.00  216.00     0.00 83456.00   772.74   132.78  579.21    0.00  579.21   4.63 100.00
sdn               0.00   240.00    0.00  582.00     0.00 209152.00   718.74   138.35  236.77    0.00  236.77   1.72 100.00
sdo               0.00     7.00    0.00  314.00     0.00 82432.00   525.04   143.33  440.79    0.00  440.79   3.18 100.00
sdp               0.00    40.00    0.00  188.00     0.00 60416.00   642.72   141.73  615.27    0.00  615.27   5.32 100.00
sdq               0.00    25.00    0.00  134.00     0.00 41472.00   618.99   143.36 1024.14    0.00 1024.14   7.46 100.00
sdr               0.00    51.00    0.00  179.00     0.00 58624.00   655.02   142.01  758.92    0.00  758.92   5.59 100.00
sds               0.00    34.00    0.00  168.00     0.00 50176.00   597.33   144.01  871.63    0.00  871.63   5.95 100.00
sdt               0.00    87.00    0.00  155.00     0.00 60160.00   776.26   122.41  834.99    0.00  834.99   6.46 100.10
sdu               0.00    62.00    0.00  168.00     0.00 51968.00   618.67   141.27  841.56    0.00  841.56   5.96 100.10
sdv               0.00    90.00    0.00  184.00     0.00 71168.00   773.57   125.39  715.02    0.00  715.02   5.44 100.10
sdw               0.00    52.00    0.00  355.00     0.00 103424.00   582.67   142.91  390.61    0.00  390.61   2.82 100.10
sdx               0.00    69.00    0.00  215.00     0.00 71680.00   666.79   143.05  641.91    0.00  641.91   4.66 100.10
sdy               0.00   226.00    0.00  617.00     0.00 208640.00   676.30   139.76  224.07    0.00  224.07   1.62 100.10
sdz               0.00    10.00    0.00  279.00     0.00 72448.00   519.34   143.29  520.16    0.00  520.16   3.59 100.10
sdaa              0.00    52.00    0.00  185.00     0.00 60160.00   650.38   142.76  744.07    0.00  744.07   5.41 100.00
sdab              0.00    58.00    0.00  195.00     0.00 60160.00   617.03   142.99  720.83    0.00  720.83   5.13 100.00
sdac              0.00   101.00    0.00  180.00     0.00 65792.00   731.02   131.17  937.06    0.00  937.06   5.56 100.00
sdad              0.00    31.00    0.00  175.00     0.00 54784.00   626.10   143.88  839.03    0.00  839.03   5.71 100.00
sdae              0.00    91.00    0.00  194.00     0.00 67584.00   696.74   138.89  882.26    0.00  882.26   5.15 100.00
sdaf              0.00   238.00    0.00  604.00     0.00 210944.00   698.49   139.78  234.12    0.00  234.12   1.66 100.00
sdag              0.00    41.00    0.00  376.00     0.00 110336.00   586.89   143.10  414.77    0.00  414.77   2.66 100.00

02/07/2019 07:48:11 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.65    0.00    1.16   25.80    0.00   72.39

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00     6.00    0.00  281.00     0.00 74508.00   530.31   120.13  533.96    0.00  533.96   3.56 100.00
sdc               0.00    41.00    0.00  390.00     0.00 108044.00   554.07   120.41  311.87    0.00  311.87   2.56 100.00
sdd               0.00     8.00    0.00  230.00     0.00 75016.00   652.31   139.84  643.27    0.00  643.27   4.35 100.00
sde               0.00    14.00    0.00  252.00     0.00 68608.00   544.51   140.06  565.73    0.00  565.73   3.97 100.00
sdf               0.00    14.00    0.00  297.00     0.00 79880.00   537.91   137.03  537.16    0.00  537.16   3.37 100.00
sdg               0.00     5.00    0.00  222.00     0.00 73224.00   659.68   120.68  644.84    0.00  644.84   4.50 100.00
sdh               0.00    35.00    0.00  176.00     0.00 50696.00   576.09   140.69  783.61    0.00  783.61   5.68 100.00
sdi               0.00   144.00    0.00  641.00     0.00 215308.00   671.79   128.42  203.26    0.00  203.26   1.56 100.00
sdj               0.00   142.00    0.00  632.00     0.00 213772.00   676.49   130.29  215.57    0.00  215.57   1.58 100.00
sdk               0.00    61.00    0.00  351.00     0.00 103436.00   589.38   138.22  381.70    0.00  381.70   2.85 100.00
sdl               0.00     5.00    0.00  272.00     0.00 71680.00   527.06   126.79  516.86    0.00  516.86   3.68 100.00
sdm               0.00    66.00    0.00  233.00     0.00 83980.00   720.86   100.43  534.71    0.00  534.71   4.29 100.00
sdn               0.00   153.00    0.00  633.00     0.00 214540.00   677.85   128.66  210.97    0.00  210.97   1.58 100.00
sdo               0.00     7.00    0.00  314.00     0.00 82184.00   523.46   129.59  442.28    0.00  442.28   3.18 100.00
sdp               0.00    51.00    0.00  163.00     0.00 58120.00   713.13   110.95 1094.50    0.00 1094.50   6.13 100.00
sdq               0.00    33.00    0.00  146.00     0.00 44800.00   613.70   144.16 1062.10    0.00 1062.10   6.85 100.00
sdr               0.00    38.00    0.00  191.00     0.00 57864.00   605.91   122.97  801.98    0.00  801.98   5.24 100.00
sds               0.00    24.00    0.00  166.00     0.00 48648.00   586.12   139.08  880.90    0.00  880.90   6.02 100.00
sdt               0.00     5.00    0.00  193.00     0.00 67856.00   703.17   113.25  795.20    0.00  795.20   5.18  99.90
sdu               0.00    36.00    0.00  157.00     0.00 54272.00   691.36   135.37  823.22    0.00  823.22   6.36  99.90
sdv               0.00     6.00    0.00  218.00     0.00 72720.00   667.16    94.09  548.40    0.00  548.40   4.58  99.90
sdw               0.00    55.00    0.00  368.00     0.00 107024.00   581.65   120.31  344.28    0.00  344.28   2.71  99.90
sdx               0.00    69.00    0.00  212.00     0.00 70928.00   669.13   107.85  696.16    0.00  696.16   4.71  99.90
sdy               0.00   160.00    0.00  613.00     0.00 212752.00   694.13   119.90  199.53    0.00  199.53   1.63  99.90
sdz               0.00     7.00    0.00  273.00     0.00 71696.00   525.25   112.27  494.31    0.00  494.31   3.66 100.00
sdaa              0.00    34.00    0.00  189.00     0.00 62464.00   660.99   126.65  783.72    0.00  783.72   5.29 100.00
sdab              0.00    35.00    0.00  175.00     0.00 58880.00   672.91   114.77  781.84    0.00  781.84   5.71 100.00
sdac              0.00    92.00    0.00  160.00     0.00 66560.00   832.00   129.46  706.70    0.00  706.70   6.25 100.00
sdad              0.00    34.00    0.00  185.00     0.00 55564.00   600.69   137.08  808.95    0.00  808.95   5.41 100.00
sdae              0.00    51.00    0.00  166.00     0.00 67840.00   817.35   108.32  791.68    0.00  791.68   6.02 100.00
sdaf              0.00   147.00    0.00  630.00     0.00 214284.00   680.27   123.25  187.32    0.00  187.32   1.59 100.00
sdag              0.00    57.00    0.00  382.00     0.00 109320.00   572.36   128.25  343.07    0.00  343.07   2.62 100.00

02/07/2019 07:48:12 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.70    0.00    1.17   26.18    0.00   71.95

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00     7.00    0.00  278.00     0.00 72192.00   519.37   143.14  408.15    0.00  408.15   3.60 100.00
sdc               0.00    62.00    0.00  367.00     0.00 105728.00   576.17   143.01  359.87    0.00  359.87   2.72 100.00
sdd               0.00    14.00    0.00  268.00     0.00 70916.00   529.22   143.10  456.88    0.00  456.88   3.73 100.00
sde               0.00     9.00    0.00  258.00     0.00 67596.00   524.00   111.20  456.91    0.00  456.91   3.88 100.00
sdf               0.00    11.00    0.00  303.00     0.00 80132.00   528.92   142.56  480.68    0.00  480.68   3.30 100.00
sdg               0.00    11.00    0.00  271.00     0.00 71172.00   525.25   143.26  464.02    0.00  464.02   3.69 100.00
sdh               0.00    35.00    0.00  157.00     0.00 47108.00   600.10   142.26  762.63    0.00  762.63   6.37 100.00
sdi               0.00    39.00    0.00  799.00     0.00 213248.00   533.79   142.62  180.96    0.00  180.96   1.25 100.00
sdj               0.00    38.00    0.00  802.00     0.00 213760.00   533.07   142.59  175.99    0.00  175.99   1.25 100.00
sdk               0.00    46.00    0.00  357.00     0.00 105216.00   589.45   142.85  404.05    0.00  404.05   2.80 100.00
sdl               0.00    13.00    0.00  269.00     0.00 70924.00   527.32   141.77  497.12    0.00  497.12   3.72 100.00
sdm               0.00     9.00    0.00  285.00     0.00 82432.00   578.47   143.15  461.04    0.00  461.04   3.51 100.00
sdn               0.00    33.00    0.00  802.00     0.00 213760.00   533.07   142.48  176.83    0.00  176.83   1.25 100.00
sdo               0.00    23.00    0.00  305.00     0.00 82436.00   540.56   142.84  453.20    0.00  453.20   3.28 100.00
sdp               0.00    45.00    0.00  189.00     0.00 59392.00   628.49   143.26  627.38    0.00  627.38   5.29 100.00
sdq               0.00     5.00    0.00  134.00     0.00 41984.00   626.63   114.20 1100.74    0.00 1100.74   7.46 100.00
sdr               0.00    59.00    0.00  170.00     0.00 55812.00   656.61   140.91  675.96    0.00  675.96   5.88 100.00
sds               0.00    41.00    0.00  164.00     0.00 49156.00   599.46   143.36  845.28    0.00  845.28   6.10 100.00
sdt               0.00     9.00    0.00  234.00     0.00 64000.00   547.01   143.14  458.76    0.00  458.76   4.27 100.00
sdu               0.00    53.00    0.00  173.00     0.00 54544.00   630.57    84.26  746.76    0.00  746.76   5.78 100.00
sdv               0.00     6.00    0.00  270.00     0.00 71168.00   527.17   142.58  418.71    0.00  418.71   3.71 100.10
sdw               0.00    54.00    0.00  366.00     0.00 106496.00   581.95   142.55  355.69    0.00  355.69   2.73 100.10
sdx               0.00    78.00    0.00  209.00     0.00 69632.00   666.33   138.24  453.07    0.00  453.07   4.79 100.10
sdy               0.00    31.00    0.00  806.00     0.00 214016.00   531.06   142.30  176.82    0.00  176.82   1.24 100.10
sdz               0.00    19.00    0.00  267.00     0.00 71168.00   533.09   142.56  472.52    0.00  472.52   3.75 100.00
sdaa              0.00    46.00    0.00  210.00     0.00 61456.00   585.30   123.80  537.85    0.00  537.85   4.76 100.00
sdab              0.00    75.00    0.00  177.00     0.00 59920.00   677.06   124.69  584.36    0.00  584.36   5.65 100.00
sdac              0.00     4.00    0.00  208.00     0.00 70156.00   674.58   128.46  761.93    0.00  761.93   4.81 100.00
sdad              0.00    46.00    0.00  185.00     0.00 56068.00   606.14   142.77  749.95    0.00  749.95   5.41 100.00
sdae              0.00    39.00    0.00  211.00     0.00 66060.00   626.16   125.58  497.09    0.00  497.09   4.74 100.00
sdaf              0.00    31.00    0.00  807.00     0.00 213248.00   528.50   142.50  182.21    0.00  182.21   1.24 100.00
sdag              0.00    60.00    0.00  370.00     0.00 110084.00   595.05   142.68  379.02    0.00  379.02   2.70 100.00

02/07/2019 07:48:13 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.70    0.00    1.09   23.11    0.00   75.10

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     1.00    0.00    4.00     0.00   160.00    80.00     0.03    6.75    0.00    6.75   2.75   1.10
sdb               0.00    16.00    0.00  272.00     0.00 72448.00   532.71   142.86  529.47    0.00  529.47   3.68 100.00
sdc               0.00    71.00    0.00  341.00     0.00 107776.00   632.12   142.67  441.31    0.00  441.31   2.93 100.00
sdd               0.00    10.00    0.00  270.00     0.00 70912.00   525.27   143.08  429.18    0.00  429.18   3.70 100.00
sde               0.00    11.00    0.00  248.00     0.00 67072.00   540.90   143.49  572.04    0.00  572.04   4.03 100.00
sdf               0.00     6.00    0.00  301.00     0.00 79872.00   530.71   143.66  489.48    0.00  489.48   3.32 100.00
sdg               0.00    10.00    0.00  268.00     0.00 71424.00   533.01   142.99  549.08    0.00  549.08   3.73 100.00
sdh               0.00    41.00    0.00  154.00     0.00 50432.00   654.96   143.19  888.81    0.00  888.81   6.49 100.00
sdi               0.00    44.00    0.00  792.00     0.00 213760.00   539.80   142.53  177.72    0.00  177.72   1.26 100.00
sdj               0.00    29.00    0.00  803.00     0.00 214272.00   533.68   142.58  176.67    0.00  176.67   1.25 100.00
sdk               0.00    72.00    0.00  344.00     0.00 104704.00   608.74   143.34  407.69    0.00  407.69   2.91 100.00
sdl               0.00    10.00    0.00  261.00     0.00 70912.00   543.39   143.26  552.25    0.00  552.25   3.83 100.00
sdm               0.00     7.00    0.00  314.00     0.00 82688.00   526.68   142.94  458.05    0.00  458.05   3.18 100.00
sdn               0.00    54.00    0.00  787.00     0.00 212480.00   539.97   142.66  167.08    0.00  167.08   1.27 100.00
sdo               0.00    20.00    0.00  301.00     0.00 82176.00   546.02   143.62  481.95    0.00  481.95   3.32 100.00
sdp               0.00    58.00    0.00  179.00     0.00 57860.00   646.48   142.30  759.85    0.00  759.85   5.59 100.00
sdq               0.00    33.00    0.00  156.00     0.00 43276.00   554.82   115.99  666.69    0.00  666.69   6.41 100.00
sdr               0.00    56.00    0.00  165.00     0.00 57344.00   695.08   141.36  857.64    0.00  857.64   6.06 100.00
sds               0.00    41.00    0.00  148.00     0.00 48896.00   660.76   142.83  906.58    0.00  906.58   6.76 100.00
sdt               0.00     9.00    0.00  246.00     0.00 64512.00   524.49   143.03  578.91    0.00  578.91   4.07 100.00
sdu               0.00    51.00    0.00  154.00     0.00 53248.00   691.53   140.38  660.41    0.00  660.41   6.49 100.00
sdv               0.00    12.00    0.00  271.00     0.00 71424.00   527.11   143.57  500.49    0.00  500.49   3.69 100.00
sdw               0.00    68.00    0.00  358.00     0.00 108288.00   604.96   143.32  380.25    0.00  380.25   2.79 100.00
sdx               0.00    88.00    0.00  198.00     0.00 75008.00   757.66   139.05  770.36    0.00  770.36   5.05 100.00
sdy               0.00    36.00    0.00  802.00     0.00 213504.00   532.43   142.59  176.70    0.00  176.70   1.25 100.00
sdz               0.00     6.00    0.00  270.00     0.00 71680.00   530.96   143.38  469.00    0.00  469.00   3.70 100.00
sdaa              0.00    57.00    0.00  202.00     0.00 61184.00   605.78   142.04  601.06    0.00  601.06   4.95 100.00
sdab              0.00    78.00    0.00  172.00     0.00 59136.00   687.63   138.68  740.76    0.00  740.76   5.81 100.00
sdac              0.00     9.00    0.00  258.00     0.00 67332.00   521.95   143.13  523.83    0.00  523.83   3.88 100.00
sdad              0.00    50.00    0.00  173.00     0.00 56064.00   648.14   142.80  778.21    0.00  778.21   5.78 100.00
sdae              0.00     5.00    0.00  254.00     0.00 67584.00   532.16   143.69  532.67    0.00  532.67   3.94 100.00
sdaf              0.00    36.00    0.00  794.00     0.00 214016.00   539.08   142.72  183.85    0.00  183.85   1.26 100.00
sdag              0.00    77.00    0.00  350.00     0.00 109568.00   626.10   142.72  397.09    0.00  397.09   2.86 100.00

02/07/2019 07:48:14 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.71    0.00    1.04   21.53    0.00   76.71

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    11.00    0.00  265.00     0.00 72192.00   544.85   144.02  532.81    0.00  532.81   3.77 100.00
sdc               0.00    79.00    0.00  349.00     0.00 107008.00   613.23   142.63  376.30    0.00  376.30   2.87 100.00
sdd               0.00    11.00    0.00  266.00     0.00 71680.00   538.95   143.51  599.58    0.00  599.58   3.76 100.00
sde               0.00    11.00    0.00  256.00     0.00 68096.00   532.00   142.92  533.02    0.00  533.02   3.91 100.00
sdf               0.00    15.00    0.00  300.00     0.00 79872.00   532.48   143.45  462.95    0.00  462.95   3.33 100.00
sdg               0.00     8.00    0.00  273.00     0.00 71168.00   521.38   143.43  521.24    0.00  521.24   3.66 100.00
sdh               0.00    40.00    0.00  149.00     0.00 51200.00   687.25   143.49 1114.34    0.00 1114.34   6.71 100.00
sdi               0.00    74.00    0.00  762.00     0.00 214272.00   562.39   142.63  185.95    0.00  185.95   1.31 100.00
sdj               0.00    79.00    0.00  764.00     0.00 213248.00   558.24   142.67  187.40    0.00  187.40   1.31 100.00
sdk               0.00    62.00    0.00  346.00     0.00 102144.00   590.43   142.70  418.27    0.00  418.27   2.89 100.00
sdl               0.00    13.00    0.00  269.00     0.00 71424.00   531.03   143.32  533.51    0.00  533.51   3.72 100.00
sdm               0.00    13.00    0.00  311.00     0.00 82688.00   531.76   143.86  453.31    0.00  453.31   3.22 100.00
sdn               0.00    64.00    0.00  758.00     0.00 212480.00   560.63   142.96  199.20    0.00  199.20   1.32 100.00
sdo               0.00    26.00    0.00  292.00     0.00 80896.00   554.08   142.60  479.60    0.00  479.60   3.42 100.00
sdp               0.00    81.00    0.00  152.00     0.00 57088.00   751.16   131.32  865.34    0.00  865.34   6.58 100.00
sdq               0.00    23.00    0.00  149.00     0.00 45312.00   608.21   143.80  813.22    0.00  813.22   6.71 100.00
sdr               0.00    53.00    0.00  160.00     0.00 55808.00   697.60   140.65  850.17    0.00  850.17   6.25 100.00
sds               0.00    45.00    0.00  152.00     0.00 49152.00   646.74   142.98  948.45    0.00  948.45   6.58 100.00
sdt               0.00    17.00    0.00  235.00     0.00 62976.00   535.97   143.63  587.34    0.00  587.34   4.26 100.10
sdu               0.00    56.00    0.00  155.00     0.00 54528.00   703.59   138.22  891.61    0.00  891.61   6.46 100.10
sdv               0.00    11.00    0.00  264.00     0.00 70912.00   537.21   143.16  536.07    0.00  536.07   3.79 100.00
sdw               0.00    52.00    0.00  355.00     0.00 104192.00   587.00   142.78  427.28    0.00  427.28   2.82 100.00
sdx               0.00    98.00    0.00  182.00     0.00 69888.00   768.00   134.08  684.34    0.00  684.34   5.49 100.00
sdy               0.00    62.00    0.00  776.00     0.00 212736.00   548.29   142.45  184.60    0.00  184.60   1.29 100.00
sdz               0.00    17.00    0.00  260.00     0.00 70912.00   545.48   143.21  564.00    0.00  564.00   3.85 100.00
sdaa              0.00    49.00    0.00  186.00     0.00 60928.00   655.14   141.08  665.62    0.00  665.62   5.38 100.00
sdab              0.00    80.00    0.00  166.00     0.00 59392.00   715.57   134.48  905.80    0.00  905.80   6.02 100.00
sdac              0.00     7.00    0.00  252.00     0.00 67072.00   532.32   143.22  568.89    0.00  568.89   3.97 100.00
sdad              0.00    58.00    0.00  169.00     0.00 55296.00   654.39   141.39  840.89    0.00  840.89   5.92 100.00
sdae              0.00    15.00    0.00  251.00     0.00 67328.00   536.48   143.04  622.39    0.00  622.39   3.98 100.00
sdaf              0.00    75.00    0.00  775.00     0.00 213248.00   550.32   142.50  182.01    0.00  182.01   1.29 100.00
sdag              0.00    70.00    0.00  364.00     0.00 109312.00   600.62   142.74  360.46    0.00  360.46   2.75 100.00

02/07/2019 07:48:15 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.69    0.00    1.13   20.64    0.00   77.54

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    14.00    0.00  276.00     0.00 73216.00   530.55   142.54  537.60    0.00  537.60   3.62 100.00
sdc               0.00    68.00    0.00  341.00     0.00 106496.00   624.61   142.68  441.16    0.00  441.16   2.93 100.00
sdd               0.00     7.00    0.00  266.00     0.00 70656.00   531.25   143.03  609.31    0.00  609.31   3.76 100.00
sde               0.00    14.00    0.00  248.00     0.00 67840.00   547.10   143.51  573.07    0.00  573.07   4.03 100.00
sdf               0.00    14.00    0.00  295.00     0.00 79104.00   536.30   143.75  489.27    0.00  489.27   3.39 100.00
sdg               0.00    10.00    0.00  266.00     0.00 71424.00   537.02   142.28  537.90    0.00  537.90   3.76 100.00
sdh               0.00    54.00    0.00  156.00     0.00 48900.00   626.92   142.00  931.22    0.00  931.22   6.41 100.00
sdi               0.00    79.00    0.00  763.00     0.00 212736.00   557.63   142.54  178.62    0.00  178.62   1.31 100.00
sdj               0.00    94.00    0.00  741.00     0.00 213504.00   576.26   142.51  191.49    0.00  191.49   1.35 100.00
sdk               0.00    54.00    0.00  355.00     0.00 106752.00   601.42   143.44  398.90    0.00  398.90   2.82 100.00
sdl               0.00    23.00    0.00  256.00     0.00 70912.00   554.00   143.06  501.73    0.00  501.73   3.91 100.00
sdm               0.00    14.00    0.00  312.00     0.00 82432.00   528.41   143.28  467.80    0.00  467.80   3.21 100.00
sdn               0.00    66.00    0.00  773.00     0.00 213248.00   551.74   142.57  174.53    0.00  174.53   1.29 100.00
sdo               0.00    31.00    0.00  291.00     0.00 82176.00   564.78   143.13  479.32    0.00  479.32   3.44 100.00
sdp               0.00    77.00    0.00  150.00     0.00 55808.00   744.11   134.09  842.85    0.00  842.85   6.67 100.00
sdq               0.00    29.00    0.00  158.00     0.00 46336.00   586.53   143.19  942.65    0.00  942.65   6.33 100.00
sdr               0.00    52.00    0.00  156.00     0.00 52480.00   672.82   141.05  940.79    0.00  940.79   6.41 100.00
sds               0.00    31.00    0.00  149.00     0.00 50176.00   673.50   143.85  980.06    0.00  980.06   6.71 100.00
sdt               0.00    12.00    0.00  230.00     0.00 62720.00   545.39   143.44  566.84    0.00  566.84   4.35 100.00
sdu               0.00    60.00    0.00  154.00     0.00 54528.00   708.16   139.53  901.60    0.00  901.60   6.49 100.00
sdv               0.00    14.00    0.00  267.00     0.00 71680.00   536.93   142.94  542.45    0.00  542.45   3.75 100.00
sdw               0.00    79.00    0.00  344.00     0.00 107520.00   625.12   142.62  418.95    0.00  418.95   2.91 100.00
sdx               0.00    93.00    0.00  181.00     0.00 70912.00   783.56   125.07  696.61    0.00  696.61   5.52 100.00
sdy               0.00    87.00    0.00  744.00     0.00 214016.00   575.31   142.67  189.32    0.00  189.32   1.34 100.00
sdz               0.00    17.00    0.00  264.00     0.00 71936.00   544.97   142.85  545.38    0.00  545.38   3.79 100.00
sdaa              0.00    69.00    0.00  184.00     0.00 59904.00   651.13   139.43  717.40    0.00  717.40   5.43 100.00
sdab              0.00    89.00    0.00  136.00     0.00 56832.00   835.76   124.75  843.51    0.00  843.51   7.35 100.00
sdac              0.00     9.00    0.00  254.00     0.00 67328.00   530.14   143.65  576.24    0.00  576.24   3.94 100.00
sdad              0.00    63.00    0.00  168.00     0.00 57344.00   682.67   137.85  860.64    0.00  860.64   5.95 100.00
sdae              0.00     9.00    0.00  254.00     0.00 67328.00   530.14   143.06  577.03    0.00  577.03   3.94 100.00
sdaf              0.00    86.00    0.00  745.00     0.00 213248.00   572.48   142.56  192.23    0.00  192.23   1.34 100.00
sdag              0.00    82.00    0.00  337.00     0.00 109056.00   647.22   143.12  449.64    0.00  449.64   2.97 100.00

02/07/2019 07:48:16 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.66    0.00    1.10   26.12    0.00   72.11

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    16.00    0.00  271.00     0.00 73480.00   542.29   130.38  545.72    0.00  545.72   3.69 100.00
sdc               0.00    73.00    0.00  365.00     0.00 109580.00   600.44   120.53  348.36    0.00  348.36   2.74 100.00
sdd               0.00    16.00    0.00  274.00     0.00 71688.00   523.27   141.75  548.93    0.00  548.93   3.65 100.00
sde               0.00    16.00    0.00  250.00     0.00 66560.00   532.48   141.89  595.85    0.00  595.85   4.00 100.00
sdf               0.00    20.00    0.00  300.00     0.00 79632.00   530.88   122.07  495.10    0.00  495.10   3.33 100.00
sdg               0.00     8.00    0.00  273.00     0.00 71436.00   523.34   118.49  500.71    0.00  500.71   3.66 100.00
sdh               0.00    37.00    0.00  143.00     0.00 50432.00   705.34   133.83  980.38    0.00  980.38   6.99 100.00
sdi               0.00    99.00    0.00  732.00     0.00 214540.00   586.17   134.94  195.39    0.00  195.39   1.37 100.00
sdj               0.00   107.00    0.00  739.00     0.00 214284.00   579.93   133.75  179.30    0.00  179.30   1.35 100.00
sdk               0.00    84.00    0.00  347.00     0.00 105224.00   606.48   135.61  402.23    0.00  402.23   2.88 100.00
sdl               0.00     8.00    0.00  270.00     0.00 70656.00   523.38   129.09  505.59    0.00  505.59   3.70 100.00
