Linux 4.14.35-1844.1.3.el7uek.x86_64 (instance-20190207-1400) 	02/07/2019 	_x86_64_	(104 CPU)

02/07/2019 07:50:44 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.29    0.00    2.69    4.58    0.00   92.45

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdag              0.00     9.00    0.00 16487.00     0.00 68024.00     8.25   141.16    8.54    0.00    8.54   0.06  99.90

02/07/2019 07:50:48 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.86    0.00   19.38   11.04    0.00   67.73

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00     8.00    0.00 28012.00     0.00 116160.00     8.29   138.95    4.96    0.00    4.96   0.04 100.00
sdc               0.00     8.00    0.00 20954.00     0.00 87928.00     8.39    95.91    4.56    0.00    4.56   0.05  99.60
sdd               0.00    20.00    0.00 27524.00     0.00 114256.00     8.30   138.59    5.03    0.00    5.03   0.04 100.00
sde               0.00     7.00    0.00 15584.00     0.00 66444.00     8.53   140.28    9.00    0.00    9.00   0.06 100.10
sdf               0.00    13.00    0.00 17338.00     0.00 73484.00     8.48   141.20    8.14    0.00    8.14   0.06 100.00
sdg               0.00     3.00    0.00 11853.00     0.00 51504.00     8.69   141.77   11.95    0.00   11.95   0.08 100.10
sdh               0.00    12.00    0.00 26341.00     0.00 109492.00     8.31   139.67    5.30    0.00    5.30   0.04 100.10
sdi               0.00     8.00    0.00 25745.00     0.00 107092.00     8.32    92.17    3.60    0.00    3.60   0.04 100.00
sdj               0.00     7.00    0.00 14960.00     0.00 63948.00     8.55   141.58    9.43    0.00    9.43   0.07 100.00
sdk               0.00     9.00    0.00 18287.00     0.00 77264.00     8.45   140.71    7.69    0.00    7.69   0.05 100.10
sdl               0.00    15.00    0.00 27678.00     0.00 114856.00     8.30   138.67    5.01    0.00    5.01   0.04 100.10
sdm               0.00    12.00    0.00 25688.00     0.00 106884.00     8.32   140.16    5.45    0.00    5.45   0.04 100.10
sdn               0.00     4.00    0.00 12211.00     0.00 52940.00     8.67    26.30    2.11    0.00    2.11   0.08  98.60
sdo               0.00    14.00    0.00 26835.00     0.00 111476.00     8.31   139.59    5.20    0.00    5.20   0.04 100.20
sdp               0.00    14.00    0.00 24922.00     0.00 101788.00     8.17   139.57    5.59    0.00    5.59   0.04 100.10
sdq               0.00    17.00    0.00 23821.00     0.00 97392.00     8.18   139.83    5.87    0.00    5.87   0.04 100.00
sdr               0.00    10.00    0.00 19875.00     0.00 81580.00     8.21   141.03    7.09    0.00    7.09   0.05 100.10
sds               0.00    19.00    0.00 27373.00     0.00 111608.00     8.15   138.23    5.05    0.00    5.05   0.04 100.00
sdt               0.00    23.00    0.00 27607.00     0.00 112564.00     8.15   138.73    5.03    0.00    5.03   0.04 100.00
sdu               0.00    13.00    0.00 25851.00     0.00 105496.00     8.16   139.17    5.38    0.00    5.38   0.04 100.00
sdv               0.00    22.00    0.00 26028.00     0.00 106236.00     8.16   139.69    5.36    0.00    5.36   0.04 100.00
sdw               0.00    19.00    0.00 27423.00     0.00 111808.00     8.15   138.63    5.05    0.00    5.05   0.04 100.10
sdx               0.00     6.00    0.00 13955.00     0.00 57884.00     8.30   141.88   10.17    0.00   10.17   0.07 100.00
sdy               0.00     4.00    0.00 23404.00     0.00 95672.00     8.18    82.19    3.51    0.00    3.51   0.04 100.00
sdz               0.00    10.00    0.00 24715.00     0.00 100936.00     8.17   138.89    5.62    0.00    5.62   0.04 100.10
sdaa              0.00     6.00    0.00 16011.00     0.00 66108.00     8.26   140.82    8.81    0.00    8.81   0.06 100.00
sdab              0.00     6.00    0.00 11839.00     0.00 49420.00     8.35   141.65   11.96    0.00   11.96   0.08 100.00
sdac              0.00    10.00    0.00 25341.00     0.00 104464.00     8.24   140.18    5.50    0.00    5.50   0.04 100.10
sdad              0.00     8.00    0.00 25386.00     0.00 105660.00     8.32   139.27    5.47    0.00    5.47   0.04 100.20
sdae              0.00     8.00    0.00 18171.00     0.00 76796.00     8.45   140.61    7.73    0.00    7.73   0.06 100.10
sdaf              0.00    15.00    0.00 25313.00     0.00 105396.00     8.33   140.12    5.52    0.00    5.52   0.04 100.20
sdag              0.00     4.00    0.00 11761.00     0.00 51140.00     8.70   142.22   12.10    0.00   12.10   0.09 100.10

02/07/2019 07:50:49 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           2.03    0.00   18.15   11.25    0.00   68.57

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    24.00    0.00 28265.00     0.00 115196.00     8.15   137.28    4.85    0.00    4.85   0.04 100.00
sdc               0.00    22.00    0.00 25387.00     0.00 103676.00     8.17   121.39    4.78    0.00    4.78   0.04  99.70
sdd               0.00    29.00    0.00 27654.00     0.00 112772.00     8.16   138.54    5.02    0.00    5.02   0.04 100.00
sde               0.00    16.00    0.00 15453.00     0.00 63912.00     8.27   140.75    9.12    0.00    9.12   0.06 100.00
sdf               0.00    10.00    0.00 17579.00     0.00 72396.00     8.24   140.37    7.99    0.00    7.99   0.06 100.00
sdg               0.00     6.00    0.00 12049.00     0.00 50260.00     8.34   140.58   11.67    0.00   11.67   0.08 100.00
sdh               0.00    20.00    0.00 26565.00     0.00 108380.00     8.16   139.53    5.25    0.00    5.25   0.04 100.00
sdi               0.00    12.00    0.00 28126.00     0.00 114592.00     8.15   128.54    4.55    0.00    4.55   0.04 100.00
sdj               0.00     8.00    0.00 15846.00     0.00 65456.00     8.26   143.65    9.08    0.00    9.08   0.06 100.10
sdk               0.00    15.00    0.00 19180.00     0.00 78820.00     8.22   140.55    7.34    0.00    7.34   0.05 100.00
sdl               0.00    24.00    0.00 29189.00     0.00 118888.00     8.15   138.43    4.75    0.00    4.75   0.03 100.00
sdm               0.00    18.00    0.00 27036.00     0.00 112296.00     8.31   135.71    5.00    0.00    5.00   0.04 100.00
sdn               0.00     7.00    0.00 20490.00     0.00 86068.00     8.40   140.25    6.82    0.00    6.82   0.05 100.00
sdo               0.00    14.00    0.00 21318.00     0.00 89408.00     8.39   140.11    6.57    0.00    6.57   0.05 100.10
sdp               0.00    20.00    0.00 20817.00     0.00 87428.00     8.40   140.99    6.78    0.00    6.78   0.05 100.00
sdq               0.00    14.00    0.00 23616.00     0.00 98596.00     8.35   140.18    5.93    0.00    5.93   0.04 100.10
sdr               0.00    13.00    0.00 19544.00     0.00 82308.00     8.42   140.63    7.21    0.00    7.21   0.05 100.00
sds               0.00    18.00    0.00 20317.00     0.00 85420.00     8.41   140.59    6.91    0.00    6.91   0.05 100.00
sdt               0.00    18.00    0.00 27424.00     0.00 113848.00     8.30   139.17    5.07    0.00    5.07   0.04 100.00
sdu               0.00    18.00    0.00 25662.00     0.00 106796.00     8.32   139.22    5.43    0.00    5.43   0.04 100.00
sdv               0.00    25.00    0.00 25840.00     0.00 107544.00     8.32   140.01    5.42    0.00    5.42   0.04 100.00
sdw               0.00    33.00    0.00 27128.00     0.00 112724.00     8.31   138.41    5.10    0.00    5.10   0.04 100.00
sdx               0.00     6.00    0.00 13913.00     0.00 59756.00     8.59   141.39   10.16    0.00   10.16   0.07 100.10
sdy               0.00    19.00    0.00 23116.00     0.00 96612.00     8.36   137.32    5.94    0.00    5.94   0.04 100.00
sdz               0.00    21.00    0.00 24656.00     0.00 102792.00     8.34   139.66    5.67    0.00    5.67   0.04 100.00
sdaa              0.00    12.00    0.00 15382.00     0.00 65656.00     8.54   140.80    9.14    0.00    9.14   0.07 100.00
sdab              0.00     5.00    0.00 11851.00     0.00 51500.00     8.69   141.79   11.97    0.00   11.97   0.08 100.00
sdac              0.00    18.00    0.00 24920.00     0.00 102812.00     8.25   140.10    5.64    0.00    5.64   0.04 100.00
sdad              0.00    16.00    0.00 24887.00     0.00 101652.00     8.17   138.67    5.57    0.00    5.57   0.04 100.00
sdae              0.00    12.00    0.00 18539.00     0.00 76244.00     8.23   140.52    7.59    0.00    7.59   0.05 100.00
sdaf              0.00    17.00    0.00 25859.00     0.00 105544.00     8.16   139.68    5.40    0.00    5.40   0.04 100.10
sdag              0.00     8.00    0.00 11342.00     0.00 47440.00     8.37   141.48   12.47    0.00   12.47   0.09 100.00

02/07/2019 07:50:50 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.93    0.00   18.23   11.54    0.00   68.30

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    13.00    0.00 25335.00     0.00 105464.00     8.33    77.79    3.09    0.00    3.09   0.04 100.00
sdc               0.00    21.00    0.00 27064.00     0.00 112420.00     8.31   139.04    5.14    0.00    5.14   0.04 100.00
sdd               0.00    30.00    0.00 27887.00     0.00 115748.00     8.30   138.64    4.97    0.00    4.97   0.04 100.00
sde               0.00    26.00    0.00 21903.00     0.00 91796.00     8.38   139.99    6.39    0.00    6.39   0.05 100.10
sdf               0.00     9.00    0.00 17706.00     0.00 74940.00     8.46   140.35    7.92    0.00    7.92   0.06 100.00
sdg               0.00     3.00    0.00 11982.00     0.00 52020.00     8.68   141.88   11.84    0.00   11.84   0.08 100.00
sdh               0.00    26.00    0.00 25129.00     0.00 104700.00     8.33   137.25    5.46    0.00    5.46   0.04 100.00
sdi               0.00    26.00    0.00 27795.00     0.00 115364.00     8.30   138.84    4.99    0.00    4.99   0.04 100.00
sdj               0.00    15.00    0.00 17433.00     0.00 73872.00     8.47   139.90    8.02    0.00    8.02   0.06 100.00
sdk               0.00    13.00    0.00 22017.00     0.00 92200.00     8.38   139.97    6.36    0.00    6.36   0.05 100.00
sdl               0.00    27.00    0.00 28561.00     0.00 118428.00     8.29   138.09    4.83    0.00    4.83   0.04 100.00
sdm               0.00    34.00    0.00 27125.00     0.00 110676.00     8.16   137.01    5.07    0.00    5.07   0.04 100.00
sdn               0.00    14.00    0.00 20375.00     0.00 83596.00     8.21   140.65    6.91    0.00    6.91   0.05 100.00
sdo               0.00    17.00    0.00 21017.00     0.00 86176.00     8.20   140.22    6.67    0.00    6.67   0.05 100.00
sdp               0.00    20.00    0.00 19746.00     0.00 81104.00     8.21   139.86    7.08    0.00    7.08   0.05 100.00
sdq               0.00    20.00    0.00 23342.00     0.00 95492.00     8.18   139.45    5.98    0.00    5.98   0.04 100.00
sdr               0.00    14.00    0.00 19430.00     0.00 79812.00     8.22   139.84    7.20    0.00    7.20   0.05 100.00
sds               0.00    14.00    0.00 18934.00     0.00 77832.00     8.22   140.65    7.43    0.00    7.43   0.05 100.00
sdt               0.00    35.00    0.00 27062.00     0.00 110428.00     8.16   138.28    5.11    0.00    5.11   0.04 100.00
sdu               0.00    27.00    0.00 25564.00     0.00 104408.00     8.17   138.90    5.43    0.00    5.43   0.04 100.00
