Linux 4.14.35-1844.1.3.el7uek.x86_64 (instance-20190207-1400) 	02/07/2019 	_x86_64_	(104 CPU)

02/07/2019 07:50:44 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.29    0.00    2.69    4.58    0.00   92.45

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.97    0.00   19.64   10.84    0.00   67.54

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     3.00    0.00    8.00     0.00    68.00    17.00     0.00    0.25    0.00    0.25   0.12   0.10
sdb               0.00   169.00    0.00 24792.00     0.00 101884.00     8.22   139.36    5.62    0.00    5.62   0.04 100.00
sdc               0.00   113.00    0.00 27345.00     0.00 111872.00     8.18   139.17    5.09    0.00    5.09   0.04 100.00
sdd               0.00   127.00    0.00 26922.00     0.00 110224.00     8.19   138.49    5.14    0.00    5.14   0.04 100.00
sde               0.00    72.00    0.00 24485.00     0.00 100272.00     8.19   139.28    5.69    0.00    5.69   0.04 100.00
sdf               0.00    48.00    0.00 18121.00     0.00 74716.00     8.25   140.64    7.76    0.00    7.76   0.06 100.00
sdg               0.00    27.00    0.00 18626.00     0.00 76652.00     8.23   140.28    7.52    0.00    7.52   0.05 100.10
sdh               0.00   105.00    0.00 25540.00     0.00 104624.00     8.19   139.69    5.46    0.00    5.46   0.04 100.10
sdi               0.00    25.00    0.00 25119.00     0.00 102616.00     8.17    55.94    2.23    0.00    2.23   0.04 100.10
sdj               0.00    64.00    0.00 26391.00     0.00 107856.00     8.17   139.22    5.27    0.00    5.27   0.04 100.00
sdk               0.00    36.00    0.00 13754.00     0.00 57204.00     8.32   141.93   10.32    0.00   10.32   0.07 100.00
sdl               0.00   114.00    0.00 25119.00     0.00 102984.00     8.20   120.68    4.82    0.00    4.82   0.04  99.40
sdm               0.00   119.00    0.00 25966.00     0.00 106388.00     8.19   137.82    5.30    0.00    5.30   0.04 100.00
sdn               0.00    41.00    0.00 19443.00     0.00 79972.00     8.23   141.31    7.25    0.00    7.25   0.05 100.00
sdo               0.00    61.00    0.00 20816.00     0.00 85548.00     8.22   140.14    6.73    0.00    6.73   0.05 100.00
sdp               0.00    48.00    0.00 19159.00     0.00 78872.00     8.23   140.22    7.32    0.00    7.32   0.05 100.00
sdq               0.00    83.00    0.00 23884.00     0.00 97908.00     8.20   140.44    5.88    0.00    5.88   0.04 100.10
sdr               0.00    61.00    0.00 19014.00     0.00 78344.00     8.24   140.13    7.38    0.00    7.38   0.05 100.00
sds               0.00    52.00    0.00 17163.00     0.00 72940.00     8.50   141.76    8.24    0.00    8.24   0.06 100.00
sdt               0.00   133.00    0.00 25367.00     0.00 106084.00     8.36   139.47    5.49    0.00    5.49   0.04 100.00
sdu               0.00    98.00    0.00 24867.00     0.00 103940.00     8.36   139.28    5.60    0.00    5.60   0.04 100.00
sdv               0.00   116.00    0.00 26680.00     0.00 111260.00     8.34   139.81    5.23    0.00    5.23   0.04 100.20
sdw               0.00   146.00    0.00 28389.00     0.00 118220.00     8.33   138.16    4.86    0.00    4.86   0.04 100.20
sdx               0.00    54.00    0.00 24232.00     0.00 101228.00     8.35   139.58    5.76    0.00    5.76   0.04 100.10
sdy               0.00    28.00    0.00 21421.00     0.00 89876.00     8.39    70.16    3.27    0.00    3.27   0.05 100.10
sdz               0.00    78.00    0.00 24969.00     0.00 104268.00     8.35   139.90    5.59    0.00    5.59   0.04 100.20
sdaa              0.00    28.00    0.00 14995.00     0.00 64172.00     8.56   141.20    9.40    0.00    9.40   0.07 100.10
sdab              0.00    29.00    0.00 12576.00     0.00 54500.00     8.67   141.72   11.27    0.00   11.27   0.08 100.00
sdac              0.00    75.00    0.00 24480.00     0.00 102300.00     8.36   139.83    5.71    0.00    5.71   0.04 100.00
sdad              0.00    66.00    0.00 19861.00     0.00 83784.00     8.44   140.24    7.07    0.00    7.07   0.05 100.00
sdae              0.00    52.00    0.00 18733.00     0.00 79220.00     8.46   140.31    7.49    0.00    7.49   0.05 100.00
sdaf              0.00   128.00    0.00 26724.00     0.00 111492.00     8.34   139.56    5.22    0.00    5.22   0.04 100.00
sdag              0.00    26.00    0.00 11623.00     0.00 49656.00     8.54   141.71   12.31    0.00   12.31   0.09 100.00

02/07/2019 07:51:02 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.88    0.00   19.75   10.21    0.00   68.16

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    1.00     0.00   136.00   272.00     0.00    1.00    0.00    1.00   1.00   0.10
sdb               0.00   302.00    0.00 25988.00     0.00 109236.00     8.41   139.26    5.35    0.00    5.35   0.04 100.00
sdc               0.00   205.00    0.00 27744.00     0.00 115876.00     8.35   139.00    5.01    0.00    5.01   0.04 100.00
sdd               0.00   135.00    0.00 24256.00     0.00 101656.00     8.38   138.90    5.72    0.00    5.72   0.04 100.00
sde               0.00    61.00    0.00 23956.00     0.00 100148.00     8.36   139.14    5.80    0.00    5.80   0.04 100.00
sdf               0.00    49.00    0.00 17819.00     0.00 75552.00     8.48   140.44    7.87    0.00    7.87   0.06 100.00
sdg               0.00    34.00    0.00 18273.00     0.00 77308.00     8.46   140.46    7.69    0.00    7.69   0.05 100.00
sdh               0.00   120.00    0.00 27461.00     0.00 114404.00     8.33   139.25    5.07    0.00    5.07   0.04 100.00
sdi               0.00    48.00    0.00 24649.00     0.00 102868.00     8.35    49.34    2.00    0.00    2.00   0.04 100.00
sdj               0.00    50.00    0.00 21516.00     0.00 90348.00     8.40   139.67    6.48    0.00    6.48   0.05 100.00
sdk               0.00    32.00    0.00 13080.00     0.00 56528.00     8.64   143.04   10.94    0.00   10.94   0.08 100.00
sdl               0.00     0.00    0.00 11093.00     0.00 48452.00     8.74    12.37    1.12    0.00    1.12   0.09  96.10
sdm               0.00   199.00    0.00 26362.00     0.00 110324.00     8.37   138.42    5.25    0.00    5.25   0.04 100.00
sdn               0.00    70.00    0.00 16834.00     0.00 71684.00     8.52   141.45    8.41    0.00    8.41   0.06 100.00
sdo               0.00    46.00    0.00 19039.00     0.00 80416.00     8.45   140.22    7.37    0.00    7.37   0.05 100.00
sdp               0.00    45.00    0.00 16527.00     0.00 70372.00     8.52   140.69    8.50    0.00    8.50   0.06 100.00
sdq               0.00    94.00    0.00 23841.00     0.00 99820.00     8.37   139.58    5.85    0.00    5.85   0.04 100.00
sdr               0.00    55.00    0.00 20188.00     0.00 85048.00     8.43   140.19    6.95    0.00    6.95   0.05 100.00
sds               0.00    42.00    0.00 15809.00     0.00 65448.00     8.28   141.07    8.94    0.00    8.94   0.06 100.10
sdt               0.00   273.00    0.00 24785.00     0.00 102268.00     8.25   139.71    5.64    0.00    5.64   0.04 100.00
sdu               0.00   166.00    0.00 26131.00     0.00 107236.00     8.21   139.21    5.33    0.00    5.33   0.04 100.00
sdv               0.00   276.00    0.00 27347.00     0.00 112532.00     8.23   139.15    5.09    0.00    5.09   0.04  99.90
sdw               0.00   217.00    0.00 26901.00     0.00 110512.00     8.22   138.70    5.16    0.00    5.16   0.04  99.90
sdx               0.00    76.00    0.00 24249.00     0.00 99340.00     8.19   139.72    5.76    0.00    5.76   0.04 100.00
sdy               0.00    20.00    0.00 21921.00     0.00 89800.00     8.19    36.44    1.67    0.00    1.67   0.05  99.90
sdz               0.00   120.00    0.00 25931.00     0.00 106244.00     8.19   139.16    5.37    0.00    5.37   0.04  99.90
sdaa              0.00    39.00    0.00 15981.00     0.00 66120.00     8.27   140.98    8.84    0.00    8.84   0.06  99.90
sdab              0.00    23.00    0.00 12630.00     0.00 52652.00     8.34   141.49   11.19    0.00   11.19   0.08 100.00
sdac              0.00   149.00    0.00 25262.00     0.00 103676.00     8.21   140.04    5.54    0.00    5.54   0.04 100.00
sdad              0.00   102.00    0.00 25211.00     0.00 103296.00     8.19   139.06    5.52    0.00    5.52   0.04 100.00
sdae              0.00    52.00    0.00 18768.00     0.00 77316.00     8.24   140.39    7.47    0.00    7.47   0.05 100.00
sdaf              0.00   195.00    0.00 26183.00     0.00 107556.00     8.22   139.84    5.33    0.00    5.33   0.04 100.00
sdag              0.00    23.00    0.00 11563.00     0.00 48384.00     8.37   142.66   12.33    0.00   12.33   0.09 100.10

02/07/2019 07:51:03 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.85    0.00   19.81    9.75    0.00   68.60

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00   981.00    0.00 26181.00     0.00 110664.00     8.45   138.90    5.31    0.00    5.31   0.04 100.00
sdc               0.00   630.00    0.00 27645.00     0.00 115124.00     8.33   138.67    5.01    0.00    5.01   0.04 100.00
sdd               0.00   368.00    0.00 28034.00     0.00 115636.00     8.25   138.46    4.94    0.00    4.94   0.04 100.00
sde               0.00   102.00    0.00 21628.00     0.00 88960.00     8.23   139.58    6.46    0.00    6.46   0.05 100.00
sdf               0.00    62.00    0.00 18086.00     0.00 74632.00     8.25   140.45    7.77    0.00    7.77   0.06 100.00
sdg               0.00    38.00    0.00 18652.00     0.00 76800.00     8.24   140.36    7.52    0.00    7.52   0.05 100.00
sdh               0.00   184.00    0.00 27385.00     0.00 112312.00     8.20   139.25    5.07    0.00    5.07   0.04 100.00
sdi               0.00   129.00    0.00 23733.00     0.00 97488.00     8.22    45.95    1.94    0.00    1.94   0.04 100.00
sdj               0.00    54.00    0.00 17308.00     0.00 71480.00     8.26   141.62    8.14    0.00    8.14   0.06 100.00
sdk               0.00    42.00    0.00 13337.00     0.00 55556.00     8.33   141.94   10.63    0.00   10.63   0.07 100.00
sdl               0.00    59.00    0.00 15129.00     0.00 62784.00     8.30    45.24    2.96    0.00    2.96   0.06  96.90
sdm               0.00   340.00    0.00 24781.00     0.00 102524.00     8.27   119.31    4.84    0.00    4.84   0.04 100.00
sdn               0.00    49.00    0.00 18166.00     0.00 74916.00     8.25   141.01    7.76    0.00    7.76   0.06 100.00
sdo               0.00    62.00    0.00 18305.00     0.00 75512.00     8.25   140.51    7.66    0.00    7.66   0.05 100.00
sdp               0.00    50.00    0.00 16508.00     0.00 68272.00     8.27   141.76    8.58    0.00    8.58   0.06 100.00
sdq               0.00   110.00    0.00 24088.00     0.00 98832.00     8.21   140.20    5.79    0.00    5.79   0.04 100.20
sdr               0.00    50.00    0.00 19727.00     0.00 83196.00     8.43   140.69    7.12    0.00    7.12   0.05 100.10
sds               0.00    56.00    0.00 15143.00     0.00 64876.00     8.57   141.61    9.34    0.00    9.34   0.07 100.00
sdt               0.00   719.00    0.00 26235.00     0.00 111884.00     8.53   139.43    5.31    0.00    5.31   0.04 100.00
sdu               0.00   269.00    0.00 25752.00     0.00 108160.00     8.40   139.19    5.41    0.00    5.41   0.04 100.00
sdv               0.00   705.00    0.00 26976.00     0.00 114804.00     8.51   139.69    5.18    0.00    5.18   0.04 100.10
sdw               0.00   592.00    0.00 28254.00     0.00 119420.00     8.45   138.95    4.91    0.00    4.91   0.04 100.00
sdx               0.00    50.00    0.00 18687.00     0.00 79028.00     8.46   140.54    7.50    0.00    7.50   0.05 100.00
sdy               0.00    28.00    0.00 21626.00     0.00 90700.00     8.39    56.77    2.61    0.00    2.61   0.05 100.10
sdz               0.00   258.00    0.00 24708.00     0.00 103928.00     8.41   139.81    5.66    0.00    5.66   0.04 100.00
sdaa              0.00    38.00    0.00 16457.00     0.00 70060.00     8.51   141.55    8.59    0.00    8.59   0.06 100.10
sdab              0.00    18.00    0.00 12617.00     0.00 54620.00     8.66   142.07   11.25    0.00   11.25   0.08 100.10
sdac              0.00   243.00    0.00 24735.00     0.00 103980.00     8.41   140.38    5.67    0.00    5.67   0.04 100.00
sdad              0.00   117.00    0.00 25528.00     0.00 106660.00     8.36   138.95    5.43    0.00    5.43   0.04 100.00
sdae              0.00    58.00    0.00 18935.00     0.00 80052.00     8.46   140.61    7.43    0.00    7.43   0.05 100.00
sdaf              0.00   513.00    0.00 26372.00     0.00 111612.00     8.46   139.85    5.28    0.00    5.28   0.04 100.10
sdag              0.00    28.00    0.00 11531.00     0.00 50316.00     8.73   141.65   12.27    0.00   12.27   0.09 100.00

02/07/2019 07:51:04 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.86    0.00   19.01   10.34    0.00   68.78

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00  2614.00    0.00 24918.00     0.00 114180.00     9.16   138.79    5.57    0.00    5.57   0.04 100.10
sdc               0.00  1664.00    0.00 26488.00     0.00 116684.00     8.81   137.43    5.18    0.00    5.18   0.04 100.10
sdd               0.00  1050.00    0.00 27502.00     0.00 118288.00     8.60   137.58    5.00    0.00    5.00   0.04 100.00
sde               0.00    70.00    0.00 20047.00     0.00 84544.00     8.43   139.89    6.98    0.00    6.98   0.05 100.00
sdf               0.00    62.00    0.00 18443.00     0.00 78088.00     8.47   140.21    7.59    0.00    7.59   0.05 100.00
sdg               0.00    44.00    0.00 18757.00     0.00 79284.00     8.45   139.59    7.45    0.00    7.45   0.05 100.00
sdh               0.00   397.00    0.00 26568.00     0.00 111936.00     8.43   139.24    5.25    0.00    5.25   0.04 100.00
sdi               0.00   528.00    0.00 24907.00     0.00 105820.00     8.50    67.07    2.69    0.00    2.69   0.04  99.90
sdj               0.00    50.00    0.00 16544.00     0.00 70460.00     8.52   140.87    8.55    0.00    8.55   0.06 100.00
sdk               0.00    45.00    0.00 13774.00     0.00 59348.00     8.62   141.43   10.27    0.00   10.27   0.07 100.00
sdl               0.00   448.00    0.00 26685.00     0.00 112612.00     8.44   138.26    5.18    0.00    5.18   0.04 100.00
sdm               0.00  1067.00    0.00 25300.00     0.00 109524.00     8.66   131.97    5.20    0.00    5.20   0.04 100.00
sdn               0.00    62.00    0.00 17629.00     0.00 74844.00     8.49   141.48    8.02    0.00    8.02   0.06 100.00
sdo               0.00    80.00    0.00 18160.00     0.00 77040.00     8.48   141.29    7.77    0.00    7.77   0.06 100.10
sdp               0.00    47.00    0.00 15937.00     0.00 68016.00     8.54   141.25    8.89    0.00    8.89   0.06 100.00
sdq               0.00   193.00    0.00 23997.00     0.00 100836.00     8.40   140.59    5.88    0.00    5.88   0.04 100.00
sdr               0.00    60.00    0.00 19871.00     0.00 81764.00     8.23   140.16    7.06    0.00    7.06   0.05 100.00
sds               0.00    58.00    0.00 16394.00     0.00 67848.00     8.28   141.45    8.63    0.00    8.63   0.06 100.10
sdt               0.00  1913.00    0.00 25064.00     0.00 109904.00     8.77   139.32    5.57    0.00    5.57   0.04 100.00
sdu               0.00   811.00    0.00 25741.00     0.00 108220.00     8.41   139.01    5.40    0.00    5.40   0.04 100.00
sdv               0.00  1965.00    0.00 26154.00     0.00 114472.00     8.75   139.52    5.33    0.00    5.33   0.04 100.00
sdw               0.00  1620.00    0.00 26920.00     0.00 116212.00     8.63   138.65    5.16    0.00    5.16   0.04 100.00
sdx               0.00    58.00    0.00 15216.00     0.00 63136.00     8.30   141.76    9.33    0.00    9.33   0.07 100.00
sdy               0.00   120.00    0.00 22738.00     0.00 93472.00     8.22    87.89    3.88    0.00    3.88   0.04 100.00
sdz               0.00   615.00    0.00 24983.00     0.00 104436.00     8.36   139.41    5.57    0.00    5.57   0.04 100.10
sdaa              0.00    61.00    0.00 15719.00     0.00 65160.00     8.29   140.14    8.96    0.00    8.96   0.06  99.90
sdab              0.00    34.00    0.00 12919.00     0.00 53852.00     8.34   140.75   10.90    0.00   10.90   0.08  99.90
sdac              0.00   575.00    0.00 24461.00     0.00 102176.00     8.35   139.50    5.70    0.00    5.70   0.04  99.90
sdad              0.00   176.00    0.00 24774.00     0.00 101836.00     8.22   138.52    5.59    0.00    5.59   0.04 100.00
sdae              0.00    62.00    0.00 19024.00     0.00 78388.00     8.24   140.29    7.38    0.00    7.38   0.05 100.00
sdaf              0.00  1391.00    0.00 26231.00     0.00 112504.00     8.58   139.17    5.31    0.00    5.31   0.04 100.10
sdag              0.00    28.00    0.00 12040.00     0.00 52344.00     8.70   141.78   11.75    0.00   11.75   0.08 100.00

02/07/2019 07:51:05 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           2.00    0.00   18.70   10.95    0.00   68.35

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00  3223.00    0.00 25894.00     0.00 118572.00     9.16   138.03    5.32    0.00    5.32   0.04 100.10
sdc               0.00  4685.00    0.00 25513.00     0.00 122864.00     9.63   138.22    5.41    0.00    5.41   0.04 100.10
sdd               0.00  2840.00    0.00 25515.00     0.00 115348.00     9.04   138.57    5.42    0.00    5.42   0.04 100.10
sde               0.00    99.00    0.00 19312.00     0.00 79688.00     8.25   140.43    7.26    0.00    7.26   0.05 100.10
sdf               0.00    65.00    0.00 18828.00     0.00 77624.00     8.25   140.35    7.45    0.00    7.45   0.05 100.10
sdg               0.00    48.00    0.00 17944.00     0.00 74008.00     8.25   140.86    7.83    0.00    7.83   0.06 100.10
sdh               0.00   824.00    0.00 22106.00     0.00 93756.00     8.48   139.58    6.32    0.00    6.32   0.05 100.10
sdi               0.00  1468.00    0.00 24657.00     0.00 106540.00     8.64    62.25    2.51    0.00    2.51   0.04 100.30
sdj               0.00    69.00    0.00 16556.00     0.00 68544.00     8.28   139.53    8.40    0.00    8.40   0.06 100.20
sdk               0.00    45.00    0.00 14310.00     0.00 59468.00     8.31   140.09    9.80    0.00    9.80   0.07 100.00
sdl               0.00  1257.00    0.00 25945.00     0.00 110804.00     8.54   136.08    5.24    0.00    5.24   0.04 100.00
sdm               0.00  3033.00    0.00 24364.00     0.00 111516.00     9.15   136.35    5.60    0.00    5.60   0.04 100.10
sdn               0.00    99.00    0.00 26449.00     0.00 108228.00     8.18   139.08    5.27    0.00    5.27   0.04 100.10
sdo               0.00   167.00    0.00 24258.00     0.00 99740.00     8.22   139.30    5.75    0.00    5.75   0.04 100.00
sdp               0.00    71.00    0.00 19607.00     0.00 80752.00     8.24   140.47    7.17    0.00    7.17   0.05 100.00
sdq               0.00   434.00    0.00 21374.00     0.00 89260.00     8.35   140.08    6.55    0.00    6.55   0.05 100.00
sdr               0.00    82.00    0.00 18436.00     0.00 76108.00     8.26   140.31    7.61    0.00    7.61   0.05 100.00
sds               0.00    62.00    0.00 17602.00     0.00 72696.00     8.26   140.18    7.97    0.00    7.97   0.06 100.10
sdt               0.00  4090.00    0.00 24967.00     0.00 118328.00     9.48   138.38    5.54    0.00    5.54   0.04 100.10
sdu               0.00  1945.00    0.00 22739.00     0.00 100724.00     8.86   139.21    6.12    0.00    6.12   0.04 100.10
sdv               0.00  4125.00    0.00 25024.00     0.00 118684.00     9.49   138.39    5.52    0.00    5.52   0.04 100.10
sdw               0.00  4585.00    0.00 26001.00     0.00 126460.00     9.73   137.35    5.28    0.00    5.28   0.04 100.10
sdx               0.00    38.00    0.00 14905.00     0.00 63848.00     8.57   140.65    9.37    0.00    9.37   0.07 100.10
sdy               0.00   340.00    0.00 22146.00     0.00 94024.00     8.49    88.62    3.99    0.00    3.99   0.05 100.30
sdz               0.00  1464.00    0.00 23510.00     0.00 103940.00     8.84   139.64    5.93    0.00    5.93   0.04 100.10
sdaa              0.00    37.00    0.00 13941.00     0.00 59992.00     8.61   141.45   10.09    0.00   10.09   0.07 100.10
sdab              0.00    23.00    0.00 12897.00     0.00 55756.00     8.65   141.37   10.93    0.00   10.93   0.08 100.10
sdac              0.00  1606.00    0.00 24523.00     0.00 108556.00     8.85   140.55    5.73    0.00    5.73   0.04 100.10
sdad              0.00   239.00    0.00 18932.00     0.00 80748.00     8.53   140.42    7.40    0.00    7.40   0.05 100.00
sdae              0.00    62.00    0.00 19775.00     0.00 83428.00     8.44   140.45    7.11    0.00    7.11   0.05 100.00
sdaf              0.00  5071.00    0.00 24554.00     0.00 122608.00     9.99   138.49    5.66    0.00    5.66   0.04 100.00
sdag              0.00    25.00    0.00 12211.00     0.00 50992.00     8.35   141.63   11.61    0.00   11.61   0.08 100.00

02/07/2019 07:51:06 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.90    0.00   19.30   11.01    0.00   67.79

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00     6.00    0.00 23803.00     0.00 97280.00     8.17   139.22    5.85    0.00    5.85   0.04  99.90
sdc               0.00     7.00    0.00 24695.00     0.00 100848.00     8.17   139.47    5.64    0.00    5.64   0.04  99.90
sdd               0.00  2876.00    0.00 26600.00     0.00 120080.00     9.03   137.27    5.17    0.00    5.17   0.04  99.90
sde               0.00   158.00    0.00 20940.00     0.00 86424.00     8.25   140.03    6.70    0.00    6.70   0.05  99.90
sdf               0.00    63.00    0.00 18176.00     0.00 74992.00     8.25   140.26    7.72    0.00    7.72   0.05  99.90
sdg               0.00    51.00    0.00 18816.00     0.00 77508.00     8.24   140.15    7.47    0.00    7.47   0.05  99.90
sdh               0.00  1954.00    0.00 21197.00     0.00 94616.00     8.93   139.67    6.59    0.00    6.59   0.05  99.90
sdi               0.00   580.00    0.00 25593.00     0.00 106732.00     8.34    60.58    2.36    0.00    2.36   0.04  99.90
sdj               0.00    80.00    0.00 17226.00     0.00 73304.00     8.51   141.88    8.23    0.00    8.23   0.06 100.00
sdk               0.00    59.00    0.00 17673.00     0.00 75008.00     8.49   140.04    7.94    0.00    7.94   0.06 100.00
sdl               0.00  4116.00    0.00 25643.00     0.00 123004.00     9.59   138.20    5.39    0.00    5.39   0.04 100.00
sdm               0.00  2371.00    0.00 25228.00     0.00 114612.00     9.09   132.40    5.24    0.00    5.24   0.04 100.00
sdn               0.00   107.00    0.00 26827.00     0.00 111816.00     8.34   138.69    5.17    0.00    5.17   0.04 100.00
sdo               0.00   281.00    0.00 24023.00     0.00 101296.00     8.43   130.38    5.44    0.00    5.44   0.04 100.00
sdp               0.00   104.00    0.00 20832.00     0.00 87820.00     8.43   140.37    6.73    0.00    6.73   0.05 100.00
sdq               0.00   949.00    0.00 21573.00     0.00 94132.00     8.73   140.67    6.52    0.00    6.52   0.05 100.00
sdr               0.00    90.00    0.00 18836.00     0.00 79788.00     8.47   140.65    7.45    0.00    7.45   0.05 100.00
sds               0.00    85.00    0.00 19736.00     0.00 83356.00     8.45   140.42    7.10    0.00    7.10   0.05 100.00
sdt               0.00    12.00    0.00 25428.00     0.00 105840.00     8.32   139.53    5.48    0.00    5.48   0.04  99.90
sdu               0.00  3981.00    0.00 22447.00     0.00 109876.00     9.79   138.08    6.15    0.00    6.15   0.04  99.90
sdv               0.00    15.00    0.00 25645.00     0.00 106720.00     8.32   139.38    5.44    0.00    5.44   0.04  99.90
sdw               0.00     7.00    0.00 27542.00     0.00 112236.00     8.15   138.76    5.03    0.00    5.03   0.04  99.90
sdx               0.00    38.00    0.00 14550.00     0.00 60396.00     8.30   141.24    9.77    0.00    9.77   0.07  99.90
sdy               0.00   196.00    0.00 21880.00     0.00 90304.00     8.25    32.76    1.47    0.00    1.47   0.05  99.90
sdz               0.00  4760.00    0.00 23689.00     0.00 115892.00     9.78   138.03    5.83    0.00    5.83   0.04  99.90
sdaa              0.00    37.00    0.00 13999.00     0.00 58180.00     8.31   141.69   10.13    0.00   10.13   0.07  99.90
sdab              0.00    30.00    0.00 12515.00     0.00 52220.00     8.35   142.16   11.40    0.00   11.40   0.08  99.90
sdac              0.00  4820.00    0.00 23886.00     0.00 116944.00     9.79   138.05    5.78    0.00    5.78   0.04  99.90
sdad              0.00   559.00    0.00 18670.00     0.00 78960.00     8.46   140.50    7.53    0.00    7.53   0.05 100.00
sdae              0.00    74.00    0.00 19094.00     0.00 78708.00     8.24   140.22    7.34    0.00    7.34   0.05 100.00
sdaf              0.00     4.00    0.00 26043.00     0.00 106232.00     8.16   139.94    5.37    0.00    5.37   0.04 100.00
sdag              0.00    32.00    0.00 12057.00     0.00 50392.00     8.36   141.40   11.73    0.00   11.73   0.08 100.00

02/07/2019 07:51:07 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.87    0.00   19.83   11.51    0.00   66.79

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00     8.00    0.00 24442.00     0.00 101876.00     8.34   139.39    5.70    0.00    5.70   0.04 100.00
sdc               0.00    10.00    0.00 24795.00     0.00 103300.00     8.33   139.69    5.63    0.00    5.63   0.04 100.20
sdd               0.00    14.00    0.00 27397.00     0.00 113724.00     8.30   138.23    5.05    0.00    5.05   0.04 100.00
sde               0.00   384.00    0.00 22352.00     0.00 95032.00     8.50   140.04    6.27    0.00    6.27   0.04 100.00
sdf               0.00    64.00    0.00 18374.00     0.00 77836.00     8.47   140.20    7.64    0.00    7.64   0.05 100.00
sdg               0.00    57.00    0.00 19181.00     0.00 81032.00     8.45   140.70    7.33    0.00    7.33   0.05 100.10
sdh               0.00  3622.00    0.00 22407.00     0.00 108240.00     9.66   138.47    6.19    0.00    6.19   0.04 100.00
sdi               0.00     7.00    0.00 26312.00     0.00 109356.00     8.31    95.01    3.62    0.00    3.62   0.04 100.00
sdj               0.00    96.00    0.00 17627.00     0.00 72920.00     8.27   140.93    8.01    0.00    8.01   0.06 100.00
sdk               0.00    81.00    0.00 22618.00     0.00 92832.00     8.21   140.18    6.20    0.00    6.20   0.04 100.00
sdl               0.00   931.00    0.00 26898.00     0.00 113524.00     8.44   137.93    5.13    0.00    5.13   0.04 100.00
sdm               0.00    16.00    0.00 26474.00     0.00 108004.00     8.16   137.20    5.18    0.00    5.18   0.04  99.60
sdn               0.00   238.00    0.00 27882.00     0.00 114512.00     8.21   138.93    4.98    0.00    4.98   0.04 100.00
sdo               0.00   406.00    0.00 18780.00     0.00 78772.00     8.39    77.65    4.12    0.00    4.12   0.05  99.00
sdp               0.00   141.00    0.00 22928.00     0.00 94312.00     8.23   140.16    6.12    0.00    6.12   0.04 100.00
sdq               0.00  2389.00    0.00 21726.00     0.00 98396.00     9.06   140.26    6.46    0.00    6.46   0.05 100.00
sdr               0.00   126.00    0.00 18903.00     0.00 78156.00     8.27   140.14    7.42    0.00    7.42   0.05 100.10
sds               0.00   105.00    0.00 19944.00     0.00 82240.00     8.25   115.47    5.79    0.00    5.79   0.05 100.00
sdt               0.00    11.00    0.00 25034.00     0.00 102220.00     8.17   139.77    5.58    0.00    5.58   0.04 100.00
sdu               0.00     7.00    0.00 24868.00     0.00 101544.00     8.17   139.69    5.61    0.00    5.61   0.04 100.10
sdv               0.00    11.00    0.00 24597.00     0.00 100472.00     8.17   140.12    5.69    0.00    5.69   0.04 100.00
sdw               0.00    11.00    0.00 24319.00     0.00 99360.00     8.17   139.36    5.72    0.00    5.72   0.04 100.10
