Linux 4.14.35-1844.1.3.el7uek.x86_64 (instance-20190207-1400) 	02/07/2019 	_x86_64_	(104 CPU)

02/07/2019 07:44:36 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.20    0.00    1.96    2.62    0.00   95.22

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdq               0.00    13.00    0.00 3613.00     0.00 58048.00    32.13   142.14   39.51    0.00   39.51   0.28 100.00
sdr               0.00    19.00    0.00 3259.00     0.00 52448.00    32.19   142.95   44.11    0.00   44.11   0.31 100.00
sds               0.00    29.00    0.00 4329.00     0.00 69696.00    32.20   141.30   32.18    0.00   32.18   0.23 100.00
sdt               0.00    31.00    0.00 4380.00     0.00 70544.00    32.21   144.14   32.89    0.00   32.89   0.23 100.00
sdu               0.00    23.00    0.00 4442.00     0.00 71472.00    32.18   142.59   32.13    0.00   32.13   0.23 100.00
sdv               0.00    38.00    0.00 4441.00     0.00 71664.00    32.27   143.16   32.24    0.00   32.24   0.23 100.00
sdw               0.00    73.00    0.00 6539.00     0.00 105776.00    32.35   140.46   21.44    0.00   21.44   0.15 100.00
sdx               0.00    27.00    0.00 4386.00     0.00 70624.00    32.20   142.33   32.18    0.00   32.18   0.23 100.00
sdy               0.00    34.00    0.00 13136.00     0.00 212736.00    32.39   141.11   10.75    0.00   10.75   0.08 100.00
sdz               0.00    26.00    0.00 4164.00     0.00 69072.00    33.18   142.90   34.19    0.00   34.19   0.24 100.00
sdaa              0.00    34.00    0.00 4357.00     0.00 72272.00    33.18   141.58   32.60    0.00   32.60   0.23 100.00
sdab              0.00    17.00    0.00 3282.00     0.00 54816.00    33.40   142.75   42.96    0.00   42.96   0.30 100.00
sdac              0.00    15.00    0.00 4070.00     0.00 67376.00    33.11   143.44   35.19    0.00   35.19   0.25 100.00
sdad              0.00    14.00    0.00 2884.00     0.00 48384.00    33.55   141.28   49.05    0.00   49.05   0.35 100.00
sdae              0.00    37.00    0.00 4477.00     0.00 74256.00    33.17   142.82   32.01    0.00   32.01   0.22 100.00
sdaf              0.00    38.00    0.00 13047.00     0.00 211360.00    32.40   141.23   10.82    0.00   10.82   0.08 100.00
sdag              0.00    66.00    0.00 6427.00     0.00 105920.00    32.96   141.57   22.04    0.00   22.04   0.16 100.00

02/07/2019 07:44:50 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.97    0.00    5.54   20.94    0.00   72.55

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    14.00    0.00 3008.00     0.00 48336.00    32.14   143.67   47.74    0.00   47.74   0.33 100.00
sdc               0.00    96.00    0.00 6590.00     0.00 106960.00    32.46   142.22   21.61    0.00   21.61   0.15 100.00
sdd               0.00    30.00    0.00 4354.00     0.00 70144.00    32.22   143.66   33.22    0.00   33.22   0.23 100.00
sde               0.00    26.00    0.00 4393.00     0.00 70720.00    32.20   142.57   32.48    0.00   32.48   0.23 100.00
sdf               0.00    31.00    0.00 4476.00     0.00 72096.00    32.21   141.68   31.40    0.00   31.40   0.22 100.00
sdg               0.00    30.00    0.00 4482.00     0.00 72192.00    32.21   142.94   31.80    0.00   31.80   0.22 100.00
sdh               0.00    14.00    0.00 3371.00     0.00 54160.00    32.13   142.42   42.37    0.00   42.37   0.30 100.00
sdi               0.00    51.00    0.00 13268.00     0.00 213088.00    32.12   140.85   10.59    0.00   10.59   0.08 100.00
sdj               0.00    51.00    0.00 13283.00     0.00 213344.00    32.12   140.96   10.62    0.00   10.62   0.08  99.90
sdk               0.00    80.00    0.00 6625.00     0.00 107264.00    32.38   141.16   21.28    0.00   21.28   0.15  99.90
sdl               0.00    31.00    0.00 4452.00     0.00 71728.00    32.22   144.78   31.95    0.00   31.95   0.22 100.00
sdm               0.00    25.00    0.00 4379.00     0.00 72480.00    33.10   143.91   33.09    0.00   33.09   0.23 100.00
sdn               0.00    61.00    0.00 13101.00     0.00 212608.00    32.46   141.15   10.76    0.00   10.76   0.08 100.00
sdo               0.00    25.00    0.00 3357.00     0.00 56144.00    33.45   141.54   42.33    0.00   42.33   0.30 100.00
sdp               0.00    14.00    0.00 3291.00     0.00 54880.00    33.35   142.27   43.35    0.00   43.35   0.30 100.00
sdq               0.00    22.00    0.00 3521.00     0.00 58672.00    33.33   146.23   41.16    0.00   41.16   0.28 100.00
sdr               0.00    20.00    0.00 3111.00     0.00 52128.00    33.51   142.58   45.79    0.00   45.79   0.32 100.00
sds               0.00    32.00    0.00 4228.00     0.00 70224.00    33.22   143.82   34.37    0.00   34.37   0.24 100.00
sdt               0.00    38.00    0.00 4237.00     0.00 70448.00    33.25   141.32   33.31    0.00   33.31   0.24 100.00
sdu               0.00    24.00    0.00 4292.00     0.00 71104.00    33.13   143.04   33.28    0.00   33.28   0.23 100.00
sdv               0.00    36.00    0.00 4286.00     0.00 71152.00    33.20   142.54   33.20    0.00   33.20   0.23 100.00
sdw               0.00   106.00    0.00 6425.00     0.00 106512.00    33.16   141.82   22.05    0.00   22.05   0.16 100.00
sdx               0.00    28.00    0.00 4301.00     0.00 71296.00    33.15   141.77   33.21    0.00   33.21   0.23 100.00
sdy               0.00    39.00    0.00 13296.00     0.00 213360.00    32.09   140.52   10.55    0.00   10.55   0.08 100.00
sdz               0.00    36.00    0.00 4290.00     0.00 69184.00    32.25   142.46   33.41    0.00   33.41   0.23 100.00
sdaa              0.00    36.00    0.00 4477.00     0.00 72176.00    32.24   144.73   32.24    0.00   32.24   0.22 100.00
sdab              0.00    17.00    0.00 3430.00     0.00 55152.00    32.16   142.38   42.00    0.00   42.00   0.29 100.00
sdac              0.00    26.00    0.00 4178.00     0.00 67264.00    32.20   142.47   34.10    0.00   34.10   0.24 100.00
sdad              0.00    28.00    0.00 2982.00     0.00 48128.00    32.28   143.95   47.85    0.00   47.85   0.34  99.90
sdae              0.00    32.00    0.00 4604.00     0.00 74176.00    32.22   142.68   30.95    0.00   30.95   0.22  99.90
sdaf              0.00    52.00    0.00 13247.00     0.00 212800.00    32.13   140.50   10.60    0.00   10.60   0.08 100.00
sdag              0.00    86.00    0.00 6556.00     0.00 106272.00    32.42   141.62   21.61    0.00   21.61   0.15 100.00

02/07/2019 07:44:51 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.99    0.00    5.42   21.24    0.00   72.35

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    10.00    0.00 2892.00     0.00 48464.00    33.52   143.70   49.67    0.00   49.67   0.35 100.00
sdc               0.00   102.00    0.00 6519.00     0.00 107984.00    33.13   142.65   21.85    0.00   21.85   0.15 100.00
sdd               0.00    25.00    0.00 4220.00     0.00 69952.00    33.15   145.10   34.41    0.00   34.41   0.24 100.00
sde               0.00    40.00    0.00 4284.00     0.00 71168.00    33.23   144.89   33.73    0.00   33.73   0.23 100.00
sdf               0.00    36.00    0.00 4332.00     0.00 71920.00    33.20   143.39   33.38    0.00   33.38   0.23 100.00
sdg               0.00    39.00    0.00 4344.00     0.00 72112.00    33.20   140.41   32.41    0.00   32.41   0.23 100.00
sdh               0.00    15.00    0.00 3229.00     0.00 53920.00    33.40   141.81   43.86    0.00   43.86   0.31 100.00
sdi               0.00    89.00    0.00 13090.00     0.00 212896.00    32.53   140.62   10.76    0.00   10.76   0.08 100.00
sdj               0.00    86.00    0.00 13096.00     0.00 212928.00    32.52   140.94   10.76    0.00   10.76   0.08 100.00
sdk               0.00    86.00    0.00 6498.00     0.00 107328.00    33.03   140.75   21.66    0.00   21.66   0.15 100.10
sdl               0.00    33.00    0.00 4551.00     0.00 75376.00    33.13   141.36   31.61    0.00   31.61   0.22 100.00
sdm               0.00    35.00    0.00 4473.00     0.00 72112.00    32.24   142.09   31.71    0.00   31.71   0.22 100.00
sdn               0.00    77.00    0.00 13250.00     0.00 213168.00    32.18   140.00   10.62    0.00   10.62   0.08 100.00
sdo               0.00    21.00    0.00 3498.00     0.00 56272.00    32.17   143.14   40.99    0.00   40.99   0.29 100.00
sdp               0.00    16.00    0.00 3410.00     0.00 54784.00    32.13   144.32   42.35    0.00   42.35   0.29 100.00
sdq               0.00    29.00    0.00 3621.00     0.00 58384.00    32.25   143.03   39.77    0.00   39.77   0.28 100.00
sdr               0.00    21.00    0.00 3256.00     0.00 52400.00    32.19   142.10   43.63    0.00   43.63   0.31 100.00
sds               0.00    57.00    0.00 4334.00     0.00 70204.00    32.40   142.06   32.94    0.00   32.94   0.23 100.00
sdt               0.00    49.00    0.00 4358.00     0.00 70432.00    32.32   139.60   32.30    0.00   32.30   0.23 100.00
sdu               0.00    47.00    0.00 4433.00     0.00 71568.00    32.29   143.21   32.14    0.00   32.14   0.23 100.00
sdv               0.00    49.00    0.00 4427.00     0.00 71568.00    32.33   141.45   31.92    0.00   31.92   0.23 100.00
sdw               0.00    69.00    0.00 6528.00     0.00 105472.00    32.31   141.61   21.70    0.00   21.70   0.15 100.00
sdx               0.00    49.00    0.00 4402.00     0.00 71168.00    32.33   140.94   31.99    0.00   31.99   0.23 100.00
sdy               0.00    77.00    0.00 13285.00     0.00 213744.00    32.18   140.11   10.56    0.00   10.56   0.08 100.00
sdz               0.00    41.00    0.00 4278.00     0.00 69056.00    32.28   141.13   33.02    0.00   33.02   0.23 100.00
sdaa              0.00    27.00    0.00 4467.00     0.00 71936.00    32.21   143.37   32.19    0.00   32.19   0.22 100.00
sdab              0.00    22.00    0.00 3430.00     0.00 55216.00    32.20   142.81   41.62    0.00   41.62   0.29 100.00
sdac              0.00    28.00    0.00 4164.00     0.00 67072.00    32.22   142.41   34.22    0.00   34.22   0.24 100.00
sdad              0.00    11.00    0.00 2979.00     0.00 47856.00    32.13   142.97   48.11    0.00   48.11   0.34 100.10
sdae              0.00    45.00    0.00 4506.00     0.00 74832.00    33.21   143.21   31.74    0.00   31.74   0.22 100.10
sdaf              0.00    84.00    0.00 13077.00     0.00 212592.00    32.51   141.04   10.80    0.00   10.80   0.08 100.00
sdag              0.00    83.00    0.00 6422.00     0.00 106096.00    33.04   141.97   22.11    0.00   22.11   0.16 100.00

02/07/2019 07:44:52 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.96    0.00    5.56   20.43    0.00   73.05

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    23.00    0.00 3027.00     0.00 48736.00    32.20   143.80   47.54    0.00   47.54   0.33 100.00
sdc               0.00   107.00    0.00 6595.00     0.00 107168.00    32.50   141.98   21.53    0.00   21.53   0.15 100.00
sdd               0.00    41.00    0.00 4329.00     0.00 69856.00    32.27   142.58   32.62    0.00   32.62   0.23 100.00
sde               0.00    41.00    0.00 4373.00     0.00 70608.00    32.29   142.13   32.63    0.00   32.63   0.23 100.00
sdf               0.00    35.00    0.00 4454.00     0.00 71776.00    32.23   141.08   31.64    0.00   31.64   0.22 100.00
sdg               0.00    35.00    0.00 4479.00     0.00 72208.00    32.24   141.36   31.48    0.00   31.48   0.22 100.00
sdh               0.00    21.00    0.00 3374.00     0.00 54256.00    32.16   141.03   41.96    0.00   41.96   0.30 100.00
sdi               0.00   121.00    0.00 13236.00     0.00 213648.00    32.28   140.43   10.61    0.00   10.61   0.08 100.00
sdj               0.00   105.00    0.00 13235.00     0.00 213392.00    32.25   140.76   10.63    0.00   10.63   0.08 100.10
sdk               0.00   110.00    0.00 6571.00     0.00 106864.00    32.53   141.37   21.53    0.00   21.53   0.15 100.00
sdl               0.00    27.00    0.00 4585.00     0.00 73728.00    32.16   141.00   30.76    0.00   30.76   0.22 100.00
sdm               0.00    45.00    0.00 4478.00     0.00 72320.00    32.30   140.38   31.20    0.00   31.20   0.22 100.00
sdn               0.00    90.00    0.00 13271.00     0.00 213776.00    32.22   140.74   10.56    0.00   10.56   0.08 100.00
sdo               0.00    25.00    0.00 3543.00     0.00 57072.00    32.22   143.08   40.30    0.00   40.30   0.28 100.00
sdp               0.00    23.00    0.00 3410.00     0.00 54928.00    32.22   143.20   42.06    0.00   42.06   0.29 100.00
sdq               0.00    20.00    0.00 3614.00     0.00 58132.00    32.17   142.88   39.61    0.00   39.61   0.28 100.00
sdr               0.00    24.00    0.00 3206.00     0.00 51648.00    32.22   142.32   43.72    0.00   43.72   0.31 100.00
sds               0.00    43.00    0.00 4211.00     0.00 70068.00    33.28   141.97   33.52    0.00   33.52   0.24 100.00
sdt               0.00    41.00    0.00 4253.00     0.00 70720.00    33.26   143.76   33.52    0.00   33.52   0.24 100.00
sdu               0.00    37.00    0.00 4303.00     0.00 71520.00    33.24   141.44   33.11    0.00   33.11   0.23 100.00
sdv               0.00    32.00    0.00 4308.00     0.00 71488.00    33.19   143.89   33.48    0.00   33.48   0.23 100.00
sdw               0.00   102.00    0.00 6416.00     0.00 106304.00    33.14   140.81   21.94    0.00   21.94   0.16 100.00
sdx               0.00    39.00    0.00 4278.00     0.00 71072.00    33.23   142.49   33.33    0.00   33.33   0.23 100.00
sdy               0.00   103.00    0.00 13102.00     0.00 213264.00    32.55   140.84   10.75    0.00   10.75   0.08 100.10
sdz               0.00    38.00    0.00 4145.00     0.00 68960.00    33.27   143.61   34.64    0.00   34.64   0.24 100.00
sdaa              0.00    40.00    0.00 4342.00     0.00 72048.00    33.19   140.78   32.13    0.00   32.13   0.23 100.00
sdab              0.00    17.00    0.00 3214.00     0.00 53664.00    33.39   133.27   41.55    0.00   41.55   0.31 100.00
sdac              0.00    42.00    0.00 4064.00     0.00 67648.00    33.29   141.05   34.69    0.00   34.69   0.25 100.00
sdad              0.00    21.00    0.00 2900.00     0.00 48704.00    33.59   142.52   49.49    0.00   49.49   0.34 100.00
sdae              0.00    46.00    0.00 4592.00     0.00 74144.00    32.29   141.23   30.77    0.00   30.77   0.22 100.00
sdaf              0.00   106.00    0.00 13096.00     0.00 211168.00    32.25   140.66   10.71    0.00   10.71   0.08 100.00
sdag              0.00    96.00    0.00 6572.00     0.00 106656.00    32.46   142.64   21.66    0.00   21.66   0.15 100.00

02/07/2019 07:44:53 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.98    0.00    5.59   21.90    0.00   71.53

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    13.00    0.00 3008.00     0.00 48352.00    32.15   143.79   47.56    0.00   47.56   0.33 100.00
sdc               0.00   137.00    0.00 6594.00     0.00 107684.00    32.66   141.90   21.55    0.00   21.55   0.15 100.00
sdd               0.00    74.00    0.00 4313.00     0.00 70208.00    32.56   145.24   33.93    0.00   33.93   0.23 100.00
sde               0.00    39.00    0.00 4401.00     0.00 71008.00    32.27   143.02   32.38    0.00   32.38   0.23 100.00
sdf               0.00    51.00    0.00 4316.00     0.00 71872.00    33.30   140.71   32.61    0.00   32.61   0.23 100.00
sdg               0.00    51.00    0.00 4338.00     0.00 72208.00    33.29   142.07   32.82    0.00   32.82   0.23 100.00
sdh               0.00    15.00    0.00 3245.00     0.00 54208.00    33.41   141.85   43.61    0.00   43.61   0.31 100.00
sdi               0.00   140.00    0.00 13045.00     0.00 212976.00    32.65   141.10   10.82    0.00   10.82   0.08 100.00
sdj               0.00   134.00    0.00 13054.00     0.00 213040.00    32.64   140.83   10.79    0.00   10.79   0.08 100.00
sdk               0.00   141.00    0.00 6417.00     0.00 106896.00    33.32   141.82   22.10    0.00   22.10   0.16 100.00
sdl               0.00    48.00    0.00 4436.00     0.00 73760.00    33.26   142.64   32.06    0.00   32.06   0.23 100.00
sdm               0.00    37.00    0.00 4379.00     0.00 72672.00    33.19   144.11   32.99    0.00   32.99   0.23 100.00
sdn               0.00   163.00    0.00 13041.00     0.00 213264.00    32.71   140.73   10.79    0.00   10.79   0.08 100.00
sdo               0.00    36.00    0.00 3352.00     0.00 56208.00    33.54   143.61   42.78    0.00   42.78   0.30 100.00
sdp               0.00    16.00    0.00 3301.00     0.00 55088.00    33.38   142.80   43.13    0.00   43.13   0.30 100.00
sdq               0.00    25.00    0.00 3497.00     0.00 58352.00    33.37   142.64   40.24    0.00   40.24   0.29 100.00
sdr               0.00    31.00    0.00 3162.00     0.00 53104.00    33.59   141.73   45.60    0.00   45.60   0.32 100.00
sds               0.00    47.00    0.00 4331.00     0.00 70032.00    32.34   143.55   33.11    0.00   33.11   0.23 100.00
sdt               0.00    50.00    0.00 4332.00     0.00 70112.00    32.37   142.09   32.80    0.00   32.80   0.23 100.00
sdu               0.00    39.00    0.00 4405.00     0.00 71072.00    32.27   142.58   32.28    0.00   32.28   0.23 100.00
sdv               0.00    51.00    0.00 4411.00     0.00 71392.00    32.37   142.23   32.27    0.00   32.27   0.23 100.00
sdw               0.00   129.00    0.00 6489.00     0.00 105872.00    32.63   141.12   21.74    0.00   21.74   0.15 100.00
sdx               0.00    46.00    0.00 4401.00     0.00 71120.00    32.32   142.36   32.35    0.00   32.35   0.23 100.00
sdy               0.00   127.00    0.00 13224.00     0.00 213632.00    32.31   141.06   10.66    0.00   10.66   0.08 100.00
sdz               0.00    36.00    0.00 4277.00     0.00 68992.00    32.26   142.55   33.25    0.00   33.25   0.23 100.00
sdaa              0.00    43.00    0.00 4494.00     0.00 72624.00    32.32   142.43   31.93    0.00   31.93   0.22 100.00
sdab              0.00    30.00    0.00 3424.00     0.00 55280.00    32.29   143.16   41.75    0.00   41.75   0.29 100.00
sdac              0.00    27.00    0.00 4213.00     0.00 67840.00    32.21   142.93   33.67    0.00   33.67   0.24 100.00
sdad              0.00    17.00    0.00 3000.00     0.00 48260.00    32.17   142.47   47.37    0.00   47.37   0.33 100.00
sdae              0.00    53.00    0.00 4577.00     0.00 74064.00    32.36   143.64   31.51    0.00   31.51   0.22 100.00
sdaf              0.00   127.00    0.00 13092.00     0.00 211492.00    32.31   141.11   10.81    0.00   10.81   0.08 100.00
sdag              0.00   142.00    0.00 6525.00     0.00 106672.00    32.70   142.55   21.84    0.00   21.84   0.15 100.00

02/07/2019 07:44:54 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.00    0.00    5.38   20.01    0.00   73.61

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    21.00    0.00 2882.00     0.00 48448.00    33.62   141.79   49.40    0.00   49.40   0.35 100.00
sdc               0.00   253.00    0.00 6396.00     0.00 108368.00    33.89   142.15   22.20    0.00   22.20   0.16 100.00
sdd               0.00    43.00    0.00 4238.00     0.00 70496.00    33.27   140.45   33.23    0.00   33.23   0.24 100.00
sde               0.00    52.00    0.00 4268.00     0.00 71156.00    33.34   143.68   33.82    0.00   33.82   0.23 100.00
sdf               0.00    56.00    0.00 4454.00     0.00 72176.00    32.41   140.86   31.67    0.00   31.67   0.22 100.00
sdg               0.00    55.00    0.00 4451.00     0.00 72112.00    32.40   143.61   32.25    0.00   32.25   0.22 100.00
sdh               0.00    18.00    0.00 3381.00     0.00 54384.00    32.17   142.59   41.76    0.00   41.76   0.30 100.00
sdi               0.00   171.00    0.00 13206.00     0.00 214032.00    32.41   140.84   10.65    0.00   10.65   0.08 100.00
sdj               0.00   167.00    0.00 13240.00     0.00 214464.00    32.40   140.88   10.64    0.00   10.64   0.08 100.00
sdk               0.00   246.00    0.00 6477.00     0.00 107488.00    33.19   143.03   22.05    0.00   22.05   0.15 100.00
sdl               0.00    50.00    0.00 4578.00     0.00 74032.00    32.34   142.52   31.22    0.00   31.22   0.22 100.00
sdm               0.00    43.00    0.00 4506.00     0.00 72800.00    32.31   143.17   31.87    0.00   31.87   0.22 100.00
sdn               0.00   165.00    0.00 13211.00     0.00 214016.00    32.40   141.11   10.66    0.00   10.66   0.08 100.00
sdo               0.00    26.00    0.00 3516.00     0.00 56704.00    32.25   143.97   41.02    0.00   41.02   0.28 100.00
sdp               0.00    31.00    0.00 3419.00     0.00 55184.00    32.28   143.75   42.06    0.00   42.06   0.29 100.00
sdq               0.00    33.00    0.00 3621.00     0.00 58448.00    32.28   142.34   39.84    0.00   39.84   0.28 100.00
sdr               0.00    25.00    0.00 3274.00     0.00 52768.00    32.23   142.38   43.47    0.00   43.47   0.31 100.00
sds               0.00    51.00    0.00 4337.00     0.00 70176.00    32.36   143.10   33.13    0.00   33.13   0.23 100.00
sdt               0.00    40.00    0.00 4386.00     0.00 70848.00    32.31   142.27   32.48    0.00   32.48   0.23 100.00
sdu               0.00    61.00    0.00 4401.00     0.00 71424.00    32.46   141.90   32.26    0.00   32.26   0.23 100.00
sdv               0.00    53.00    0.00 4453.00     0.00 72048.00    32.36   143.48   32.19    0.00   32.19   0.22 100.00
sdw               0.00   217.00    0.00 6415.00     0.00 106080.00    33.07   142.36   22.20    0.00   22.20   0.16 100.00
sdx               0.00    51.00    0.00 4387.00     0.00 71040.00    32.39   143.08   32.39    0.00   32.39   0.23 100.00
sdy               0.00   152.00    0.00 12391.00     0.00 200656.00    32.39   141.07   11.39    0.00   11.39   0.08 100.00
sdz               0.00    41.00    0.00 4308.00     0.00 69616.00    32.32   142.50   33.10    0.00   33.10   0.23 100.00
sdaa              0.00    54.00    0.00 4442.00     0.00 71920.00    32.38   141.19   31.51    0.00   31.51   0.23 100.00
sdab              0.00    27.00    0.00 3288.00     0.00 55024.00    33.47   142.93   42.52    0.00   42.52   0.30 100.00
sdac              0.00    40.00    0.00 4058.00     0.00 67584.00    33.31   141.65   35.15    0.00   35.15   0.25 100.00
sdad              0.00    23.00    0.00 2882.00     0.00 48496.00    33.65   141.92   49.19    0.00   49.19   0.35 100.00
sdae              0.00    47.00    0.00 4509.00     0.00 74880.00    33.21   141.76   31.30    0.00   31.30   0.22 100.00
sdaf              0.00   182.00    0.00 12962.00     0.00 212320.00    32.76   141.21   10.89    0.00   10.89   0.08 100.00
sdag              0.00   215.00    0.00 6354.00     0.00 107024.00    33.69   143.33   22.58    0.00   22.58   0.16 100.00

02/07/2019 07:44:55 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.99    0.00    5.51   20.14    0.00   73.36

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    18.00    0.00 2993.00     0.00 48192.00    32.20   142.92   47.81    0.00   47.81   0.33 100.00
sdc               0.00   537.00    0.00 6227.00     0.00 108032.00    34.70   141.79   22.72    0.00   22.72   0.16 100.00
sdd               0.00    50.00    0.00 4328.00     0.00 70064.00    32.38   142.34   32.87    0.00   32.87   0.23 100.00
sde               0.00    40.00    0.00 4386.00     0.00 70800.00    32.28   142.36   32.35    0.00   32.35   0.23 100.00
sdf               0.00    52.00    0.00 4432.00     0.00 71728.00    32.37   143.11   31.99    0.00   31.99   0.23 100.00
sdg               0.00    63.00    0.00 4453.00     0.00 72224.00    32.44   142.38   31.97    0.00   31.97   0.22 100.00
sdh               0.00    35.00    0.00 3370.00     0.00 54480.00    32.33   142.79   42.77    0.00   42.77   0.30 100.00
sdi               0.00   251.00    0.00 13108.00     0.00 213728.00    32.61   140.89   10.76    0.00   10.76   0.08 100.00
sdj               0.00   262.00    0.00 13056.00     0.00 213088.00    32.64   140.79   10.78    0.00   10.78   0.08 100.00
sdk               0.00   506.00    0.00 6216.00     0.00 107408.00    34.56   141.04   22.69    0.00   22.69   0.16 100.00
sdl               0.00    43.00    0.00 4522.00     0.00 73024.00    32.30   143.08   31.48    0.00   31.48   0.22 100.00
sdm               0.00    55.00    0.00 4474.00     0.00 72464.00    32.39   142.59   31.84    0.00   31.84   0.22 100.00
sdn               0.00   259.00    0.00 13093.00     0.00 213600.00    32.63   140.77   10.77    0.00   10.77   0.08 100.00
sdo               0.00    27.00    0.00 3409.00     0.00 54944.00    32.23   143.06   41.06    0.00   41.06   0.29 100.00
sdp               0.00    36.00    0.00 3285.00     0.00 55152.00    33.58   140.07   42.78    0.00   42.78   0.30 100.00
sdq               0.00    37.00    0.00 3472.00     0.00 58144.00    33.49   143.63   40.82    0.00   40.82   0.29 100.00
sdr               0.00    24.00    0.00 3121.00     0.00 52352.00    33.55   143.51   45.65    0.00   45.65   0.32 100.00
sds               0.00    51.00    0.00 4202.00     0.00 70128.00    33.38   140.93   33.42    0.00   33.42   0.24 100.00
sdt               0.00    51.00    0.00 4228.00     0.00 70432.00    33.32   145.68   34.40    0.00   34.40   0.24 100.00
sdu               0.00    37.00    0.00 4263.00     0.00 70816.00    33.22   141.56   33.25    0.00   33.25   0.23 100.00
sdv               0.00    55.00    0.00 4264.00     0.00 71184.00    33.39   141.95   33.29    0.00   33.29   0.23 100.00
sdw               0.00   389.00    0.00 6088.00     0.00 105616.00    34.70   140.77   23.06    0.00   23.06   0.16 100.00
sdx               0.00    66.00    0.00 4277.00     0.00 71472.00    33.42   140.64   33.09    0.00   33.09   0.23 100.00
sdy               0.00   199.00    0.00 13005.00     0.00 213312.00    32.80   140.88   10.83    0.00   10.83   0.08 100.00
sdz               0.00    51.00    0.00 4153.00     0.00 69280.00    33.36   143.86   34.71    0.00   34.71   0.24 100.00
sdaa              0.00    59.00    0.00 4421.00     0.00 73680.00    33.33   142.91   32.57    0.00   32.57   0.23 100.00
sdab              0.00    25.00    0.00 3401.00     0.00 54832.00    32.24   141.55   42.46    0.00   42.46   0.29 100.00
sdac              0.00    42.00    0.00 4155.00     0.00 67152.00    32.32   143.09   34.31    0.00   34.31   0.24 100.00
sdad              0.00    16.00    0.00 2991.00     0.00 48128.00    32.18   143.03   47.88    0.00   47.88   0.33 100.00
sdae              0.00    74.00    0.00 4586.00     0.00 74576.00    32.52   141.47   30.81    0.00   30.81   0.22 100.00
sdaf              0.00   216.00    0.00 13014.00     0.00 211616.00    32.52   141.07   10.85    0.00   10.85   0.08 100.00
sdag              0.00   434.00    0.00 6200.00     0.00 106080.00    34.22   141.72   22.84    0.00   22.84   0.16 100.00

02/07/2019 07:44:56 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.99    0.00    5.19   21.16    0.00   72.65

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00    29.00    0.00 2858.00     0.00 48176.00    33.71   143.27   48.70    0.00   48.70   0.35 100.00
sdc               0.00  1171.00    0.00 5523.00     0.00 108656.00    39.35   143.30   25.91    0.00   25.91   0.18 100.00
sdd               0.00    45.00    0.00 4198.00     0.00 69904.00    33.30   142.77   33.75    0.00   33.75   0.24 100.00
sde               0.00    44.00    0.00 4252.00     0.00 70736.00    33.27   141.51   33.37    0.00   33.37   0.24 100.00
sdf               0.00    46.00    0.00 4343.00     0.00 72240.00    33.27   144.98   33.67    0.00   33.67   0.23 100.00
