Linux 4.14.35-1844.1.3.el7uek.x86_64 (instance-20190207-1400) 	02/07/2019 	_x86_64_	(104 CPU)

02/07/2019 07:44:36 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.20    0.00    1.96    2.62    0.00   95.22

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdd               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.07    9.38    0.00    9.38   5.00   4.00
sde               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    6.50    0.00    6.50   3.38   2.70
sdf               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.08   10.00    0.00   10.00   5.62   4.50
sdg               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.04    5.38    0.00    5.38   2.75   2.20
sdh               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    6.38    0.00    6.38   3.38   2.70
sdi               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    6.00    0.00    6.00   3.12   2.50
sdj               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    6.50    0.00    6.50   3.38   2.70
sdk               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    5.62    0.00    5.62   3.00   2.40
sdl               0.00     0.00    0.00   10.00     0.00 10240.00  2048.00     0.06    6.10    0.00    6.10   3.10   3.10
sdm               0.00     0.00    0.00   10.00     0.00 10240.00  2048.00     0.05    6.10    0.00    6.10   2.80   2.80
sdn               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.09   10.75    0.00   10.75   5.50   4.40
sdo               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    6.50    0.00    6.50   3.38   2.70
sdp               0.00     0.00    0.00    9.00     0.00  8196.00  1821.33     0.05    6.00    0.00    6.00   3.33   3.00
sdq               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.04    5.38    0.00    5.38   2.88   2.30
sdr               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    6.62    0.00    6.62   3.88   3.10
sds               0.00     0.00    0.00    9.00     0.00  8196.00  1821.33     0.07    8.33    0.00    8.33   4.78   4.30
sdt               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    6.25    0.00    6.25   3.25   2.60
sdu               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    6.25    0.00    6.25   3.50   2.80
sdv               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    6.12    0.00    6.12   3.38   2.70
sdw               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.08   10.50    0.00   10.50   5.50   4.40
sdx               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    6.38    0.00    6.38   3.38   2.70
sdy               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.08   10.12    0.00   10.12   5.50   4.40
sdz               0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    5.75    0.00    5.75   3.00   2.40
sdaa              0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.07    9.12    0.00    9.12   4.62   3.70
sdab              0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    5.75    0.00    5.75   3.25   2.60
sdac              0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.06    7.12    0.00    7.12   3.88   3.10
sdad              0.00     0.00    0.00    9.00     0.00  8196.00  1821.33     0.08    8.67    0.00    8.67   4.44   4.00
sdae              0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    6.00    0.00    6.00   3.12   2.50
sdaf              0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.05    6.62    0.00    6.62   3.50   2.80
sdag              0.00     0.00    0.00    8.00     0.00  8192.00  2048.00     0.07    9.25    0.00    9.25   5.50   4.40

02/07/2019 07:44:38 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.90    0.00    5.65   16.20    0.00   77.25

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     1.00    0.00    3.00     0.00   264.00   176.00     0.04   12.00    0.00   12.00   4.33   1.30
sdb               0.00     2.00    0.00 2794.00     0.00 46736.00    33.45   129.12   44.46    0.00   44.46   0.32  90.80
sdc               0.00    18.00    0.00 6141.00     0.00 100560.00    32.75   127.43   20.41    0.00   20.41   0.15  90.60
sdd               0.00     6.00    0.00 3958.00     0.00 65456.00    33.08   128.20   31.39    0.00   31.39   0.23  90.90
sde               0.00     9.00    0.00 3987.00     0.00 65952.00    33.08   129.98   31.83    0.00   31.83   0.23  90.60
sdf               0.00     5.00    0.00 4087.00     0.00 67488.00    33.03   128.53   30.81    0.00   30.81   0.22  91.30
sdg               0.00     5.00    0.00 4098.00     0.00 67664.00    33.02   129.93   30.99    0.00   30.99   0.22  90.60
sdh               0.00    11.00    0.00 3065.00     0.00 51232.00    33.43   129.03   40.85    0.00   40.85   0.30  90.70
sdi               0.00    24.00    0.00 12028.00     0.00 194848.00    32.40   125.77   10.35    0.00   10.35   0.08  90.80
sdj               0.00    24.00    0.00 12051.00     0.00 195216.00    32.40   126.82   10.46    0.00   10.46   0.08  90.60
sdk               0.00     6.00    0.00 6137.00     0.00 100288.00    32.68   126.25   20.16    0.00   20.16   0.15  90.50
sdl               0.00     6.00    0.00 4154.00     0.00 66560.00    32.05   130.34   30.69    0.00   30.69   0.22  90.00
sdm               0.00     5.00    0.00 4086.00     0.00 65456.00    32.04   126.96   30.47    0.00   30.47   0.22  90.10
sdn               0.00    22.00    0.00 11689.00     0.00 187360.00    32.06   126.52   10.76    0.00   10.76   0.08  90.00
sdo               0.00     8.00    0.00 3142.00     0.00 50400.00    32.08   126.70   39.20    0.00   39.20   0.29  90.10
sdp               0.00     2.00    0.00 3098.00     0.00 49600.00    32.02   128.80   40.46    0.00   40.46   0.29  90.10
sdq               0.00     3.00    0.00 3294.00     0.00 52736.00    32.02   129.63   38.37    0.00   38.37   0.27  90.10
sdr               0.00     3.00    0.00 2904.00     0.00 46496.00    32.02   128.56   42.10    0.00   42.10   0.31  90.10
sds               0.00    13.00    0.00 3861.00     0.00 64000.00    33.15   129.29   32.66    0.00   32.66   0.23  90.10
sdt               0.00     8.00    0.00 3901.00     0.00 64528.00    33.08   132.60   33.30    0.00   33.30   0.23  90.10
sdu               0.00     9.00    0.00 3942.00     0.00 65232.00    33.10   131.41   32.57    0.00   32.57   0.23  90.10
sdv               0.00     6.00    0.00 3926.00     0.00 64928.00    33.08   130.47   32.39    0.00   32.39   0.23  90.10
sdw               0.00     9.00    0.00 5816.00     0.00 95200.00    32.74   127.53   21.53    0.00   21.53   0.16  90.20
sdx               0.00     4.00    0.00 3898.00     0.00 64448.00    33.07   129.51   32.46    0.00   32.46   0.23  90.10
sdy               0.00    17.00    0.00 10975.00     0.00 177888.00    32.42   126.39   11.42    0.00   11.42   0.08  90.30
sdz               0.00     2.00    0.00 3797.00     0.00 62800.00    33.08   129.54   33.24    0.00   33.24   0.24  90.20
sdaa              0.00    10.00    0.00 3913.00     0.00 64784.00    33.11   130.27   32.52    0.00   32.52   0.23  90.20
sdab              0.00     4.00    0.00 2975.00     0.00 49664.00    33.39   127.96   41.85    0.00   41.85   0.30  90.10
sdac              0.00     8.00    0.00 3724.00     0.00 61728.00    33.15   127.10   33.37    0.00   33.37   0.24  90.20
sdad              0.00     5.00    0.00 2744.00     0.00 46000.00    33.53   128.00   45.16    0.00   45.16   0.33  91.00
sdae              0.00     9.00    0.00 4179.00     0.00 69024.00    33.03   129.15   30.26    0.00   30.26   0.22  90.70
sdaf              0.00    22.00    0.00 11965.00     0.00 193808.00    32.40   127.53   10.58    0.00   10.58   0.08  90.70
sdag              0.00    10.00    0.00 5990.00     0.00 98016.00    32.73   128.50   21.16    0.00   21.16   0.15  91.40

02/07/2019 07:44:39 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.96    0.00    6.03   19.24    0.00   73.78

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00     4.00    0.00 3064.00     0.00 49088.00    32.04   142.36   46.61    0.00   46.61   0.33 100.00
sdc               0.00    13.00    0.00 6741.00     0.00 108064.00    32.06   142.45   20.99    0.00   20.99   0.15 100.00
sdd               0.00    12.00    0.00 4275.00     0.00 70592.00    33.03   142.43   33.18    0.00   33.18   0.23 100.00
sde               0.00    11.00    0.00 4299.00     0.00 70976.00    33.02   141.34   32.82    0.00   32.82   0.23 100.00
sdf               0.00    11.00    0.00 4371.00     0.00 72128.00    33.00   144.20   32.96    0.00   32.96   0.23 100.00
sdg               0.00     6.00    0.00 4382.00     0.00 72224.00    32.96   141.95   32.52    0.00   32.52   0.23 100.00
sdh               0.00     3.00    0.00 3289.00     0.00 54688.00    33.26   142.29   43.36    0.00   43.36   0.30 100.00
sdi               0.00    30.00    0.00 13174.00     0.00 213264.00    32.38   140.55   10.70    0.00   10.70   0.08 100.00
sdj               0.00    42.00    0.00 13163.00     0.00 213296.00    32.41   140.76   10.67    0.00   10.67   0.08 100.00
sdk               0.00    16.00    0.00 6630.00     0.00 108352.00    32.69   139.98   21.20    0.00   21.20   0.15 100.00
sdl               0.00     6.00    0.00 4472.00     0.00 73664.00    32.94   143.31   32.10    0.00   32.10   0.22 100.00
sdm               0.00    12.00    0.00 4405.00     0.00 72688.00    33.00   142.29   32.03    0.00   32.03   0.23 100.00
sdn               0.00    32.00    0.00 13175.00     0.00 213344.00    32.39   141.14   10.69    0.00   10.69   0.08 100.00
sdo               0.00     5.00    0.00 3307.00     0.00 55008.00    33.27   140.54   42.51    0.00   42.51   0.30 100.00
sdp               0.00     9.00    0.00 3292.00     0.00 54816.00    33.30   141.32   42.69    0.00   42.69   0.30 100.00
sdq               0.00     1.00    0.00 3535.00     0.00 58608.00    33.16   142.33   40.31    0.00   40.31   0.28 100.00
sdr               0.00     4.00    0.00 3242.00     0.00 53968.00    33.29   142.81   44.89    0.00   44.89   0.31 100.00
sds               0.00     8.00    0.00 4383.00     0.00 70240.00    32.05   143.88   32.93    0.00   32.93   0.23 100.00
sdt               0.00    11.00    0.00 4385.00     0.00 70368.00    32.09   141.36   32.20    0.00   32.20   0.23 100.00
sdu               0.00     7.00    0.00 4475.00     0.00 71696.00    32.04   141.43   31.65    0.00   31.65   0.22 100.00
sdv               0.00     7.00    0.00 4446.00     0.00 71248.00    32.05   144.87   32.55    0.00   32.55   0.22 100.00
sdw               0.00     8.00    0.00 6556.00     0.00 105040.00    32.04   141.26   21.57    0.00   21.57   0.15 100.00
sdx               0.00     8.00    0.00 4441.00     0.00 71184.00    32.06   142.93   32.22    0.00   32.22   0.23 100.00
sdy               0.00    35.00    0.00 13115.00     0.00 210384.00    32.08   140.57   10.70    0.00   10.70   0.08 100.00
sdz               0.00     8.00    0.00 4314.00     0.00 69152.00    32.06   142.40   33.11    0.00   33.11   0.23 100.00
sdaa              0.00    13.00    0.00 4489.00     0.00 72032.00    32.09   143.48   31.87    0.00   31.87   0.22 100.00
sdab              0.00    11.00    0.00 3457.00     0.00 55488.00    32.10   142.44   41.26    0.00   41.26   0.29 100.00
sdac              0.00     4.00    0.00 4231.00     0.00 67760.00    32.03   142.30   33.56    0.00   33.56   0.24 100.00
sdad              0.00     9.00    0.00 2996.00     0.00 48080.00    32.10   142.14   47.50    0.00   47.50   0.33 100.00
sdae              0.00    12.00    0.00 4616.00     0.00 74032.00    32.08   143.32   31.05    0.00   31.05   0.22 100.00
sdaf              0.00    42.00    0.00 13223.00     0.00 212224.00    32.10   141.44   10.69    0.00   10.69   0.08 100.10
sdag              0.00    18.00    0.00 6570.00     0.00 105408.00    32.09   142.62   21.71    0.00   21.71   0.15 100.00

02/07/2019 07:44:40 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.97    0.00    5.68   20.15    0.00   73.20

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00     6.00    0.00 2929.00     0.00 48976.00    33.44   141.52   48.42    0.00   48.42   0.34 100.00
sdc               0.00    24.00    0.00 6668.00     0.00 109072.00    32.72   143.50   21.69    0.00   21.69   0.15 100.00
sdd               0.00    11.00    0.00 4395.00     0.00 70480.00    32.07   144.09   32.81    0.00   32.81   0.23 100.00
sde               0.00     7.00    0.00 4403.00     0.00 70544.00    32.04   141.84   32.29    0.00   32.29   0.23 100.00
sdf               0.00     7.00    0.00 4451.00     0.00 71328.00    32.05   141.95   31.93    0.00   31.93   0.22 100.00
sdg               0.00     9.00    0.00 4492.00     0.00 72000.00    32.06   139.59   31.04    0.00   31.04   0.22 100.00
sdh               0.00     7.00    0.00 3401.00     0.00 54528.00    32.07   144.00   42.22    0.00   42.22   0.29 100.00
sdi               0.00    57.00    0.00 13340.00     0.00 214336.00    32.13   140.68   10.54    0.00   10.54   0.07 100.00
sdj               0.00    55.00    0.00 13312.00     0.00 213872.00    32.13   140.76   10.59    0.00   10.59   0.08 100.00
sdk               0.00    16.00    0.00 6706.00     0.00 107552.00    32.08   139.82   20.90    0.00   20.90   0.15 100.00
sdl               0.00    12.00    0.00 4608.00     0.00 73920.00    32.08   143.37   31.11    0.00   31.11   0.22 100.00
sdm               0.00    10.00    0.00 4522.00     0.00 72512.00    32.07   142.81   31.76    0.00   31.76   0.22 100.00
sdn               0.00    63.00    0.00 13317.00     0.00 214048.00    32.15   141.08   10.62    0.00   10.62   0.08 100.00
sdo               0.00     8.00    0.00 3469.00     0.00 55632.00    32.07   143.19   40.98    0.00   40.98   0.29 100.00
sdp               0.00     3.00    0.00 3454.00     0.00 55328.00    32.04   142.78   41.52    0.00   41.52   0.29 100.00
sdq               0.00    10.00    0.00 3637.00     0.00 58352.00    32.09   143.12   39.36    0.00   39.36   0.27 100.00
sdr               0.00     7.00    0.00 3266.00     0.00 52368.00    32.07   143.31   43.28    0.00   43.28   0.31 100.00
sds               0.00    10.00    0.00 4366.00     0.00 70032.00    32.08   140.59   32.14    0.00   32.14   0.23 100.10
sdt               0.00    13.00    0.00 4433.00     0.00 71120.00    32.09   143.36   32.29    0.00   32.29   0.23 100.00
sdu               0.00    14.00    0.00 4478.00     0.00 71872.00    32.10   141.82   31.66    0.00   31.66   0.22 100.00
sdv               0.00    10.00    0.00 4336.00     0.00 71536.00    33.00   143.28   33.07    0.00   33.07   0.23 100.00
sdw               0.00    14.00    0.00 6458.00     0.00 105552.00    32.69   141.69   21.97    0.00   21.97   0.15 100.00
sdx               0.00     6.00    0.00 4302.00     0.00 70912.00    32.97   141.62   32.83    0.00   32.83   0.23 100.00
sdy               0.00    50.00    0.00 12644.00     0.00 205136.00    32.45   140.79   11.15    0.00   11.15   0.08 100.00
sdz               0.00    14.00    0.00 4200.00     0.00 69440.00    33.07   143.51   34.08    0.00   34.08   0.24 100.00
sdaa              0.00     4.00    0.00 4385.00     0.00 72240.00    32.95   139.87   32.05    0.00   32.05   0.23 100.00
sdab              0.00     4.00    0.00 3316.00     0.00 55168.00    33.27   144.43   43.52    0.00   43.52   0.30 100.00
sdac              0.00     3.00    0.00 4125.00     0.00 68064.00    33.00   141.52   34.33    0.00   34.33   0.24 100.00
sdad              0.00     4.00    0.00 2883.00     0.00 48192.00    33.43   145.94   50.55    0.00   50.55   0.35 100.00
sdae              0.00     5.00    0.00 4547.00     0.00 74864.00    32.93   140.94   31.03    0.00   31.03   0.22 100.00
sdaf              0.00    43.00    0.00 13143.00     0.00 213008.00    32.41   140.98   10.73    0.00   10.73   0.08 100.00
sdag              0.00    11.00    0.00 6520.00     0.00 106512.00    32.67   141.79   21.70    0.00   21.70   0.15 100.00

02/07/2019 07:44:41 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.97    0.00    5.76   21.51    0.00   71.76

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00     4.00    0.00 3022.00     0.00 48432.00    32.05   142.35   47.06    0.00   47.06   0.33 100.00
sdc               0.00    24.00    0.00 6796.00     0.00 109136.00    32.12   142.03   20.90    0.00   20.90   0.15 100.00
sdd               0.00    15.00    0.00 4387.00     0.00 70464.00    32.12   141.55   32.67    0.00   32.67   0.23 100.00
sde               0.00    10.00    0.00 4426.00     0.00 70992.00    32.08   142.65   32.27    0.00   32.27   0.23 100.00
sdf               0.00     7.00    0.00 4506.00     0.00 72208.00    32.05   141.95   31.49    0.00   31.49   0.22 100.00
sdg               0.00     5.00    0.00 4514.00     0.00 72320.00    32.04   141.23   31.22    0.00   31.22   0.22 100.00
sdh               0.00     3.00    0.00 3305.00     0.00 52928.00    32.03   143.23   42.57    0.00   42.57   0.30 100.00
sdi               0.00    87.00    0.00 13144.00     0.00 213728.00    32.52   140.68   10.71    0.00   10.71   0.08 100.00
sdj               0.00    89.00    0.00 13163.00     0.00 214048.00    32.52   141.10   10.72    0.00   10.72   0.08 100.00
sdk               0.00    29.00    0.00 6601.00     0.00 108112.00    32.76   142.00   21.52    0.00   21.52   0.15 100.00
sdl               0.00    13.00    0.00 4490.00     0.00 74064.00    32.99   142.29   31.66    0.00   31.66   0.22 100.00
sdm               0.00     5.00    0.00 4417.00     0.00 72768.00    32.95   141.89   32.14    0.00   32.14   0.23 100.00
sdn               0.00    92.00    0.00 13176.00     0.00 214300.00    32.53   140.07   10.67    0.00   10.67   0.08 100.10
sdo               0.00    12.00    0.00 3413.00     0.00 56784.00    33.28   142.45   41.66    0.00   41.66   0.29 100.10
sdp               0.00     7.00    0.00 3344.00     0.00 55600.00    33.25   143.92   42.98    0.00   42.98   0.30 100.10
sdq               0.00    12.00    0.00 3508.00     0.00 58304.00    33.24   141.00   40.42    0.00   40.42   0.29 100.10
sdr               0.00     8.00    0.00 3161.00     0.00 52684.00    33.33   141.84   45.80    0.00   45.80   0.32 100.10
sds               0.00    13.00    0.00 4259.00     0.00 70316.00    33.02   143.20   33.64    0.00   33.64   0.23 100.00
sdt               0.00    11.00    0.00 4302.00     0.00 70980.00    33.00   140.42   32.93    0.00   32.93   0.23 100.10
sdu               0.00    17.00    0.00 4345.00     0.00 71760.00    33.03   141.32   32.67    0.00   32.67   0.23 100.00
sdv               0.00    13.00    0.00 4478.00     0.00 71812.00    32.07   141.64   31.80    0.00   31.80   0.22 100.00
sdw               0.00    17.00    0.00 6565.00     0.00 105264.00    32.07   140.90   21.46    0.00   21.46   0.15 100.00
sdx               0.00    11.00    0.00 4427.00     0.00 70992.00    32.07   141.09   31.95    0.00   31.95   0.23 100.00
sdy               0.00    61.00    0.00 12647.00     0.00 203280.00    32.15   139.75   11.06    0.00   11.06   0.08 100.00
sdz               0.00    14.00    0.00 4349.00     0.00 69744.00    32.07   142.84   32.89    0.00   32.89   0.23 100.00
sdaa              0.00    10.00    0.00 4521.00     0.00 72480.00    32.06   142.44   31.51    0.00   31.51   0.22 100.00
sdab              0.00     5.00    0.00 3454.00     0.00 55344.00    32.05   142.79   41.21    0.00   41.21   0.29 100.00
sdac              0.00    10.00    0.00 4235.00     0.00 67904.00    32.07   142.91   33.73    0.00   33.73   0.24 100.10
sdad              0.00     3.00    0.00 3022.00     0.00 48400.00    32.03   144.08   47.39    0.00   47.39   0.33 100.00
sdae              0.00    10.00    0.00 4643.00     0.00 74448.00    32.07   142.00   30.52    0.00   30.52   0.22 100.00
sdaf              0.00    76.00    0.00 13142.00     0.00 211488.00    32.19   141.10   10.74    0.00   10.74   0.08 100.00
sdag              0.00    18.00    0.00 6633.00     0.00 106400.00    32.08   142.26   21.39    0.00   21.39   0.15 100.00

02/07/2019 07:44:42 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.99    0.00    5.67   21.72    0.00   71.62

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00     8.00    0.00 2943.00     0.00 49184.00    33.42   140.91   47.60    0.00   47.60   0.34 100.00
sdc               0.00    26.00    0.00 6639.00     0.00 108608.00    32.72   140.46   21.16    0.00   21.16   0.15 100.00
sdd               0.00    11.00    0.00 4263.00     0.00 70336.00    33.00   141.66   33.11    0.00   33.11   0.23 100.00
sde               0.00    18.00    0.00 4294.00     0.00 70928.00    33.04   142.94   33.24    0.00   33.24   0.23 100.00
sdf               0.00    13.00    0.00 4352.00     0.00 71792.00    32.99   138.86   31.92    0.00   31.92   0.23 100.00
sdg               0.00    18.00    0.00 4343.00     0.00 71744.00    33.04   139.91   32.26    0.00   32.26   0.23 100.00
sdh               0.00     8.00    0.00 3329.00     0.00 55344.00    33.25   141.42   43.34    0.00   43.34   0.30 100.00
sdi               0.00   103.00    0.00 13279.00     0.00 214080.00    32.24   140.47   10.58    0.00   10.58   0.08 100.00
sdj               0.00   122.00    0.00 13252.00     0.00 213908.00    32.28   140.84   10.62    0.00   10.62   0.08 100.00
sdk               0.00    31.00    0.00 6775.00     0.00 108848.00    32.13   141.69   20.82    0.00   20.82   0.15 100.00
sdl               0.00    18.00    0.00 4610.00     0.00 74000.00    32.10   140.34   30.35    0.00   30.35   0.22 100.00
sdm               0.00    15.00    0.00 4514.00     0.00 72416.00    32.09   141.59   31.39    0.00   31.39   0.22 100.00
sdn               0.00   118.00    0.00 13265.00     0.00 214084.00    32.28   140.98   10.58    0.00   10.58   0.08  99.90
sdo               0.00    11.00    0.00 3536.00     0.00 56704.00    32.07   140.70   40.22    0.00   40.22   0.28  99.90
sdp               0.00    10.00    0.00 3435.00     0.00 55104.00    32.08   141.89   41.43    0.00   41.43   0.29  99.90
sdq               0.00     5.00    0.00 3624.00     0.00 58032.00    32.03   142.26   38.83    0.00   38.83   0.28  99.90
sdr               0.00     9.00    0.00 3312.00     0.00 53124.00    32.08   142.84   42.81    0.00   42.81   0.30  99.90
sds               0.00    12.00    0.00 4371.00     0.00 70116.00    32.08   143.36   32.77    0.00   32.77   0.23 100.00
sdt               0.00     7.00    0.00 4420.00     0.00 70832.00    32.05   143.58   32.28    0.00   32.28   0.23 100.00
sdu               0.00    10.00    0.00 4453.00     0.00 71392.00    32.06   145.92   32.64    0.00   32.64   0.22 100.00
sdv               0.00    18.00    0.00 4471.00     0.00 71824.00    32.13   143.27   31.80    0.00   31.80   0.22 100.00
